title,shipping,editors_choice,uuid,url,description,price,category,picture_url,time_published,hotness,time_modified
LG Loudr Audio System,free shipping,,2168207,https://www.dealnews.com/LG-Loudr-Audio-System-for-130-free-shipping/2168207.html,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168207"">LG Loudr Audio System</a> for <b>$129.99</b> with <b>free shipping</b>. That's tied with our mention from a week ago and the lowest price we could find by $6. It features a CD player, AM/FM tuner, Bluetooth, and USB 2.0.",$130,AUDIO COMPONENTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cgcnhat4zryvcgfyfbu5",,3,2017-12-29T15:52:56-05:00
Myprotein coupon,free shipping w/ $70,,2167796,https://www.dealnews.com/Myprotein-coupon-35-off-sitewide-free-shipping-w-70/2167796.html,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167796"">Myprotein</a> cuts <strong>35% off</strong> sitewide via coupon code ""35OFF"". Shipping adds <strong>$4.99</strong>, but orders of $70 or more bag free shipping. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s41587/Myprotein/"">Myprotein Coupons</a>.</p>",35% off sitewide,HEALTH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkfhnp1xdc9j6hgldp8",2017-12-29T00:01:00-05:00,,
10 Pairs of Aerie Women's Panties,free shipping w/ $50,,2168204,https://www.dealnews.com/10-Pairs-of-Aerie-Womens-Panties-for-30-free-shipping-w-50/2168204.html,"Aerie by American Eagle offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168204"">10 pairs of Aerie Women's Panties</a> for <strong>$30</strong>. Shipping adds <strong>$7</strong>, or spend $50 or more for free shipping. That's $3.70 per pair and a savings of up to $95. (However, we saw 10 pairs for $35 shipped two weeks ago.) Choose from boybriefs, bikinis, thongs, boyshorts, and cheekies.",$30,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y6ohxmv9mt7zd6qmounf",,3,2017-12-29T15:52:44-05:00
Pressman Let's Go Fishin' Game,pickup at Walmart,,2168195,https://www.dealnews.com/Pressman-Lets-Go-Fishin-Game-for-7-pickup-at-Walmart/2168195.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168195"">Pressman Let's Go Fishin' Game</a> for <b>$6.67</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088317,2168195"">Target</a> has it for about the same with pickup.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $3. It requires one C battery (not included).",$7,CARD AND BOARD GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p18tlv7hszq5lffcbyyi",2017-12-29T10:17:21-05:00,2,
Stolzle Beer Glass,free shipping,,2168198,https://www.dealnews.com/Stolzle-Beer-Glass-for-5-free-shipping/2168198.html,"Oneida offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168198"">Stolzle Beer Glass</a> in Imperial 17.5-oz., <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088335,2168198"">Imperial 21.8-oz.</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088338,2168198"">Konig 18.3-oz.</a> for $5.99. Coupon code ""DEALNEWSFREE"" cuts that to <strong>$4.79</strong> and bags <strong>free shipping</strong>. That's a savings of at least $13 on each style and the lowest price we could find. Each glass is sheer-rimmed. Deal ends December 30.",$5,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cgpp4z3v3f4wkitp9vlb",,3,2017-12-29T15:51:10-05:00
Nike Men's Komyuter SE Shoes,free shipping,,2168189,https://www.dealnews.com/Nike-Mens-Komyuter-SE-Shoes-for-82-free-shipping/2168189.html,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168189"">Nike Men's Komyuter SE Shoes</a> in several colors (Obsidian/Anthracite pictured) for $109.97. In cart, the price falls to <strong>$82.48</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088254,2168189"">join</a>.) That's $68 off list and the lowest price we could find. These water-repellent shoes feature a magnetic closure and are available in most sizes from 7 to 15. Deal ends January 4.",$82,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5lbdwhptukjmkaa5i9x",,4,2017-12-29T15:01:25-05:00
Brooks Brothers Semi-Annual Sale,,,2168192,https://www.dealnews.com/Brooks-Brothers-Semi-Annual-Sale-Up-to-40-off/2168192.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168192"">Brooks Brothers</a> takes <strong>up to 40% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088263,2168192"">men's, women's, and kids' items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088266,2168192"">Semi-Annual Sale</a>. Shipping starts at <strong>$5.95</strong>. Deal ends January 2.",Up to 40% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhhvtzvk7tk1pqcqddqp",,3,2017-12-29T15:50:16-05:00
5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,,,2168186,https://www.dealnews.com/features/morning-jolt/,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",,MORNING JOLT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",2017-12-29T09:50:34-05:00,,
Final Fantasy XIV: Stormblood for PS4,free shipping w/ Prime,True,2168177,https://www.dealnews.com/Final-Fantasy-XIV-Stormblood-for-PS4-13-free-shipping-w-Prime/2168177.html,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168177"">Final Fantasy XIV: Stormblood for PlayStation 4</a> for <s>$12.36</s> <strong>$12.75</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $25.<br>
<br>
Note: You must have Final Fantasy XIV: A Realm Reborn (sold separately) to play Stormblood.",$13,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j8gsrcxetearcqabfsxy",,3,2017-12-29T15:29:10-05:00
LeHome 1080p WiFi IP Security Camera,free shipping,,2168174,https://www.dealnews.com/Le-Home-1080-p-Wi-Fi-IP-Security-Camera-for-30-free-shipping/2168174.html,"LeHome via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168174"">LeHome 1080p WiFi IP Security Camera</a> in White for $49.99. Coupon code ""QVOYDT5C"" drops it to <b>$29.99</b>. With <b>free shipping</b>, that's tied with last week's expired mention, $20 off, and the lowest price we could find. Features include 1080p video recording, a 120° wide-angle lens, 2-way audio, night vision up to 32 feet, motion detection, 55° vertical rotation, 355° horizontal rotation, 802.11n wireless, real-time streaming and alerts via the Eyeplus mobile app, and microSD card slot. Deal ends January 3.",$30,SECURITY CAMERAS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pselcd2u1yvwejdlcgkl",,3,2017-12-29T15:48:53-05:00
"MacBook Pro i5 13"" Laptop w/ Touch Bar (2017)",free shipping,,2168171,https://www.dealnews.com/Mac-Book-Pro-i5-13-Laptop-w-Touch-Bar-2017-for-1-849-free-shipping/2168171.html,"L.A. Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168171"">Apple MacBook Pro Intel Kaby Lake Core i5 3.1GHz 13.3"" Retina Laptop with Touch Bar</a> in Space Gray for <strong>$1,849</strong> with <strong>free shipping</strong>. That's $30 under our July mention and also the best price we could find today by $30. It features the new Touch Bar — a touchscreen OLED strip running above the keyboard that supports Touch ID and allows for customized buttons. Other specs include an Intel Core i5-7267U 3.1GHz Kaby Lake dual-core processor, 13.3"" 2560x1600 IPS LED-backlit Retina display, 8GB RAM, 512GB SSD, 802.11ac wireless, Bluetooth 4.2, four Thunderbolt 3 ports, backlit keyboard, and macOS Sierra.","$1,849",MACBOOK PRO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sgvodrddxeoqswxz9p8u",2017-12-29T09:35:02-05:00,2,
DoDoeleph Syma 4-Channel Quadcopter,free shipping,,2167319,https://www.dealnews.com/Do-Doeleph-Syma-4-Channel-Quadcopter-for-20-free-shipping/2167319.html,"RC Drone via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167319"">DoDoeleph Syma X5A-1 4-Channel 6-Axis Quadcopter Drone</a> in White for $29.99. Coupon code ""VQFGKSTD"" cuts it to <strong>$20.09</strong>. Plus, <strong>free shipping</strong> applies. It features a 7-minute flight time, blade protection, and night lights. Deal ends December 31.",$20,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ts8zb07grvaih0et6bzr",2017-12-29T00:01:00-05:00,,
Victoria Sport Women's The Player Hot Shorts,$8 shipping,,2168162,https://www.dealnews.com/Victoria-Sport-Womens-The-Player-Hot-Shorts-for-10-8-s-h/2168162.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168162"">Victoria Sport Women's The Player Hot Shorts</a> in several colors (Black pictured) for <b>$9.99</b> plus <b>$8</b> for shipping. That's $10 off list and the lowest price we could find. They're available in select sizes from XS to L.",$10,ACTIVEWEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/igbzv6qg7beh4qvo9hxr",,3,2017-12-29T15:48:18-05:00
Tacklife Sound Level Meter,free shipping w/ Prime,,2168168,https://www.dealnews.com/Tacklife-Sound-Level-Meter-for-17-free-shipping-w-Prime/2168168.html,"Tacklife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168168"">Tacklife Sound Level Meter</a> for $20.97. Coupon code ""DLTGDSI6"" drops it to <b>$16.78</b>. With <b>free shipping</b> for Prime members, that's $4 under our October mention and the lowest price we could find by about $12. It features an LCD display, measures 30 to 130 decibels, and requires one 9-volt battery (included). Deal ends January 2.",$17,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eldymhibwp7lmnjzsatx",2017-12-29T09:23:55-05:00,2,
Huo Zao Unisex Winter Snow Ski Gloves,free shipping w/ Prime,,2168153,https://www.dealnews.com/Huo-Zao-Unisex-Winter-Snow-Ski-Gloves-for-8-free-shipping-w-Prime/2168153.html,"Huo Zao Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168153"">Huo Zao Unisex Winter Snow Ski Gloves</a> in Black/Grey, Pink, or Black/Blue for $10.99. Coupon code ""BYI24AGW"" cuts that to <strong>$7.69</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by about $6, although we saw them for a buck less during Black Friday week. They're available in one size fits most. Deal ends December 31.",$8,ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/urp6cbvtlhuxpklcpdds",,3,2017-12-29T15:47:00-05:00
BuyDig Clearance,free shipping,,2168165,https://www.dealnews.com/Buy-Dig-Clearance-Extra-20-off-free-shipping/2168165.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168165"">BuyDig</a> cuts an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088152,2168165"">clearance items</a> via coupon code ""CLEAROUT20"". Plus, all orders qualify for <strong>free shipping</strong>. That's the best extra discount we've seen on clearance from BuyDig all year. Brands include Pioneer, Sony, Sigma, Logitech, and more. Some exclusions may apply. Deal ends December 31.",Extra 20% off,BUYDIG COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lmwdwooatnd6n6xcrdpd",,4,2017-12-29T14:59:59-05:00
Baywatch HD Rental,,,2168156,https://www.dealnews.com/Baywatch-HD-Rental-for-69-cents/2168156.html,"As a reader discover, Amazon offers rentals of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168156"">Baywatch in HD</a> for <strong>69 cents</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088128,2168156"">Google Play</a> charges the same.) That's $5 off and the lowest price we could find. Deal ends today.",69 cents,DVD & HD MOVIE RENTALS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pz2f7h5nmxlgsjzjpkei",,3,2017-12-29T15:43:03-05:00
"Disney's Jungle Book 14"" Sing & Talk Baloo",pickup at Walmart,,2168144,https://www.dealnews.com/Disneys-Jungle-Book-14-Sing-Talk-Baloo-for-12-pickup-at-Walmart/2168144.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168144"">Disney's The Jungle Book 14"" Sing &amp; Talk Baloo Plush</a> for <strong>$12.07</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $5. It features sound bytes, courtesy of Bill Murray, and it sings ""Bear Necessities.""",$12,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g5hejolbzd5ipoknewmo",2017-12-29T09:03:16-05:00,2,
2 Victoria's Secret Women's Bralettes,$8 shipping,,2168150,https://www.dealnews.com/2-Victorias-Secret-Womens-Bralettes-for-30-8-s-h/2168150.html,"Victoria's Secret offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168150"">two Victoria's Secret Bralette Collection Women's Front-close Bralettes</a> in several colors (Kir Chantilly Lace pictured) for <strong>$30</strong> plus <strong>$8</strong> for shipping. That's $11 off and the lowest price we could find, although we saw them for $10 less in April. It's available in sizes from XS to XL.",$30,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s0m7inunf14b98w087pd",,3,2017-12-29T15:42:23-05:00
Victoria's Secret Women's Cheeky Panties,$8 shipping,,2168147,https://www.dealnews.com/Victorias-Secret-Womens-Cheeky-Panties-for-4-8-s-h/2168147.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168147"">Victoria's Secret Women's Cotton Lingerie Cheeky Panties</a> in a variety of styles (Plaid pictured) for <strong>$3.99</strong>. Shipping adds <strong>$8</strong>, so it's recommended you buy several pairs to offset that cost. Still, it's $5 off list for a single pair and the lowest price we could find. They come in select sizes from XS to XL.",$4,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bnnu2dm5dnne9tetcdcx",,3,2017-12-29T15:41:54-05:00
Victoria's Sport Women's Anytime Leggings,$8 shipping,,2168141,https://www.dealnews.com/Victorias-Sport-Womens-Anytime-Leggings-for-25-8-s-h/2168141.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168141"">Victoria's Sport Women's Anytime Cotton Leggings</a> in several colors (Black Pearl pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $20 off and the lowest price we could find. They're available in short, regular, and long sizes from XS to XL.",$25,ACTIVEWEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qohcu61dsy8boo8vigch",,3,2017-12-29T15:40:49-05:00
Southwest Rapid Rewards® Plus Credit Card,,,2168492,"https://www.dealnews.com/lw/click.html?20,2,2168492","Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","40,000 points",CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq",2017-12-29T15:35:48-05:00,,
Olaxer Ceramic Hair Straightening Brush,free shipping,,2168117,https://www.dealnews.com/Olaxer-Ceramic-Hair-Straightening-Brush-for-18-free-shipping/2168117.html,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168117"">Olaxer Ceramic Hair Straightening Brush</a> for $35.99. Coupon code ""4I9CNA7Q"" cuts the price to <strong>$17</strong>. With <strong>free shipping</strong>, that's a buck under last week's mention, $19 off list, and the lowest price we could find. It features five heat settings, an ergonomic handle, and anti-scald technology. Deal ends January 3.",$18,HAIR CARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odidk5fbgix1koohnutq",2017-12-29T08:39:37-05:00,2,
Victoria's Sport Women's Strappy Sport Bra,$8 shipping,,2168138,https://www.dealnews.com/Victorias-Sport-Womens-Strappy-Sport-Bra-for-13-8-s-h/2168138.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168138"">Lightweight by Victoria's Secret Sport Women's Strappy Sport Bra</a> for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $17 off and the lowest price we could find. It's available in sizes from 32A to 38D <del>38DD</del>.",$13,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikyds66hgcgjxbem9eg4",,3,2017-12-29T15:40:10-05:00
"7"" Wired Video Intercom Doorbell Kit",free shipping,,2168135,https://www.dealnews.com/7-Wired-Video-Intercom-Doorbell-Kit-for-60-free-shipping/2168135.html,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168135"">7"" Wired Video Intercom Doorbell Kit</a> for <strong>$59.59</strong> with <strong>free shipping</strong>. That's $60 off and the lowest price we could find, excluding other eBay vendors. It features a 7"" 480x234 LCD display with night vision, 0.3-megapixel CMOS sensor, 92-degree viewing angle, and an image transmission distance of 656-feet.",$60,HOME SECURITY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tyssufbkmbe3vayig02a",,3,2017-12-29T15:38:55-05:00
adidas Men's TaylorMade Mesh Golf FlexFit Cap,free shipping,,2168126,https://www.dealnews.com/adidas-Mens-Taylor-Made-Mesh-Golf-Flex-Fit-Cap-for-10-free-shipping/2168126.html,"Holeoutgolfshop via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168126"">adidas TaylorMade Men's Golf Tour Mesh FlexFit Cap</a> in Camouflage for <strong>$9.95</strong> with <strong>free shipping</strong>. That's $15 off list and the lowest price we could find. It's available in sizes S/M or L/XL.",$10,ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsu1rgtntozqpqyy82fg",,3,2017-12-29T15:38:31-05:00
Victoria's Secret Women's Graphic T-Shirt,$8 shipping,,2168132,https://www.dealnews.com/Victorias-Secret-Womens-Graphic-T-Shirt-for-10-8-s-h/2168132.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168132"">Victoria's Secret Women's Graphic Scoopneck T-Shirt</a> in several colors (Black pictured) for <strong>$9.99</strong> plus <strong>$8</strong> for shipping. That's $15 off and the lowest price we could find. It's available in sizes from XS to XL.",$10,SLEEP & LOUNGE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tc7a9azymqooyluzirfd",2017-12-29T08:31:52-05:00,2,
"Lenovo L27q 27"" 1440p IPS LED LCD Display",free shipping,,2168123,https://www.dealnews.com/Lenovo-L27-q-27-1440-p-IPS-LED-LCD-Display-for-200-free-shipping/2168123.html,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168123"">Lenovo L27q 27"" 1440p QHD IPS LED-Backlit LCD Monitor</a> for $224.99. Coupon code ""MONITORSALE"" cuts that to <strong>$199.99</strong>. With <strong>free shipping</strong>, that's tied with last week's mention and the lowest price we could find by $60. It features a native resolution of 2560x1440 (1440p) and DisplayPort and HDMI inputs.",$200,MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uajoqrt0yis7slbrprqt",,3,2017-12-29T15:54:42-05:00
"Pisen 10,000mAh Slim Power Bank",free shipping w/ Prime,,2168105,https://www.dealnews.com/Pisen-10-000-m-Ah-Slim-Power-Bank-for-17-free-shipping-w-Prime/2168105.html,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168105"">Pisen 10,000mAh Slim Power Bank</a> in Red for $24.99. Coupon code ""3DQXV6UN"" cuts it to <strong>$16.99</strong>. With <strong>free shipping</strong> for Prime members, that's $8 off list and the lowest price we could find. It features micro USB and Lightning ports, over-heat protection, auto-off, and LED power indicator. Deal ends January 9.",$17,PORTABLE POWER BANKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i43cl8f056j6ffcevgzo",2017-12-29T08:23:34-05:00,2,
Weatherproof Men's Jason Waterproof Hikers,free shipping,,2168129,https://www.dealnews.com/Weatherproof-Mens-Jason-Waterproof-Hikers-for-37-free-shipping/2168129.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168129"">Weatherproof Men's Vintage Jason Waterproof Hikers</a> in several colors (Tan pictured) for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, They're available in sizes from 8 to 13. Deal ends December 30.",$37,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bmnlusuagr9x23ykikmf",,4,2017-12-29T12:59:36-05:00
What to Expect From 2018 Shopping,,,2162873,https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html,"If you're wondering <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html"">what the retail landscape will look like in 2018</a>, the buzzwords are numerous. Shopping will look less and less like it did a decade, or even five years ago. Check out our full analysis.",,CONSUMER NEWS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv2iyq9xh2ehm56up1mp",2017-12-29T08:00:01-05:00,,
