price,hotness,editors_choice,time_published,url,picture_url,time_modified,shipping,description,category,title,uuid
from $399,3,,2018-01-02T15:24:44-05:00,https://www.dealnews.com/Mysteria-Bay-Storage-Bed-from-399-free-shipping/2170379.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efrfcueiieazpvjovhe2",,free shipping,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093066,2170379"">Mysteria Bay Storage Bed</a> from <b>$399</b> with <b>free shipping</b>. (Non-members pay at least a $40 surcharge, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093018,2170379"">1-Year membership</a> for $45.) That's the lowest price we could find by at least $291. These beds feature storage space in the frame. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170379"">Twin</a> (pictured) from <b>$399</b> (low by $291)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093021,2170379"">Full</a> from <b>$449</b> (low by $316)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093024,2170379"">Queen</a> from <b>$499</b> (low by $204)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093027,2170379"">King</a> from <b>$579</b> (low by $535)
 </li>
</ul>",HOME FURNITURE,Mysteria Bay Storage Bed,2170379
$10,3,,2018-01-02T15:21:53-05:00,https://www.dealnews.com/Royal-Oil-and-Vinegar-Bottle-Set-for-10-free-shipping-w-Prime/2170385.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wfxa9p02uril3cqtukvg",,free shipping w/ Prime,"Equinox Int via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170385"">Royal Oil and Vinegar Bottle Set</a> for $16.99. Coupon code ""AVNV73H3"" knocks it to <strong>$9.97</strong>. With <strong>free shipping</strong> via Prime, that's the lowest price we could find by $10. It includes a stainless steel rack and removable corks. Each bottle holds up to 17 oz. Deal ends January 31.",KITCHEN,Royal Oil and Vinegar Bottle Set,2170385
"40,000 bonus miles",,,2018-01-02T10:45:01-05:00,"https://www.dealnews.com/lw/click.html?20,2,2170193","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS,United MileagePlus® Explorer Card,2170193
$20,3,,2018-01-02T15:13:00-05:00,https://www.dealnews.com/Veckle-14-Nylon-Laptop-Backpack-for-20-free-shipping/2170349.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sac2qvyqigbyoj6x7rdj",,free shipping,"iOrange-E via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170349"">Veckle 14"" Nylon Laptop Backpack</a> in Black for $29.99. Coupon code ""FLZMU6QT"" drops it to <b>$19.99</b>. With <b>free shipping</b>, that's $10 off list and the lowest price we could find. It features adjustable, padded straps, exterior and interior pockets, is waterproof, and holds laptops up to 14"". Deal ends January 7.",LAPTOP BAGS,"Veckle 14"" Nylon Laptop Backpack",2170349
$16,3,,2018-01-02T15:02:16-05:00,https://www.dealnews.com/Holsem-8-Outlet-Surge-Protector-Power-Strip-for-16-free-shipping/2170367.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sa759itcb7ivne0ojuib",,free shipping,"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170367"">Holsem 8-Outlet Surge Protector Power Strip</a> in Black or White for $25.95. Coupon code ""WO6W4JZY"" drops it to <b>$16.49</b>. Plus, Prime members bag <b>free shipping</b>. That's the lowest price we could find by $13. It features two USB charging outlets, surge protection up to 2,000 joules, and a 6-foot cord. Deal ends February 28.",SURGE PROTECTORS,Holsem 8-Outlet Surge Protector Power Strip,2170367
Up to $80 off via rebate,3,,2018-01-02T15:01:49-05:00,https://www.dealnews.com/Dunlop-Tires-at-Tire-Rack-Up-to-80-off-via-rebate/2170358.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zucr12c9jnyh0bbc7oha",,,"Tire Rack offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170358"">up to a $50 mail-in rebate</a> with the purchase of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092973,2170358"">four select Dunlop tires</a>. Some exclusions apply. Deal ends February 28.<br>
<br>
Alternatively, get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092976,2170358"">up to an $80 mail-in rebate</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092979,2170358"">four select Goodyear or Dunlop tires</a>. Scroll down to see eligible tires. This rebate ends March 31.",AUTOMOTIVE,Dunlop Tires at Tire Rack,2170358
,,,2018-01-02T14:55:20-05:00,https://www.dealnews.com/features/best-tool-deals/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tlamsogguwbvi7s7nwvu",,,"Whether you missed out over the holidays, or you just need to add to your collection, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tool-deals/"">tool deals</a> has you covered. Score cordless drills from Worx, a power inflator, and more.",ROUNDUPS,Best Power Tool Deals: Get a 12-Volt Cordless Drill/Driver at Its Lowest Price,2170376
from $19 1-Way,4,,2018-01-02T14:47:55-05:00,https://www.dealnews.com/Frontier-Airlines-Nationwide-Fares-from-19-1-Way/2170370.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",,,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170370"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$19.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $14. This price is valid on flights departing from Albuquerque, NM, (ABQ) with arrival in Denver, CO, (DEN) on January 8. Book this travel deal January 3 for travel from January 8 through February 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",AIRFARE,Frontier Airlines Nationwide Fares,2170370
$10,3,,2018-01-02T14:38:27-05:00,https://www.dealnews.com/Bosch-24-Piece-Screwdriver-Bit-Set-for-10-free-shipping/2170220.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyia15fnv50mq893bavg",,free shipping,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170220"">Bosch Impact Tough 24-Piece Screwdriver Bit Set</a> for <strong>$9.98</strong>. Plus, MyLowe's members bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092370,2170220"">join</a>.) That's tied with our November mention, $10 off, and the best price we could find. The bits feature a black oxide coating.",HAND TOOLS,Bosch 24-Piece Screwdriver Bit Set,2170220
50% off,5,,,https://www.dealnews.com/Pizza-Hut-Menu-Price-Pizzas-50-off/2170361.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wv8zrfxtgjkxwt03alsq",2018-01-03T05:58:00-05:00,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170361"">Pizza Hut</a> takes <strong>50% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092982,2170361"">online menu-priced pizzas</a>. (No coupon is required.) That's tied with our November mention as the best percent-off discount we've seen from Pizza Hut. Some exclusions may apply. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092985,2170361"">Click here</a> to find a location near you. Deal ends January 8.",RESTAURANTS,Pizza Hut Menu-Price Pizzas,2170361
$7,3,True,,https://www.dealnews.com/Larabar-Gluten-Free-Pecan-Pie-Bar-16-Pack-for-7-free-shipping/2170355.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cehsuyq5ef8o6caltzbh",2018-01-03T04:12:29-05:00,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170355"">Larabar 1.6-oz. Gluten Free Bar 16-Pack</a> in Pecan Pie for <strong>$7.38</strong> with <strong>free shipping</strong> via the below directions. That's $4 under our August mention and at least $8 less than you'd spend for any flavor at a local retail store. These gluten-free snacks are certified Kosher. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092958,2170355"">Larabar 1.6-oz. Bar 16-Pack</a> for $11.45
 </li>
 <li>clip the $3.50 off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$7.38</strong>
 </li>
</ol>
Note: Remember to cancel your subscription after your order ships to avoid being billed for subsequent purchases.",GROCERIES,Larabar Gluten Free Pecan Pie Bar 16-Pack,2170355
$18,4,,,https://www.dealnews.com/Daisy-Youth-Buck-Air-Rifle-for-18-pickup-at-Walmart/2170352.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4e2cjrh3ld10bey0big",2018-01-03T03:53:56-05:00,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170352"">Daisy Youth Buck Air Rifle</a> for <strong>$17.96</strong>. Opt for in-store <strong>pickup</strong> to avoid a $5.99 shipping charge. That's the lowest price we could find by $8. It features a 400-shot capacity and lever-cocking spring air action.",GUNS & AMMO,Daisy Youth Buck Air Rifle,2170352
Extra 40% off sale items,,,2018-01-03T00:01:00-05:00,https://www.dealnews.com/Levis-coupon-Extra-40-off-sale-items-free-shipping-w-100/2170388.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ns6x4mayxb9wabwo20ch",,free shipping w/ $100,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093420,2170388"">Levi's</a> cuts an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170388"">select men's, women's, and kids' sale items</a> via coupon code ""SALE40"". Shipping adds <strong>$7.50</strong>, but orders of $100 or more get free shipping. Some exclusions apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1491/Levis/"">Levi's Coupons</a>.</p>",CLOTHING & ACCESSORIES,Levi's coupon,2170388
$60,3,,2018-01-02T14:16:39-05:00,https://www.dealnews.com/Time-Office-Exec-Office-Chair-for-60-free-shipping/2170346.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtnwtimawybaygka2ige",,free shipping,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170346"">TimeOffice High-Back Mesh Executive Office Chair with Headrest</a> in Black for <strong>$60.36</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092904,2170346"">Amazon</a> has it for the same.) That's tied with our November mention and the lowest price we could find by $47. It features an adjustable headrest, armrests, and height.",OFFICE CHAIRS,TimeOffice Exec Office Chair,2170346
$300,2,,2018-01-02T14:16:29-05:00,https://www.dealnews.com/HP-Slimline-AMD-A6-9200-2-GHz-Desktop-for-300-free-shipping/2170214.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8nidhfkersvb0vadp5r",,free shipping,"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170214"">HP Slimline 270-a035z AMD A6-9200 2GHz Desktop PC</a> for <strong>$299.99</strong> with <strong>free shipping</strong>. That's $100 off and the best price we could find. It features an AMD A6-9200 2GHz dual-core processor, 8GB RAM, 1TB 7200rpm hard drive, 802.11n wireless, USB 3.0, HDMI, and Windows 10 Home 64-bit.",DESKTOPS,HP Slimline AMD A6-9200 2GHz Desktop,2170214
$882,2,,2018-01-02T14:08:58-05:00,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-1080-p-Laptop-for-882-free-shipping/2170343.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/smolcxuxzpjxvyszp6xr",,free shipping,"Dell Home, via its Member Purchase Program, offers its 2.7-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170343"">Dell XPS 13 9360 Intel Kaby Lake Core i5 2.5GHz 13.3"" 1080p Laptop</a> for $930.99. Coupon code ""50OFF699"" knocks it to <strong>$881.99</strong>. With <strong>free shipping</strong>, that's $18 under our mention from three weeks ago, $218 off, and the lowest price we could find. Features include an Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor, 13.3"" 1920x1080 (1080p) IPS LCD, 8GB RAM, 256GB SSD, 802.11ac wireless, Thunderbolt 3, USB 3.0, and Windows 10 Home 64-bit.",LAPTOPS,"Dell XPS Kaby Lake i5 Dual 13"" 1080p Laptop",2170343
$199,3,,2018-01-02T14:03:43-05:00,https://www.dealnews.com/Dewalt-3-Tool-Cordless-Combo-Kit-for-199-free-shipping/2170340.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxhi7bvt361jw6snj0t3",,free shipping,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170340"">Dewalt 3-Tool 20-volt Max Lithium Ion Cordless Combo Kit</a> for <b>$199</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092856,2170340"">CPO Tools</a> has it for the same price.) That's the lowest price we could find by $61. It includes a hammerdrill, impact drive, flashlight, two batteries, charger, and bag.",POWER TOOLS,Dewalt 3-Tool Cordless Combo Kit,2170340
$7,3,,2018-01-02T13:57:34-05:00,https://www.dealnews.com/F-color-Magnetic-Dashboard-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170316.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cggv3ucdl6kyqwub1lts",,free shipping w/ Prime,"F-color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170316"">F-color Magnetic Dashboard Car Phone Holder</a> for $10.99. Coupon code ""XWL7S9OH"" drops it to <b>$6.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from two weeks ago, $4 off list, and the lowest price we could find. It features a suction cup mount. Deal ends January 7.",AUTOMOTIVE,F-color Magnetic Dashboard Car Phone Holder,2170316
$20,3,,2018-01-02T13:48:44-05:00,https://www.dealnews.com/Flovea-84-16-9-Projector-Screen-for-20-free-shipping/2170337.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bol55lwpswbmjtbznfha",,free shipping,"Flovea via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170337"">Flovea 84"" 16:9 Home Theater Projector Screen</a> for $29.99. Coupon code ""HBGVL8QM "" cuts that to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for such a projector screen by $2. It features a 73x41"" viewing area. Deal ends January 20.",PROJECTORS,"Flovea 84"" 16:9 Projector Screen",2170337
$9,3,,2018-01-02T13:47:32-05:00,https://www.dealnews.com/2-IKong-Brother-Compatible-Toner-Cartridges-for-9-free-shipping-w-Prime/2170190.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztl6i2epagucvflyyjtf",,free shipping w/ Prime,"IKong via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170190"">IKong Brother-Compatible TN450/TN420 Replacement Black Toner Cartridge 2-Pack</a> for $14.29. Coupon code ""5YO97O8J"" cuts it to <b>$9</b>. With <b>free shipping</b> for Prime members, that's $3 under our May mention and the lowest we've seen. (It's $14 under the best price we could find for a 2-pack of similar cartridges elsewhere.) They're compatible with many Brother HL-, MFC-, Intellifax-, and DCP-series printers. Deal ends February 1.",INK & TONER,2 IKong Brother-Compatible Toner Cartridges,2170190
Up to 79% off + 20% off,3,,,https://www.dealnews.com/Ashford-Clearance-Sale-Up-to-79-off-20-off-free-shipping/2170334.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xgc6iv4qtf3jdkxhsez3",2018-01-03T03:53:41-05:00,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170334"">Ashford</a> takes an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092790,2170334"">clearance watches</a>, already discounted <b>up to 79% off</b>, via coupon code ""HELLO18"". Plus, all orders bag <b>free shipping</b>. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s342/Ashford/"">Ashford Coupons</a>.</p>",WATCHES,Ashford Clearance Sale,2170334
$30,3,,2018-01-02T13:39:05-05:00,https://www.dealnews.com/LE-Swing-Arm-Dimmable-LED-Desk-Lamp-for-30-free-shipping/2170304.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxx12hsgjc3ewnsmkrmk",,free shipping,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170304"">LE Swing Arm Dimmable LED Desk Lamp</a> for $35.99. Coupon code ""P2X8J625"" drops it to <b>$30.23</b>. With <b>free shipping</b>, that's the lowest price we could find by $12. It features a C-clamp for attaching to a desk or table. Deal ends January 9.",LIGHTING & LAMPS,LE Swing Arm Dimmable LED Desk Lamp,2170304
"50,000 bonus points",,,2017-12-28T12:11:32-05:00,"https://www.dealnews.com/lw/click.html?20,2,2167586","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS,Chase Sapphire Preferred® Card,2167586
$5,3,,2018-01-02T13:37:08-05:00,https://www.dealnews.com/Unitek-USB-3.0-to-SATA-Adapter-for-5-free-shipping-w-Prime/2170325.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4a7cohmn31mhw6hebzk",,free shipping w/ Prime,"Ocean Technology via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170325"">Unitek USB 3.0 to SATA Adapter</a> for $9.99. Coupon code ""7WF7TIF4"" cuts it to <strong>$4.99</strong>. Plus, Prime members grab <strong>free shipping</strong>. That's tied with our November mention, $11 off list, and the lowest price we could find. It supports data transfer speeds up to 5Gb/s. Deal ends January 15.",COMPUTER CABLES,Unitek USB 3.0 to SATA Adapter,2170325
$240,2,,2018-01-02T13:31:16-05:00,https://www.dealnews.com/OXA-Self-Balancing-Hover-Board-for-240-free-shipping/2170277.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mt8heq1ix8d8fnp5uxyr",,free shipping,"OXA Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170277"">OXA Self Balancing Hover Board</a> in Red for $299.99. Coupon code ""HB526SXC"" cuts it to <strong>$239.99</strong>. With <strong>free shipping</strong>, that's $60 off and the lowest price we could find. It features 10.5 mile range, smart LED headlights, Bluetooth 4.2 speakers, and a 350-watt motor. Deal ends January 28.",TOYS & HOBBIES,OXA Self Balancing Hover Board,2170277
from $15,5,,,https://www.dealnews.com/Jos.-A.-Banks-Blowout-Deals-from-15-free-shipping/2170331.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cd3ycmiba6tjkmcmokil",2018-01-03T05:57:32-05:00,free shipping,"Jos. A. Bank discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092772,2170331"">men's apparel and coats</a>, with prices starting from <b>$15</b> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092739,2170331"">Blowout Deals</a>. (Prices are as marked.) Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092742,2170331"">join</a>.) Discounted items include suits, polos, sportcoats, and outerwear. Deal ends January 3. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092745,2170331"">Jos. A. Bank Men's 1905 Collection Tailored Fit Sportcoat</a> for <b>$59</b> ($339 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170331"">Jos. A. Bank Men's Tropical Blend Slim Fit 2-Button Suit with Flat Front Pants</a> for <b>$79</b> (pictured, $419 off)
 </li>
</ul>",CLOTHING & ACCESSORIES,Jos. A. Banks Blowout Deals,2170331
