picture_url,editors_choice,time_published,title,shipping,time_modified,price,hotness,uuid,url,description,category
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz",,2018-01-07T00:01:00-05:00,Wells Fargo Cash Wise Visa® Card,,,$200 Cash Rewards Bonus,,2173274,"https://www.dealnews.com/lw/click.html?20,2,2173274","At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173274"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099093,2173274"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axodzqyllcyfbwjvfijo",,,Bedsure Printed Quilt Coverlet Sets,free shipping,2018-01-06T22:30:02-05:00,from $16,3,2173100,https://www.dealnews.com/Bedsure-Printed-Quilt-Coverlet-Sets-from-16-free-shipping/2173100.html,"Amazon discounts a selection of Bedsure Printed Quilt Coverlet Sets in several colors (Blue Aqua #9 pictured) via coupon code ""ZP6JQOHP"", as listed below. Plus, these items qualify for <strong>free shipping</strong>. Deal ends January 7. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173100"">Twin</a> for <strong>$16.19</strong> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098925,2173100"">Full/Queen</a> for <strong>$19.79</strong> ($13 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098928,2173100"">King</a> for <strong>$23.99</strong> ($16 off)
 </li>
</ul>",BEDDING
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv3zgo4anugb73lpicie",,,Ann Taylor Sale,free shipping w/ $125,2018-01-06T22:12:21-05:00,50% off select styles,3,2173070,https://www.dealnews.com/Ann-Taylor-Sale-50-off-select-styles-free-shipping-w-125/2173070.html,"Ann Taylor takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173070"">select styles</a> via coupon code ""REFRESH"". Shipping adds a flat <strong>$8.95</strong>, but orders of $125 or more bag free shipping. (In-store pickup may also be available.) Some exclusions may apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s756/Ann-Taylor/"">Ann Taylor Coupons</a>.</p>",CLOTHING & ACCESSORIES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xvkhncapevu9iujgb2ji",,,"Emilie Autumn ""Wayward Victorian Girls"" eBook",,2018-01-06T21:49:42-05:00,free,4,2173091,https://www.dealnews.com/Emilie-Autumn-Wayward-Victorian-Girls-eBook-for-free/2173091.html,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173091"">Emilie Autumn's <i>The Asylum for Wayward Victorian Girls</i> Kindle eBook</a> for <strong>free</strong>. That's $7 off list and the lowest price we could find. It includes interactive elements such as audio tracks and hidden links.",EBOOKS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vxhm6fintdpoernn8af8",,,"Dell XPS Kaby Lake i5 Dual 13"" Laptop",free shipping,2018-01-06T22:19:00-05:00,$900,1,2173085,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-Laptop-for-900-free-shipping/2173085.html,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173085"">Dell XPS 13 Intel Kaby Lake Core i5 2.5GHz 13.3"" Laptop</a> for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $200 off and the lowest price we could find. Features include:
<ul>
 <li>Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) LCD display
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",LAPTOPS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dmwkcwue8iehvas2iryu",,,Cuphead for PC,,2018-01-06T22:28:08-05:00,$12,3,2173079,https://www.dealnews.com/Cuphead-for-PC-for-12/2173079.html,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173079"">Cuphead for Windows</a> for <strong>$12.19</strong>. That's a buck under our mention from three weeks ago and the lowest price we've seen. (It also beats its recent Steam sale price by $5; it's the best deal now by $7.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098904,2173079"">Click here</a> to see a short clip of its astonishing animation style.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098907,2173079"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.",PC GAMES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vztjcbhxb5qajgakppli",True,,Dynacraft Marvel Avengers 12-volt 4x4 Ride-On,free shipping,2018-01-06T21:13:52-05:00,$159,3,2173073,https://www.dealnews.com/Dynacraft-Marvel-Avengers-12-volt-4-x4-Ride-On-for-159-free-shipping/2173073.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173073"">Dynacraft Marvel Avengers 12-volt 4x4 Ride-On</a> for <strong>$159</strong> with <strong>free shipping</strong>. That's $141 off and the lowest price we could find. It features a maximum speed of 5mph and adjustable seat belts.",TOYS & HOBBIES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzawpaoqd5a3ule0nsxh",,,Pier 1 Imports Sale and Clearance,free shipping w/ $49,2018-01-06T21:30:10-05:00,Up to 75% off,5,2173067,https://www.dealnews.com/Pier-1-Imports-Sale-and-Clearance-Up-to-75-off-free-shipping-w-49/2173067.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173067"">Pier 1 Imports</a> takes <strong>up to 75% off</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098889,2173067"">One Big Sale and Clearance</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> where available to avoid shipping fees (which start at $5), or get free shipping on orders of $49 or more via coupon ""FREESHIP49"". Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1402/Pier-1-Imports/"">Pier 1 Imports Coupons</a>.</p>",HOME & GARDEN
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyhoxg6jwrerrkmdjh6i",,,Punk Royal Men's Printed Short-Sleeve Hoodie,free s&h w/beauty item,2018-01-06T22:10:59-05:00,$21,2,2173061,https://www.dealnews.com/Punk-Royal-Mens-Printed-Short-Sleeve-Hoodie-for-21-free-s-h-w-beauty-item/2173061.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173061"">Punk Royal Men's Printed Short-Sleeve Hoodie</a> in Black for $25.99. Coupon code ""WKND"" cuts the price to <strong>$20.79</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098886,2173061"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $23 off list and the lowest price we could find. It's available in sizes M to XXL. Deal ends January 7.",SWEATSHIRTS & HOODIES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsgi4aisak6msmwuegjm",,,Calvin Klein Men's Slim-Fit Stretch Blazer,free s&h w/beauty item,2018-01-06T22:27:26-05:00,$67,3,2173049,https://www.dealnews.com/Calvin-Klein-Mens-Slim-Fit-Stretch-Blazer-for-67-free-s-h-w-beauty-item/2173049.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173049"">Calvin Klein Men's Slim-Fit Stretch Textured Blazer</a> in Cadet Navy for <strong>$66.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098883,2173049"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $131 off list and the lowest price we could find. It's available in sizes M to XXL.",COATS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,2018-01-04T14:27:34-05:00,Chase Sapphire Preferred® Card,,,"50,000 bonus points",,2171954,"https://www.dealnews.com/lw/click.html?20,2,2171954","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gnvycnl0tcm2yyt4eku9",,,National Tree Company Light Set Storage Bag,free s&h w/beauty item,2018-01-06T22:26:29-05:00,$21,3,2173037,https://www.dealnews.com/National-Tree-Company-Light-Set-Storage-Bag-for-21-free-s-h-w-beauty-item/2173037.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173037"">National Tree Company Light Set Storage Bag Organizer</a> in Red/ Black for $25.20. Coupon code ""WKND"" cuts the price to <strong>$21.42</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098880,2173037"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $9. It features three removable section walls to provide four separate compartments. Deal ends January 7.",HOME & GARDEN
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikc2ieflmowjy25ld9wb",,,Gold's Gym Silicone Fitness Ring 2-Pack,pickup at Walmart,2018-01-06T21:48:25-05:00,$5,4,2173055,https://www.dealnews.com/Golds-Gym-Silicone-Fitness-Ring-2-Pack-for-5-pickup-at-Walmart/2173055.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173055"">Gold's Gym Silicone Fitness Ring 2-Pack</a> for $9.98. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee and cut the price to <strong>$4.83</strong>. That's $5 under the lowest price we could find for a similar 2-pack. They have a lightweight design, are made of soft silicone material, and are suitable for any workout.",EXERCISE EQUIPMENT
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gtotjpelnwyghdqxnk55",,,Merge Hologram Cube,pickup at Walmart,2018-01-06T22:26:02-05:00,$9,3,2173064,https://www.dealnews.com/Merge-Hologram-Cube-for-9-pickup-at-Walmart/2173064.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173064"">Merge Hologram Cube</a> for $14.97. Opt for in-store <strong>pickup</strong> to drop it to <strong>$9</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $6. It lets you play your favorite games with virtual reality goggles.",TOYS & HOBBIES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ryqwpapbgzf1kggu9jei",True,,Tommy Hilfiger Charles Messenger Bag,$4 shipping,2018-01-06T21:46:16-05:00,$28,4,2173040,https://www.dealnews.com/Tommy-Hilfiger-Charles-Messenger-Bag-for-28-4-s-h/2173040.html,"6pm offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173040"">Tommy Hilfiger Charles Messenger Bag</a> in Natural for <strong>$27.99</strong> plus <strong>$3.95</strong> for shipping. That's the lowest price we could find by $106. It features an interior zippered pocket.",LUGGAGE & TRAVEL GEAR
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ji9gxwendt5utlfl2pya",,,G.H. Bass & Co. Men's Dixon Leather Duck Boot,free shipping,2018-01-06T22:24:31-05:00,$40,3,2173031,https://www.dealnews.com/G.H.-Bass-Co.-Mens-Dixon-Leather-Duck-Boot-for-40-free-shipping/2173031.html,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173031"">G.H. Bass &amp; Co. Men's Dixon Genuine Leather Lace-up Duck Boot</a> in Dark Tan/Brown for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $35. They're available in sizes from 7 to 13.",SHOES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bl1galled4thxcbbli5q",True,,Elle 1-Year Subscription,,2018-01-06T21:46:03-05:00,12 issues for free,3,2173034,https://www.dealnews.com/Elle-1-Year-Subscription-12-issues-for-free/2173034.html,"Mercury Magazines offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173034"">Elle 1-Year Subscription</a> (12 issues) for <strong>free</strong>. That's tied with our October mention and the lowest price we could find by $5.",MAGAZINES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/httfdmfbac0nriebvssr",,,Joseph Joseph Wash & Drain Wash Basin,free shipping w/ Prime,2018-01-06T21:27:55-05:00,$18,5,2172902,https://www.dealnews.com/Joseph-Joseph-Wash-Drain-Wash-Basin-for-18-free-shipping-w-Prime/2172902.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172902"">Joseph Joseph Wash &amp; Drain Wash Basin</a> in White for <strong>$17.99</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4. It features an integrated plug and strainer and 2.35-gallon capacity.",KITCHEN
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",,2018-01-05T08:57:39-05:00,Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price,,,,,2172479,https://www.dealnews.com/features/morning-jolt/,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",MORNING JOLT
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y",,2018-01-04T08:00:01-05:00,"Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",,,,,2168330,https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.",CONSUMER NEWS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbwame7pifyb2ma4ptgm",,,Chase Hyatt Credit Card,,2018-01-04T14:47:58-05:00,"40,000 bonus points",,2171978,"https://www.dealnews.com/lw/click.html?20,2,2171978","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171978"">Chase Hyatt Credit Card</a> and earn <strong>40,000 bonus points</strong> after you spend ""https://click.linksynergy.com/fs-bin/click?id=NKa3hZyYoHA&offerid=556944.10002904&type=3&subid=0"" partno="""" vendor=""1642"" image_link=""0"" mfg=""0"" category=""522"" price="""" rel="""" landing_url=""https://creditcards.chase.com/lp/hyatt/naep40k/?CELL=6H8X&AFFID=NKa3hZyYoHA-DN93Xbht5lVwxtlSt2eZkw&pvid=&jp_cmp=cc/556944/aff/3-10002904/na"" magic_url_info=""Linkshare (Default) - 113401"">$2,000 or more on purchases in the first three months from account opening. (Free nights start at just 5,000 points.) Plus <strong>1 free night</strong> each year after your cardmember anniversary at any Category 1-4 hotel or resort. Also, receive <strong>5,000 Bonus Points</strong> after you add the first authorized user and make a purchase within 3 months of opening your account. This product is available if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Also, earn <strong>3 Bonus Points</strong> per $1 spent at all Hyatt hotels or resorts, <strong>2 Bonus Points</strong> per $1 spent at restaurants, on airline tickets purchased directly from the airline, and at car rental agencies, and <strong>1 Bonus Point</strong> per $1 spent on all other purchases made with your card. (Points don't expire as long as your Hyatt Credit Card account is open.) A $75 annual fee applies. Finally, there's no foreign transaction fees on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096888,2171978"">click here</a>. This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",,2018-01-03T08:00:01-05:00,8 Smart Ways to Save on Exercise Equipment,,,,,2167652,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",BUYING GUIDES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",,2018-01-01T08:00:01-05:00,8 Things to Buy in January (and 3 Things to Wait On),,,,,2165831,https://www.dealnews.com/features/what-to-buy-in-january/,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",WHAT TO BUY IN JANUARY
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nonoj6uneng7s7worenq",,2018-01-06T12:28:21-05:00,SiriusXM 6-Month Subscriptions,,,$30,,2173250,https://www.dealnews.com/Sirius-XM-6-Month-Subscriptions-for-30/2173250.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173250"">SiriusXM</a> offers your choice of a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099060,2173250"">SiriusXM 6-Month Select Package</a> or a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099063,2173250"">SiriusXM 6-Month Streaming Package</a> for <strong>$30</strong>. You'll need to cancel before the six months is over unless you want to renew at $15.99/month.",MUSIC
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm",,2018-01-06T12:18:57-05:00,Bank of America® Travel Rewards Credit Card,,,"20,000 bonus points offer",,2173238,"https://www.dealnews.com/lw/click.html?20,2,2173238","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173238"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire. Finally, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for purchases, then <strong>16.24% - 24.24% variable APR</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS
