picture_url,description,time_published,category,uuid,url,hotness,price,editors_choice,shipping,title,time_modified
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zd14u9a1jpnvdy27qoih","Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090270,2169356"">Bioworld Men's Onesies and Pajama Sets</a>, with prices starting form <b>$11.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090261,2169356"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090264,2169356"">Bioworld Men's Glow-In-The-Dark Skeleton Onesie Costume</a> for <b>$15.93</b> ($24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169356"">Bioworld Men's Shark Onesie Costume</a> for <strong>$15.99</strong> (pictured, $24 off)
 </li>
</ul>",2018-01-01T05:36:04-05:00,SLEEP & LOUNGE,2169356,https://www.dealnews.com/Bioworld-Mens-Onesies-and-Pajama-Sets-from-12-free-s-h-w-beauty-item/2169356.html,4,from $12,,free s&h w/beauty item,Bioworld Men's Onesies and Pajama Sets,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mlrjyghkkzlznursscsl","As one of its daily deals, Woot takes <strong>54% to 73% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090267,2169350"">Saucony men's and women's running shoes</a>. Shipping adds <strong>$5</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169350"">Saucony Men's Hurricane ISO 2 Running Shoes</a> for <strong>$42.99</strong> (pictured, low by $17)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090255,2169350"">Saucony Men's Breakthru 3 Running Shoes</a> for <strong>$44.99</strong> (low by $20)
 </li>
</ul>",2018-01-01T05:34:58-05:00,SHOES,2169350,https://www.dealnews.com/Saucony-Running-Shoes-at-Woot-54-to-73-off-from-40-5-s-h/2169350.html,4,"54% to 73% off, from $40",,$5 shipping,Saucony Running Shoes at Woot,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oejyenqlkxbc0cetuayl","As one of its daily deals, Meh offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169353"">ALC Connect Plus Complete Home/Business Security</a> for <strong>$115</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $120. It includes a 1080p WiFi pan/tilt camera, control hub, two door/window sensors, two remote controls, two power switches, and a motion detector. Deal ends today.",2018-01-01T05:26:23-05:00,HOME SECURITY,2169353,https://www.dealnews.com/ALC-Connect-Plus-Home-Business-Security-for-115-5-s-h/2169353.html,3,$115,True,$5 shipping,ALC Connect Plus Home/Business Security,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/osqg7jutb5maz4ep5rxd","As one of its daily deals, A4C offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169347"">Insignia Flex 11.6"" 32GB WiFi Tablet with Keyboard</a> for <strong>$64.95</strong> with <strong>free shipping</strong>. That's $129 under the best we could find for a new one. It features an Intel Atom x5 Z8300 quad-core processor, 11.6"" 1280x800 touchscreen, 32GB storage, front- and rear-facing cameras, 802.11n wireless, Bluetooth 4.0, micro USB, and Windows 10. Deal ends today.<br>
<br>
Note: It may contain heavy signs of use including scratches and dents and includes the A4C 30-day ""just because"" return policy.",2018-01-01T05:05:22-05:00,TABLETS,2169347,https://www.dealnews.com/Used-Insignia-12-32-GB-Tablet-w-Keyboard-for-65-free-shipping/2169347.html,4,$65,True,free shipping,"Used Insignia 12"" 32GB Tablet w/ Keyboard",
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ssl1s3dsqluhpblrxgb5","As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169341"">Vidpro Mini LED Video Light Kit</a> for <strong>$15.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9. It features IP65 water resistance, daylight balanced output, 4-step dimming, integrated lithium-ion battery, two 1/4""-20 threaded mounting holes, and a cold shoe mounting foot. Deal ends today.",2018-01-01T05:04:41-05:00,CAMERA ACCESSORIES,2169341,https://www.dealnews.com/Vidpro-Mini-LED-Video-Light-Kit-for-16-free-shipping/2169341.html,3,$16,True,free shipping,Vidpro Mini LED Video Light Kit,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qed6m68frhbhy5cl3phy","As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169344"">Agloves Unisex Polar Sport Gloves</a> for <strong>$12.99</strong> with <strong>free shipping</strong>. That's $2 under last month's mention and the lowest price we've seen. (It's the best today by $7.) These fleece-lined gloves feature touchscreen functionality for all 10 fingers and are available in sizes S to XL. Deal ends today.",2018-01-01T05:04:22-05:00,ACCESSORIES,2169344,https://www.dealnews.com/Agloves-Unisex-Polar-Sport-Gloves-for-13-free-shipping/2169344.html,4,$13,True,free shipping,Agloves Unisex Polar Sport Gloves,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uur0is5wjivbgmpa7uz9","Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169338"">John Wick 4K on Blu-ray / DVD / Digital HD</a> for <b>$10</b> with <b>free shipping</b>. That's $4 under last March's mention and the lowest price we could find by $4.",2018-01-01T03:20:28-05:00,BLU-RAY DISC MOVIES,2169338,https://www.dealnews.com/John-Wick-4-K-on-Blu-ray-DVD-Digital-HD-for-10-free-shipping-w-Prime/2169338.html,3,$10,,free shipping w/ Prime,John Wick 4K on Blu-ray / DVD / Digital HD,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vgtyd9rqw5tuuesvhlhe","Proxelle via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169335"">Proxelle Flat Panel TV Mount for 32"" to 70"" TVs</a> for $45.99. Coupon code ""67JJC5GA"" cuts the price to <strong>$32.19</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $7. It features a 110-lb. capacity, -3° to 12° tilt, and 180° swivel. Deal ends January 14.",2018-01-01T02:11:48-05:00,TV WALL MOUNTS,2169335,https://www.dealnews.com/Proxelle-Flat-Panel-32-to-70-TV-Mount-for-32-free-shipping/2169335.html,3,$32,,free shipping,"Proxelle Flat Panel 32"" to 70"" TV Mount",
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w9cj9uef0oq68b6f47zv","Vatos Toys via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169332"">Vatos Remote Control Car</a> for $49.99. Coupon code ""F2JE5N9O"" cuts it to <strong>$24.99</strong>. With <strong>free shipping</strong>, that's a $2 drop from two weeks ago and the lowest price we could find. It features a 164-foot range, 9 mph top speed, 15 minute playing time on full charge, and 180-minute charge time. Deal ends January 10.",2018-01-01T01:58:08-05:00,TOYS & HOBBIES,2169332,https://www.dealnews.com/Vatos-Remote-Control-Car-for-25-free-shipping/2169332.html,3,$25,,free shipping,Vatos Remote Control Car,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>",2017-12-28T12:11:32-05:00,CREDIT CARDS,2167586,"https://www.dealnews.com/lw/click.html?20,2,2167586",,"50,000 bonus points",,,Chase Sapphire Preferred® Card,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bocy5xkpwxtb74e3w62t","For its Balance Reward members, Walgreens offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169329"">Crest toothpaste</a> from $2.99. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090249,2169329"">join</a>.) Clip the $2 off coupon to drop starting prices to <strong>99 cents</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $2 under what you'd pay at other retail stores. Deal ends January 27.",2018-01-01T01:40:14-05:00,TOOTHPASTE,2169329,https://www.dealnews.com/Crest-Toothpaste-at-Walgreens-from-1-pickup/2169329.html,4,from $1,True,pickup,Crest Toothpaste at Walgreens,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ti7nirc5uaf0gfxozooj","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169323"">Dillard's</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090243,2169323"">permanently-reduced items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090246,2169323"">New Year's Day Clearance Event</a>. (Prices are as marked.) That's tied with our Black Friday week mention as the best extra percent-off discount we've seen from Dillard's. Shipping starts at <strong>$8.50</strong>. Choose from items such as apparel, lingerie, handbags, shoes, and home goods.",2018-01-01T01:20:16-05:00,CLOTHING & ACCESSORIES,2169323,https://www.dealnews.com/Dillards-Permanently-Reduced-Items-Extra-50-off/2169323.html,5,Extra 50% off,True,,Dillard's Permanently-Reduced Items,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wckv8djgqj4t9zmunlon","Nordstrom Rack offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169326"">Steve Madden Solid Classic Sport Backpack</a> in Olive for <strong>$15.75</strong> plus <strong>$7.95</strong> for shipping. That's the lowest price we could find by $16. It measures 17"" x 11"" x 5"" and features dual, adjustable padded shoulder straps, front zip storage pocket, front zip around pocket, top zip stash pocket, and earphone cord eyelet.",2018-01-01T01:15:37-05:00,BACKPACKS,2169326,https://www.dealnews.com/Steve-Madden-Solid-Classic-Sport-Backpack-for-16-8-s-h/2169326.html,3,$16,,$8 shipping,Steve Madden Solid Classic Sport Backpack,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/waf8im2uodz5qalddamk","Today only, Firestone Auto Care offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169320"">Lifetime Wheel Alignment</a> for <strong>$119.99</strong> via this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090240,2169320"">printable coupon</a>. That's tied with last year's mention, $70 off, and the best deal we've seen for this service. This entitles you to a standard alignment service, as well as free wheel alignments for as long as you own your vehicle.",2018-01-01T00:55:40-05:00,AUTOMOTIVE,2169320,https://www.dealnews.com/Firestone-Lifetime-Wheel-Alignment-for-120/2169320.html,5,$120,True,,Firestone Lifetime Wheel Alignment,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ms1lv1yrwkmutbr5vkop","Something Strong via Flagship offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169317"">Something Strong backpacks, messenger bags, duffel bags, and laptop bags</a> for $89.99. Better yet, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090237,2169317"">add two</a> to your cart and apply coupon code ""BAGS"" to cut the price to <strong>$50</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for any Something Strong bag by at least $30. Deal ends January 2.<br>
<br>
Note: This coupon applies to bags priced at $99 but drops the final price for two to $99.",2018-01-01T00:46:38-05:00,BACKPACKS,2169317,https://www.dealnews.com/2-Something-Strong-Bags-for-50-free-shipping/2169317.html,4,$50,True,free shipping,2 Something Strong Bags,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kfqxjlw6hdejw18xtmwm","Macy's takes <strong>50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090195,2169188"">Philosophy Gift Sets</a>, with prices starting from <strong>$12.50</strong>. Plus, all orders receive <strong>free shipping</strong>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169188"">Philosophy 4-Piece Fresh Cream Gift Set</a> for <strong>$16</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090183,2169188"">Philosophy 3-Piece Let Every Adventure Uplift You Gift Set</a> for <strong>$30</strong> (low by $24)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090192,2169188"">Nordstrom</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090189,2169188"">Bon-Ton</a> are also taking 50% off select Philosophy sets, including some sets not available at Macy's. Nordstrom has free shipping and Bon-Ton offers free shipping via coupon code ""BEAUTY"".",2018-01-01T00:27:29-05:00,PERSONAL CARE,2169188,https://www.dealnews.com/Philosophy-Gift-Sets-at-Macys-50-off-free-shipping/2169188.html,4,50% off,,free shipping,Philosophy Gift Sets at Macy's,
