url,description,picture_url,hotness,shipping,time_published,title,price,category,editors_choice,uuid,time_modified
https://www.dealnews.com/Refurb-Dell-Power-Edge-Servers-50-off-3-000-free-shipping/2172524.html,"Dell Refurbished Store takes <strong>50% off</strong> any refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172524"">Dell PowerEdge Server</a> priced <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097770,2172524"">$3,000 or more</a> via coupon code ""POWER50DEAL"". (It only applies to single items; orders totalling $3,000 or more don't qualify.) Plus, it bags <strong>free shipping</strong> on all qualifying orders. Deal ends January 11.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wgblf2hmxj6enz5qoyar",1,free shipping,2018-01-05T10:30:34-05:00,Refurb Dell PowerEdge Servers,"50% off $3,000",SERVERS,,2172524,
https://www.dealnews.com/Cosco-Lift-Stroll-Travel-System-for-80-free-shipping/2172512.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172512"">Cosco Lift &amp; Stroll Travel System</a> in Zury for <strong>$80.02</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It features a 50-lb. weight capacity, infinite recline, 3-point safety harness, adjustable canopy, and two cup holders.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfyhw0lh8sbrq3xvyh0w",2,free shipping,2018-01-05T10:16:12-05:00,Cosco Lift & Stroll Travel System,$80,BABIES & KIDS ITEMS,,2172512,
https://www.dealnews.com/Langria-Single-Rail-Rolling-Garment-Rack-for-26-free-shipping/2172515.html,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172515"">Langria Single-Rail Heavy-Duty Rolling Garment Rack</a> in Chrome for $45.99. Coupon code ""4SCD8TIO"" drops that to <b>$25.75</b>. With <b>free shipping</b>, that's $20 off and the lowest price we could find. This steel rack expands vertically from 65.7"" to 70.9"" and horizontally from 50.8"" to 74.4"". It features four omnidirectional wheels (two with locking brakes) and a 200-lb. weight capacity.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097692,2172515"">Langria Double-Rail Heavy-Duty Rolling Garment Rack</a> in Chrome for <b>$32.47</b> with <b>free shipping</b> via the above coupon. That's $20 under our July mention and the best deal today by $8. It expands vertically from 50.8"" to 74.4"" and horizontally from 58.3"" to 67.7"". This steel rack features two side rails, four omnidirectional wheels (two with locking brakes), and a 250-lb. weight capacity. Both deals end January 12.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lovbaramqterm18cgj7l",3,free shipping,2018-01-05T10:15:51-05:00,Langria Single-Rail Rolling Garment Rack,$26,LAUNDRY SUPPLIES,,2172515,
https://www.dealnews.com/Style-Co.-Womens-Jacquard-Sweater-Dress-for-21-free-s-h-w-beauty-item/2172497.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172497"">Style &amp; Co. Women's Jacquard Sweater Dress</a> in Hammock or Black Heather for <b>$20.83</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097578,2172497"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $49 off list and the lowest price we could find. It's available in select sizes from M to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqkpozsilpjy9rrla7kk",3,free s&h w/beauty item,2018-01-05T10:08:58-05:00,Style & Co. Women's Jacquard Sweater Dress,$21,DRESSES,,2172497,
https://www.dealnews.com/Langria-Anti-Slip-Bath-Mat-for-13-free-shipping-w-Prime/2172509.html,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172509"">Langria Anti-Slip Bath Mat</a> in several colors (Beige pictured) for $19.99. Coupon code ""C2X2FEIP"" drops it to <b>$12.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $7 off list and the lowest price we could find. This chenille bath mat measures 20"" x 32"". Deal ends January 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jf6pucl2narnv1pwvkq7",4,free shipping w/ Prime,2018-01-05T10:08:28-05:00,Langria Anti-Slip Bath Mat,$13,BED & BATH,,2172509,
https://www.dealnews.com/Onitsuka-Tiger-by-ASICS-Mens-GSM-Sneakers-for-38-free-shipping/2172503.html,"Ruze Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172503"">Onitsuka Tiger by ASICS Men's GSM Leather Sneakers</a> in White for <b>$37.99</b> with <b>free shipping</b>. That's the lowest price we could find by $47. They're available in sizes 7.5 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdlizwad9qqmfcf8l4yw",3,free shipping,,Onitsuka Tiger by ASICS Men's GSM Sneakers,$38,SHOES,,2172503,2018-01-05T10:08:09-05:00
https://www.dealnews.com/Cuisinart-Supreme-Grind-Automatic-Mill-for-35-free-shipping/2172488.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172488"">Cuisinart Supreme Grind Automatic Burr Mill</a> for <b>$35.49</b> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097548,2172488"">Target via eBay</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097551,2172488"">Amazon</a> have it for the same.) That's the lowest price we've seen for a new unit and the best deal today by $14. (We saw a refurb for $9 less in October.) It features an 18-position grind selector and a removable grind chamber for up to 32 cups of coffee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mfzfva4hehwhonwtwzkt",4,free shipping,2018-01-05T10:00:23-05:00,Cuisinart Supreme Grind Automatic Mill,$35,SMALL APPLIANCES,,2172488,
https://www.dealnews.com/Auto-Vox-300-PSI-Tire-Inflator-for-15-free-shipping-w-Prime/2172500.html,"I-Max via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172500"">Auto-Vox 300-PSI Tire Inflator</a> for $18.88. Coupon code ""TNFKAHUB"" drops it to <b>$15.10</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our November mention and the lowest price we could find by $6. It includes a 10-foot power cord and three adapters. Deal ends January 20.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z77ywjjbjnbiaqddafx2",4,free shipping w/ Prime,2018-01-05T09:55:17-05:00,Auto-Vox 300-PSI Tire Inflator,$15,AUTOMOTIVE,,2172500,
https://www.dealnews.com/Pido-Car-Backseat-Organizer-w-Tablet-Holder-for-9-free-shipping-w-Prime/2172506.html,"Pido Products via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172506"">Pido Car Backseat Organizer with Tablet Holder</a> for $14.99. Coupon code ""DF52Q7SW"" cuts that to <strong>$8.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find. It features a tablet pocket with touchscreen window, three mesh pockets, neoprene insulated thermal pocket, large padded pocket, and adjustable seat and headrest straps. Deal ends January 20.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nil9vn7rmubfutbhdzig",3,free shipping w/ Prime,2018-01-05T09:50:46-05:00,Pido Car Backseat Organizer w/ Tablet Holder,$9,AUTOMOTIVE,,2172506,
"https://www.dealnews.com/lw/click.html?20,2,2171945","At Chase, open a new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171945"">Chase Total Checking account</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096801,2171945"">direct deposit</a>, as well as a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096804,2171945"">Chase Savings account</a> and receive a <strong>$350 bonus</strong>. (The savings account requires you deposit a total of $10,000 or more within 10 days and maintain that balance for 90 days.) Finally, the Annual Percentage Yield (APY) effective as of 9/18/2017, is 0.01% for all balances in all states. (Interest rates are variable and subject to change.) Deal ends January 18.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with many of the credit card issuers and banks mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards or accounts. This compensation has no impact or influence on where or how the cards or accounts appear on dealnews.com. DealNews does not include all card companies, banks  or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/torxlco2z0vsnzqslvlf",,,,Chase Total Checking and Savings,$350 bonus w/ new account,FINANCIAL SERVICES,,2171945,2018-01-04T14:25:59-05:00
https://www.dealnews.com/Firefly-Series-15-th-Ann.-Ed.-on-Blu-ray-for-17-free-shipping-w-Prime/2172473.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172473"">Firefly Complete Series: 15th Anniversary Edition on Blu-ray</a> for <b>$16.81</b> with <strong>free shipping</strong>. That's tied with last month's mention and the lowest price we could find today by $3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ler3k6offwqblwmizexx",3,free shipping w/ Prime,2018-01-05T09:36:13-05:00,Firefly Series: 15th Ann. Ed. on Blu-ray,$17,BLU-RAY DISC MOVIES,,2172473,
https://www.dealnews.com/Columbia-Mens-Mountainside-Full-Zip-Vest-for-40-free-shipping/2172470.html,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172470"">Columbia Men's Mountainside Full Zip Vest</a> in Navy or Graphite for $49.98. Coupon code ""COLNEWYEAR60"" drops that to <strong>$39.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097494,2172470"">sign up</a>.) That's tied with our mention from last week as the lowest price we've seen. (It's the best deal now by $40.) It's available in sizes S to XXL. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jiwrmc1nfdcpvfj3erri",3,free shipping,2018-01-05T09:35:35-05:00,Columbia Men's Mountainside Full Zip Vest,$40,COATS,,2172470,
https://www.dealnews.com/Mountain-Hardwear-Mens-Radian-Hooded-Jacket-for-99-12-s-h/2172491.html,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172491"">Mountain Hardwear Men's Radian Hooded Jacket</a> in Thunderhead Grey or Hardwear Navy for <strong>$99</strong> plus <strong>$11.95</strong> for shipping. That's the lowest price we could find by $78. It's available in select sizes from S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eurp0ib4pdfchr6kofhe",3,$12 shipping,2018-01-05T09:31:39-05:00,Mountain Hardwear Men's Radian Hooded Jacket,$99,COATS,,2172491,
https://www.dealnews.com/Abercrombie-Fitch-Winter-Clearance-Sale-Up-to-50-off-30-off-free-shipping-w-75/2172494.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097572,2172494"">Abercrombie &amp; Fitch</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172494"">men's and women's clearance styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097575,2172494"">Winter Clearance Sale</a>. (Prices are as marked.) Plus, take an <b>extra 30% off</b> via coupon code ""11260"". Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2012/Abercrombie-Fitch/"">Abercrombie &amp; Fitch Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fkncz5epkl1qjd1cm1e2",4,free shipping w/ $75,2018-01-05T09:27:31-05:00,Abercrombie & Fitch Winter Clearance Sale,Up to 50% off + 30% off,CLOTHING & ACCESSORIES,,2172494,
https://www.dealnews.com/Oneida-Cella-62-Piece-Casual-Flatware-Set-for-55-free-shipping/2172476.html,"GoodGrabs via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172476"">Oneida Cella 62-Piece Casual Flatware Set</a> for <strong>$54.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $95, outside of the mention below. It includes 12 dinner forks, salad forks, dinner spoons, teaspoons, and dinner knives, as well as a 2-piece serving set.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097506,2172476"">Finest Flatware via eBay</a> has it for $59.99 with free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gmowrd2nfektfnhh6igf",3,free shipping,2018-01-05T09:21:37-05:00,Oneida Cella 62-Piece Casual Flatware Set,$55,CUTLERY & FLATWARE,,2172476,
https://www.dealnews.com/Samsonite-SCure-28-Spinner-Luggage-for-130-free-shipping/2172482.html,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172482"">Samsonite S'Cure 28"" Zipperless Spinner Luggage</a> in Black for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $269. It features Flowlite polypropylene construction, four multi-directional spinner wheels, a retractable handle, full-zip divider pad, and 3-point locking system with TSA lock. Deal ends January 29.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mxwbl3hqqscqnopvvyii",3,free shipping,2018-01-05T09:17:46-05:00,"Samsonite S'Cure 28"" Spinner Luggage",$130,LUGGAGE & TRAVEL GEAR,,2172482,
https://www.dealnews.com/Groupon-Savings-to-Rave-About-Sale-free-shipping-w-35/2172485.html,"Groupon discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097545,2172485"">more than 50,000 items and local deals</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172485"">Savings to Rave About Sale</a>. Shipping adds <b>$3.99</b> on goods, or get free shipping on orders of $34.99 or more. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",3,,2018-01-05T09:15:28-05:00,Groupon Savings to Rave About Sale,,GROUPON COUPONS,,2172485,
