uuid,editors_choice,description,time_modified,shipping,url,hotness,picture_url,price,title,time_published,category
2171372,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171372"">Scanpan 10.25"" 60th Anniversary Fry Pan</a> in Black for <strong>$29.99</strong> with <strong>free shipping</strong>. That's $4 under our June mention and the lowest price we could find by $8. It features a waffle-textured cooking surface and ceramic titanium coating.<br>
<br>
Note: It ships in one to two months.",,free shipping,https://www.dealnews.com/Scanpan-10-60-th-Anniversary-Fry-Pan-for-30-free-shipping/2171372.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/va9s9v6ogei0mgj6czuy",$30,"Scanpan 10"" 60th Anniversary Fry Pan",2018-01-04T00:41:06-05:00,KITCHEN
2171288,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171288"">Outdoor Research Men's Emmons Balaclava</a> in Black for <b>$19.73</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $20 off list and the lowest price we could find. It's available in one size fits most.",,pickup at REI,https://www.dealnews.com/Outdoor-Research-Mens-Emmons-Balaclava-for-20-pickup-at-REI/2171288.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jxwps2y7rjbwusg6uqly",$20,Outdoor Research Men's Emmons Balaclava,2018-01-04T00:30:19-05:00,ACCESSORIES
2171369,,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171369"">Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095463,2171369"">Xbox One</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. (GameStop charges the same via pickup for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095457,2171369"">PS4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095460,2171369"">Xbox One</a>.) That's the lowest price we could find by $9. It includes the Ultimate Ninja Storm 4 game, season pass content, Boruto expansion pack, and bonus DLC.",,free shipping w/ Prime,https://www.dealnews.com/Naruto-Road-to-Boruto-for-PS4-Xbox-One-for-20-free-shipping-w-Prime/2171369.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gomqjqenesr2bqotikrn",$20,Naruto: Road to Boruto for PS4 / Xbox One,2018-01-04T00:22:47-05:00,GAMES
2170664,,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170664"">Pisen 4-Port Portable USB Wall Charger</a> in Black for $9.99. Coupon code ""ADDKH5OW"" cuts the price to <strong>$6.99</strong>. With <strong>free shipping</strong> for Prime members, that's $1 less than last month's mention, $3 off list, and the lowest price we could find. It features a 100- to 240-volt input. Deal ends January 14.",,free shipping w/ Prime,https://www.dealnews.com/Pisen-4-Port-Portable-USB-Wall-Charger-for-7-free-shipping-w-Prime/2170664.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qigmzxyfbdamddesdztt",$7,Pisen 4-Port Portable USB Wall Charger,2018-01-04T00:01:00-05:00,CELL PHONE CHARGERS
2171366,,"Sears offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171366"">Craftsman Extreme Grip 10"" Adjustable Wrench</a> for <b>$15.99</b>. Plus, Shop Your Way Rewards members will bag around <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095451,2171366"">$8 in SYWR Points</a>. (The points will be valid for 14 days. Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095454,2171366"">join</a> .) Opt for in-store <strong>pickup</strong> to avoid the $4.49 shipping charge. After credit, that's tied with last year's mention and the lowest price we could find by $17. It features adjustable jaws that open up to 1"".",,pickup at Sears,https://www.dealnews.com/Craftsman-10-Adjustable-Wrench-8-Sears-GC-for-16-pickup-at-Sears/2171366.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d7ijgsi8mlqpuf9bzhhl",$16,"Craftsman 10"" Adjustable Wrench, $8 Sears GC",2018-01-04T00:00:24-05:00,HAND TOOLS
2171363,,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171363"">Crest Baking Soda and Peroxide Whitening with Tartar Protection Fresh Mint 4.6-oz. Toothpaste</a> for $2.99. Clip the $2 off coupon to drop that to <strong>99 cents</strong>. Plus Prime members qualify for <strong>free shipping</strong>. That's $1 under our July mention, $2 off list, and the lowest price we've seen.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.<br>
<br>
<i>Update</i>: Deal has been amended with Amazon add-on information; we apologize for the error.",2018-01-04T03:33:30-05:00,free shipping,https://www.dealnews.com/Crest-Whitening-Fresh-Mint-4.6-oz.-Toothpaste-for-1-w-25-purchase-free-shipping/2171363.html,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgkre7hd0qjxdre0ci11",$1 w/ $25 purchase,Crest Whitening Fresh Mint 4.6-oz. Toothpaste,,TOOTHPASTE
2171360,True,"JackRabbit offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171360"">Saucony Men's / Women's Kinvara 8 Running Shoes</a> in several colors (Grey/Blue/Orange pictured) for $110. Coupon code ""JOMRPJ50"" cuts the price to <strong>$54.97</strong>. With <strong>$6.99</strong> for shipping, that's the lowest price we could find by $42. They're available in men's sizes 8 to 13 and women's sizes 6.5 to 11.",,$7 shipping,https://www.dealnews.com/Saucony-Mens-Womens-Kinvara-8-Shoes-for-55-7-s-h/2171360.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbqkbpk156dl4obwcuws",$55,Saucony Men's / Women's Kinvara 8 Shoes,2018-01-03T23:39:48-05:00,SHOES
2171357,,"Under Armour offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171357"">UA Men's Threadborne Siro V-Neck Short Sleeve T-Shirt</a> in Artillery Green or Pomegranate for <strong>$13.50</strong>. Coupon code ""FSASHOLIDAY"" nets <strong>free shipping</strong>. That's the lowest price we could find by $3, outside of the deal below. It's available in sizes S to XXL. Deal ends January 11.<br>
<br>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095448,2171357"">Amazon</a> offers it in Artillery Green in size small only for $11.07 with free shipping for Prime members.",,free shipping,https://www.dealnews.com/UA-Mens-Threadborne-Siro-V-Neck-T-Shirt-for-14...-or-less-free-shipping/2171357.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ib5t88wzg7mlmzbhpqrx",$14... or less,UA Men's Threadborne Siro V-Neck T-Shirt,2018-01-03T23:19:06-05:00,T-SHIRTS
2171354,,"Liberty Imports via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171354"">Power Tools 31-Piece Pretend Tool Set</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a 12"" x 6"" x 6"" tool box and includes a variety of tools, screws, nuts, bolts, and safety gear.",,free shipping w/ Prime,https://www.dealnews.com/Power-Tools-31-Piece-Pretend-Tool-Set-for-17-free-shipping-w-Prime/2171354.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m1dm4ixbgrf8i1jyjtvc",$17,Power Tools 31-Piece Pretend Tool Set,2018-01-03T22:51:03-05:00,TOYS & HOBBIES
2170964,,"Online only, open a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170964"">TD Bank Premier Checking℠ account</a> today and <strong>earn $300</strong> when you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094359,2170964"">receive direct deposits of $2,500 or more</a> within 60 days of opening your account. TD Premier Checking℠ features a $0 monthly maintenance fee with $2,500 minimum daily balance, free Mobile Banking with Mobile Deposit, and free money orders, official bank checks, stop payments, paper statements with check images, and incoming wire transfers.<br>
<br>
Open a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094362,2170964"">TD Bank Convenience Checking℠ account</a> today and <strong>earn $150</strong> when you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094365,2170964"">receive direct deposits of $500 or more</a> within 60 days of opening your account. TD Convenience Checking℠ features a <strong>$0 monthly maintenance fee</strong> with $100 minimum daily balance, a discount on your first order of checks, access at thousands of TD ATMs in the U.S. and Canada, Mobile Banking with Mobile Deposit, and Online Banking and free Bill Pay with e-bills.",,,"https://www.dealnews.com/lw/click.html?20,2,2170964",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sahvkkuzzgqxs1wsugpv",Earn up to $300,TD Bank Checking℠ Accounts,2018-01-03T11:05:18-05:00,FINANCIAL SERVICES
2170850,,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170850"">Lenovo Yoga 720 Intel Kaby Lake Core i7 2.7GHz 12.5"" 1080p Laptop</a> in Iron Grey for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $300 off and the lowest price we could find. It features an Intel Core i7-7500U 2.7GHz Kaby Lake dual-core processor, 12.5"" 1920x1080 (1080p) LCD, 8GB RAM, 512GB SSD, 3-cell battery, and Windows 10 Home 64-bit.",,free shipping,https://www.dealnews.com/Lenovo-Kaby-Lake-i7-2.7-GHz-13-1080-p-Laptop-for-900-free-shipping/2170850.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vd8daq3nmyrpqajufx8d",$900,"Lenovo Kaby Lake i7 2.7GHz 13"" 1080p Laptop",2018-01-03T22:28:00-05:00,LAPTOPS
2171054,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171054"">Home Decorators Collection Martin Glass Door Bookcase</a> in Black for <b>$199.50</b>. Choose in-store <b>pickup</b> to dodge the $55 shipping fee. That's the lowest price we could find by $165. It features five adjustable shelves and four doors. Deal ends January 7.",,pickup at Home Depot,https://www.dealnews.com/Home-Decorators-Martin-Glass-Door-Bookcase-for-200-pickup-at-Home-Depot/2171054.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3fhr0qrwfkljp0jht2h",$200,Home Decorators Martin Glass Door Bookcase,2018-01-03T22:05:10-05:00,HOME FURNITURE
2171351,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171351"">Cuisinart Non-Stick Nacho Grilling Platter</a> for <strong>$5.71</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $4. It features a 13"" diameter.",,pickup at Walmart,https://www.dealnews.com/Cuisinart-Non-Stick-Nacho-Grilling-Platter-for-6-pickup-at-Walmart/2171351.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/es7nbdlorbae5qhjpisz",$6,Cuisinart Non-Stick Nacho Grilling Platter,2018-01-03T21:57:03-05:00,KITCHEN
2171294,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171294"">Storkcraft Caribou Solid Hardwood Twin Bunk Bed</a> in Navy for <b>$179.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095355,2171294"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095358,2171294"">Hayneedle</a> have it for the same.) That's the lowest price we could find in any color by $118. It features solid wood construction and measures 42.6"" x 78.4"" x 58.3"".",,free shipping,https://www.dealnews.com/Storkcraft-Caribou-Twin-Bunk-Bed-for-180-free-shipping/2171294.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pzhibtmfdb4sdlfdeig0",$180,Storkcraft Caribou Twin Bunk Bed,2018-01-03T21:52:40-05:00,HOME FURNITURE
2171339,,"Udemy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171339"">Unity Networking From Scratch Course</a> for <strong>$10.99</strong>. That's $139 off and the lowest price we could find. It includes over six hours of content.",,,https://www.dealnews.com/Unity-Networking-From-Scratch-Course-for-11/2171339.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/akitx7ipndmhxu1y6pzi",$11,Unity Networking From Scratch Course,2018-01-03T21:45:24-05:00,SOFTWARE
2171348,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171348"">Tricc Square Coasters 4-Pack</a> in Natural for <strong>$7.59</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $2. Each measures 4x4"".",,pickup at Walmart,https://www.dealnews.com/Tricc-Square-Coasters-4-Pack-for-8-pickup-at-Walmart/2171348.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xdv25mpxnetwmfaib83t",$8,Tricc Square Coasters 4-Pack,2018-01-03T21:44:00-05:00,DECOR
2171201,,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171201"">Nike Men's SB Dunk Low Pro Shoes</a> in Blue or Orange for $54.97. In-cart that drops to <b>$41.23</b>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095061,2171201"">join</a>.) That's the lowest price we could find by $49. They're available in select sizes from 5 to 12. Deal ends January 4.",,free shipping,https://www.dealnews.com/Nike-Mens-SB-Dunk-Low-Pro-Shoes-for-41-free-shipping/2171201.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o1knydkib1yhvssrxeys",$41,Nike Men's SB Dunk Low Pro Shoes,2018-01-03T21:26:24-05:00,SHOES
2171345,,"Tanga offers the refurbished 2.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171345"">Acer C720-2103 Intel Celeron 1.4GHz 11.6"" Chromebook</a> in Granite Gray for <strong>$79.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $40 for a refurb elsewhere and the best price we've seen in any condition. It features an Intel Celeron 2955U 1.4GHz Haswell dual-core processor, 11.6"" LED-backlit 1366x768 LCD, 2GB RAM, 16GB SSD, 802.11n wireless, Bluetooth 4.0, USB 3.0, HDMI, 3-cell battery, and Google Chrome OS.<br>
<br>
Note: A 30-day warranty applies, but it's unclear who backs it. This product will include signs of wear, including scratches and dents, but is fully functional.",,free shipping,https://www.dealnews.com/Refurb-Acer-Celeron-Dual-12-Chromebook-for-80-free-shipping/2171345.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cnzlixgmvtmni0c8zyte",$80,"Refurb Acer Celeron Dual 12"" Chromebook",2018-01-03T21:22:35-05:00,LAPTOPS
2171084,,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171084"">35"" Freshwater White Pearl Strand Opera Necklace</a> for $139.99. Coupon code ""dealnews87"" drops it to <strong>$52.99</strong>. With <strong>free shipping</strong>, that's $157 off list and tied with our November mention as the lowest price we could find. It features 9.5mm to 11.5mm off-round pearls with a quality grade of AA+ and hand-knotting between each pearl. Deal ends January 10.",,free shipping,https://www.dealnews.com/35-Freshwater-White-Pearl-Strand-Necklace-for-53-free-shipping/2171084.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ognbqilockcheebxfkkp",$53,"35"" Freshwater White Pearl Strand Necklace",2018-01-03T20:59:26-05:00,JEWELRY
