time_modified,url,editors_choice,picture_url,shipping,price,description,title,category,time_published,uuid,hotness
,https://www.dealnews.com/Stalwart-12-V-Drill-w-75-pc-Accessory-Set-for-43-5-s-h/2168942.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3xaifo7ybp2tbn5ame7",$5 shipping,$43,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168942"">Stalwart 12-volt Drill with 75-Piece Accessory Tool Set</a> for <strong>$42.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $13. The drill features two speeds, 18 variable settings, and battery indicator light. Also included are a small flashlight, utility knife, and a wide range of drill bits. Deal ends today.",Stalwart 12V Drill w/ 75pc Accessory Set,POWER TOOLS,2017-12-30T17:30:00-05:00,2168942,3
,https://www.dealnews.com/Britax-Marathon-Click-Tight-Car-Seat-for-220-free-shipping/2168933.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/urruyqvwwbw5sb0g5gav",free shipping,$220,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168933"">Britax Marathon ClickTight Convertible Car Seat</a> in Prescott for <strong>$219.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $53. It features an adjustable height and harness, reclining seat, side impact protection, and support for kids up to 65 lbs.<br>
<br>
It's expected to ship in 1 to 2 months.",Britax Marathon ClickTight Car Seat,BABIES & KIDS ITEMS,2017-12-30T17:00:00-05:00,2168933,3
,https://www.dealnews.com/Canon-Pixma-Wi-Fi-Inkjet-Printer-w-Paper-for-79-after-rebate-free-shipping/2168909.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xxkymncbfa582on9kngz",free shipping,$79 after rebate,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168909"">Canon Pixma Pro-100 Wireless Professional Inkjet Photo Printer</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089910,2168909"">Canon Photo Paper Plus Semi-Gloss SG201 13x19"" 50-Sheet Pack</a> for $329. Redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089913,2168909"">$250 mail-in rebate</a> to cut the price to <strong>$79</strong>. With <strong>free shipping</strong>, that's tied with our expired mention from three days ago, and the lowest price we could find by $171. The printer features a 4800x2400 dpi maximum print resolution, up to 13x19"" wide-format printing, 802.11n wireless, PictBridge, and USB. Deal ends December 31.",Canon Pixma WiFi Inkjet Printer w/ Paper,INKJET PRINTERS,2017-12-30T16:30:00-05:00,2168909,3
,https://www.dealnews.com/Columbia-Womens-Karis-Gale-Long-Jacket-for-80-free-shipping/2168993.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lu2jamll4nj7mgnamgp6",free shipping,$80,"Columbia offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168993"">Columbia Women's Karis Gale Long Jacket</a> in several colors (Dark Raspberry pictured) for $99.99. Coupon code ""COLDEC60"" knocks it to <strong>$79.99</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090003,2168993"">sign up</a>.) That's $120 off and the lowest price we could find. It's available in select sizes from XS to XL. Deal ends December 31.",Columbia Women's Karis Gale Long Jacket,COATS,2017-12-30T16:06:15-05:00,2168993,4
,https://www.dealnews.com/Ugg-Closet-Sale-Up-to-60-off-free-shipping-w-125/2168921.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhawaav5vj8bdx212xwd",free shipping w/ $125,Up to 60% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168921"">Ugg Closet</a> takes <strong>up to 60% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089970,2168921"">men's, women's, and kids' footwear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089928,2168921"">Closet Sale</a>. (Prices are as marked.) Shipping adds <strong>$8</strong>, but orders of $125 or more bag free shipping. Available sizes and quantities for some items are limited.",Ugg Closet Sale,CLOTHING & ACCESSORIES,2017-12-30T16:00:00-05:00,2168921,5
,https://www.dealnews.com/2-Mens-Leather-Double-Prong-Belts-for-8-free-shipping/2168990.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fmqmqiddgwxi3ggkdsul",free shipping,$8,"Dailysteals via eBay offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168990"">two Men's Leather Double Prong Belts</a> in Black and Brown for <strong>$7.99</strong> with <strong>free shipping</strong>. That's $3 below our August mention and the lowest price we could find by $5. They're available in sizes 30-32 to 42-44.",2 Men's Leather Double Prong Belts,ACCESSORIES,2017-12-30T15:55:03-05:00,2168990,3
,https://www.dealnews.com/AKG-K553-Pro-Studio-Headphones-for-99-free-shipping/2168984.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ycte5dhakqnou2is8xoi",free shipping,$99,"Musician's Friend offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168984"">AKG K553 Pro Closed-Back Studio Headphones</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's a buck under our July mention and $51 below the lowest we could find for a <i>used</i> pair. (These are new. Other stores charge around $199 for a new pair.) These closed-back headphones feature 50mm drivers, a frequency response of 12Hz to 28kHz, 32-ohm impedance, foam ear pads, and 10-foot straight cable.",AKG K553 Pro Studio Headphones,HEADPHONES,2017-12-30T15:37:31-05:00,2168984,3
,https://www.dealnews.com/Final-Fantasy-XIV-Stormblood-for-PC-12-free-shipping-w-Prime/2168948.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rv6iialsspyinsqpevjb",free shipping w/ Prime,$12,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168948"">Final Fantasy XIV: Stormblood for Windows</a> for <strong>$11.77</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $28.<br>
<br>
Note: You must have Final Fantasy XIV: A Realm Reborn (sold separately) to play Stormblood.",Final Fantasy XIV: Stormblood for PC,PC GAMES,2017-12-30T15:26:30-05:00,2168948,2
,https://www.dealnews.com/Neutrogena-Oil-Free-Acne-Face-Wash-3-Pack-for-12-free-shipping-w-Prime/2168975.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cafxoqnib78fz16lxvb7",free shipping w/ Prime,$12,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168975"">Neutrogena Oil-Free Acne Face Wash 9.1-oz. Bottle 3-Pack</a> for $12.75. Check out via Subsribe & Save to cut that price to <strong>$12.11</strong> and bag <strong>free shipping</strong>. That's $7 under what you'd pay at a local retailer.<br>
<br>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",Neutrogena Oil-Free Acne Face Wash 3-Pack,SKIN CARE,2017-12-30T15:14:51-05:00,2168975,4
,"https://www.dealnews.com/lw/click.html?20,2,2168492",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq",,"40,000 points","Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Southwest Rapid Rewards® Plus Credit Card,CREDIT CARDS,2017-12-29T15:35:48-05:00,2168492,
,https://www.dealnews.com/in-FAMOUS-Second-Son-for-PS4-for-10/2168954.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxaufe7rlpxmgthuq117",,$10,"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168954"">inFAMOUS Second Son for PlayStation 4</a> for <strong>$9.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089952,2168954"">PlayStation Store</a> has it for the same price.) That's $10 under the best deal we could find for a physical copy.",inFAMOUS Second Son for PS4,GAMES,2017-12-30T14:31:30-05:00,2168954,3
,https://www.dealnews.com/11-mm-AA-Freshwater-Lavender-Pearl-Necklace-for-40-free-shipping/2168885.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fhwarhcutisn037ezibv",free shipping,$40,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168885"">11mm AA+ Freshwater Lavender Pearl Necklace</a> for $99.99. Coupon code ""dealnews60"" cuts that to <strong>$40</strong>. With <strong>free shipping</strong>, that's $130 off list and the lowest price we could find. It features a silver clasp and measures 17.5"" in length. Deal ends January 4.",11mm AA+ Freshwater Lavender Pearl Necklace,JEWELRY,2017-12-30T14:26:56-05:00,2168885,2
,https://www.dealnews.com/MSI-X370-Gaming-Plus-AMD-AM4-ATX-Mobo-for-80-after-rebate-free-shipping/2168951.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vfggtyyl7uewiho222e9",free shipping,$80 after rebate,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168951"">MSI X370 Gaming Plus AMD Ryzen AM4 ATX Motherboard</a> for $109.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089943,2168951"">$30 mail-in rebate</a> cuts it to <b>$79.99</b>. With <strong>free shipping</strong>, that's the lowest price we could find by $49, outside of the deal below. It supports AMD Ryzen CPUs and 7th Generation A-series/Athlon CPUs. Other features include two PCIe 3.0 x16 slots, one PCIe 2.0 x16 slot, six SATA 6Gb/s ports, one HDMI port, and Gigabit Ethernet. Deal ends December 31.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089946,2168951"">Newegg</a> charges the same, also after <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089949,2168951"">rebate</a>, but with 99 cents for shipping.",MSI X370 Gaming Plus AMD AM4 ATX Mobo,MOTHERBOARDS,2017-12-30T14:04:49-05:00,2168951,3
2017-12-30T16:55:56-05:00,https://www.dealnews.com/Kindle-Unlimited-12-Month-Subscription-for-84/2168939.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkwafdilnojadm12oljs",,$84,"Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168939"">Kindle Unlimited 12-Month Subscription</a> for <strong>$83.92</strong>. That's $36 off, and a monthly rate of $7. Kindle Unlimited features unlimited reading and listening for hundreds of thousands of Kindle books and audiobooks. Some conditions apply.",Kindle Unlimited 12-Month Subscription,EBOOKS,,2168939,3
2017-12-30T15:42:44-05:00,https://www.dealnews.com/6-Folgers-Ground-Coffee-10.3-oz.-Cans-for-12-free-shipping/2168927.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n6om1hqumu1zsqrriqmo",free shipping,$12,"ShopRite offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168927"">six Folgers Ground Coffee 10.3-oz. Canisters</a> in Colombian (pictured), <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089931,2168927"">French Roast</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089934,2168927"">Black Silk</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089937,2168927"">Breakfast Blend</a> for <b>$11.94</b>. Coupon code ""SHIPSFREE"" yields <b>free shipping</b>. That's $1.99 per can and $13 under the lowest price we could find for any flavor in this quantity from another local store.",6 Folgers Ground Coffee 10.3-oz. Cans,COFFEE,,2168927,4
,https://www.dealnews.com/Express-Clearance-Sale-Extra-50-Off-free-shipping-w-25/2168918.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvd4psobimaskomcdayj",free shipping w/ $25,Extra 50% Off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168918"">Express</a> takes an <strong>extra 50% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089916,2168918"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089919,2168918"">women's clearance items</a>. (Discount is applied automatically in-cart.) Shipping adds <strong>$8</strong>, but orders of $25 or more qualify for free shipping. Some exclusions apply. Deal ends December 31.",Express Clearance Sale,CLOTHING & ACCESSORIES,2017-12-30T13:01:10-05:00,2168918,4
,https://www.dealnews.com/Pflueger-President-Cabelas-Spinning-Combo-for-50-pickup-at-Cabelas/2168618.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpumtzi1ufxffxw9nsfo",pickup at Cabela's,$50,"Cabela's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168618"">Pflueger President/Cabela's Tourney Trail Spinning Combo</a> for <strong>$49.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $8.95 shipping fee. That's $40 off list and the lowest price we could find. It features a nine-bearing reel with anti-reverse, multidisc drag system, IM8-graphite rod, and split cork grips. It's available in 6.5-foot to 7-foot lengths with fast or moderate fast action.",Pflueger President/Cabela's Spinning Combo,CAMPING & OUTDOORS,2017-12-30T12:57:39-05:00,2168618,3
