time_published,shipping,editors_choice,description,price,hotness,time_modified,category,picture_url,uuid,title,url
2018-01-05T13:18:00-05:00,free shipping,,"Rockport takes an <strong>extra 40% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172731"">men's and women's outlet boots</a> via coupon code ""BOOT40"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098358,2172731"">Flash Sale</a>. (Eligible items are marked.) Plus, all orders bag <strong>free shipping</strong>. (Shipping normally adds $5 for orders under $125.) Some exclusions apply. Deal ends January 6.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1206/Rockport/"">Rockport Coupons</a>.</p>",Extra 40% off boots,4,,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fmqsw01jrlf2i1ug8ick",2172731,Rockport Outlet Flash Sale,https://www.dealnews.com/Rockport-Outlet-Flash-Sale-Extra-40-off-boots-free-shipping/2172731.html
2018-01-05T13:12:31-05:00,free s&h w/beauty item,True,"Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098322,2172725"">American Rag Men's Button-Down Shirts</a>, with prices starting from <strong>$6.96</strong>. Plus, take an <strong>extra 20% off</strong> select styles via coupon code ""WKND"" or an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098313,2172725"">$25 or more</a> via ""WKND25"". (Eligible items are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098316,2172725"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That puts many styles at less than half price and is a really cheap price point for men's button-down shirts in general. Deal ends January 7. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098319,2172725"">American Rag Men's Mini Houndstooth Shirt</a> for <strong>$14.39</strong> ($16 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172725"">American Rag Men's Cadet Solid Shirt</a> for <strong>$14.39</strong> (pictured, $16 off)
 </li>
</ul>",from $7,4,,SHIRTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zye3pdxubwmx3dn2cavc",2172725,American Rag Men's Shirts at Macy's,https://www.dealnews.com/American-Rag-Mens-Shirts-at-Macys-from-7-free-s-h-w-beauty-item/2172725.html
2018-01-05T13:09:45-05:00,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172701"">Guess Women's Verna Banded Jogger Sneakers</a> in Black or Silver for $39.99. Coupon code ""WKND"" drops it to <b>$33.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098178,2172701"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Excluding padding, that's the lowest price we could find by $35. They're available in select sizes from 5 to 11. Deal ends January 7.",$34,3,,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tn2blxyhe73u4y4sdqna",2172701,Guess Women's Verna Banded Jogger Sneakers,https://www.dealnews.com/Guess-Womens-Verna-Banded-Jogger-Sneakers-for-34-free-s-h-w-beauty-item/2172701.html
2018-01-05T13:04:05-05:00,free shipping w/ Prime,,"MaidMax via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172722"">MaidMAX Foldable Storage Cube 6-Pack</a> in Beige for $18.49. Coupon code ""RLVTAIXE"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong> for Prime members, that's $9 off and the lowest price we could find. They each measure 10.5"" x 10.5"" x 11"" and feature label holders and sewn in handles. Deal ends January 31.",$9,4,,HOME & GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chgodrafmzmgpheai8iz",2172722,MaidMAX Foldable Storage Cube 6-Pack,https://www.dealnews.com/Maid-MAX-Foldable-Storage-Cube-6-Pack-for-9-free-shipping-w-Prime/2172722.html
2018-01-05T12:58:19-05:00,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172713"">Guess Men's Chalk Cotton Button Down Shirt</a> in Graffiti-Print for <strong>$27.53</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098262,2172713"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $41 off and the lowest price we could find. It's available in sizes S to L.",$28,3,,SHIRTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qa8e27nkcmxu7eizgzfh",2172713,Guess Men's Chalk Cotton Button Down Shirt,https://www.dealnews.com/Guess-Mens-Chalk-Cotton-Button-Down-Shirt-for-28-free-s-h-w-beauty-item/2172713.html
2018-01-05T12:55:44-05:00,free shipping w/ Prime,,"Oak Leaf via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172716"">LuminWiz 9-watt (65-watt Equivalent) BR30 E26 Dimmable LED Light Bulb 4-Pack</a> in Crystal White or Warm White for $12.99. Coupon code ""DMPZZ9RZ"" drops it to <strong>$8.99</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2.25 per bulb, $4 off, and the lowest price we could find. (It's also $3 under our November mention.) These bulbs feature a lifespan of up to 25,000 hours. Deal ends January 31.",$9,3,,LIGHT BULBS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fjnyrijrwpptx2vmcokd",2172716,LuminWiz 9W Dimmable LED Light Bulb 4-Pack,https://www.dealnews.com/Lumin-Wiz-9-W-Dimmable-LED-Light-Bulb-4-Pack-for-9-free-shipping-w-Prime/2172716.html
2018-01-05T12:50:15-05:00,free shipping,,"Qiker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172710"">XIXOV Water Resistant 17"" Laptop Backpack</a> in Gray for $29.99. Coupon code ""IRYIEITC"" drops it to <b>$17.99</b>. With <b>free shipping</b>, that's tied with our mention from two weeks ago, $12 off list, and the lowest price we've seen. It features a USB charger, adjustable shoulder straps and holds laptops up to 17"". Deal ends January 31.",$18,4,,LAPTOP BAGS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzbrjka251cliwfhrt2g",2172710,"XIXOV Water Resistant 17"" Laptop Backpack",https://www.dealnews.com/XIXOV-Water-Resistant-17-Laptop-Backpack-for-18-free-shipping/2172710.html
2018-01-05T12:29:13-05:00,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172698"">Guess Women's Sleeveless Ruffled Sweater</a> in Black or Red for <b>$21.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098169,2172698"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $18 below our November mention, $47 off list, and the lowest price we could find (outside of the seller below). It's available in sizes XS to XL. Deal ends January 7.<br>
<br>
Wear size XL? With very limited stock that's likely to sell out, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098172,2172698"">Amazon</a> offers it for as low as <strong>$10.85</strong> with <strong>free shipping</strong> for Prime members.",$22... or less,3,,SWEATERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cdxwm1i6hk2yn3ium4d1",2172698,Guess Women's Sleeveless Ruffled Sweater,https://www.dealnews.com/Guess-Womens-Sleeveless-Ruffled-Sweater-for-22...-or-less-free-s-h-w-beauty-item/2172698.html
2018-01-05T12:22:13-05:00,free shipping,,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172689"">Gourmia 8-Quart Electric Pressure Cooker</a> for <b>$59.99</b> with <b>free shipping</b>. That's the lowest price we could find by $59. It features 13 settings, timer, and includes a steam rack, measuring cup, and spoon.",$60,3,,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt3jkmdzyhkmk5jpyqwf",2172689,Gourmia 8-Quart Electric Pressure Cooker,https://www.dealnews.com/Gourmia-8-Quart-Electric-Pressure-Cooker-for-60-free-shipping/2172689.html
2018-01-04T14:20:21-05:00,,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096792,2171939"">Amazon Prime</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096795,2171939"">Prime Video members</a> can purchase <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171939"">add-on subscriptions</a> to select streaming entertainment channels with prices starting at <strong>$2.99 per month</strong>. Each channel has its own unique pricing, with more well-known services typically priced from $8.99 to $14.99. Video subscriptions can be added and removed via your Prime account settings.",from $3 per month,,,VIDEO DOWNLOADS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jdbqburqwi25uci5t5ag",2171939,Amazon Video Add-On Subscriptions,https://www.dealnews.com/Amazon-Video-Add-On-Subscriptions-from-3-per-month/2171939.html
2018-01-05T12:19:37-05:00,pickup at Walmart,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172695""><i>Ultimate LEGO Star Wars</i> Hardcover Book</a> for <strong>$20</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098163,2172695"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $4.",$20,3,,BOOKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oed85sphxcstaxhldsrj",2172695,Ultimate LEGO Star Wars Hardcover Book,https://www.dealnews.com/Ultimate-LEGO-Star-Wars-Hardcover-Book-for-20-pickup-at-Walmart/2172695.html
2018-01-05T12:16:01-05:00,free shipping,,"MacMall offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172632"">Lenovo ThinkPad X131e AMD E-300 1.3GHz 11.6"" Notebook</a> for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $40. It features an AMD E-300 1.3GHz processor, 11.6"" 1366x768 LCD, 4GB RAM, 320GB SSD, and Windows 10 Home 64-bit.<br>
<br>
Note: No warranty information is provided.",$130,3,,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehdoxqlqtmadoyfmpv4o",2172632,"Refurb Lenovo AMD 1.3GHz 12"" Notebook",https://www.dealnews.com/Refurb-Lenovo-AMD-1.3-GHz-12-Notebook-for-130-free-shipping/2172632.html
2018-01-05T12:13:43-05:00,free shipping,,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172692"">Western Digital 2TB easystore Portable USB 3.0 External Hard Drive</a> in Black for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago, $70 off, and the lowest price we've seen. It features a data transfer rate of up to 5Gb/s.",$60,3,,EXTERNAL HARD DRIVES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oydkcc4qpkaieflq6vqt",2172692,WD 2TB Portable USB 3.0 Hard Drive,https://www.dealnews.com/WD-2-TB-Portable-USB-3.0-Hard-Drive-for-60-free-shipping/2172692.html
2018-01-05T12:12:56-05:00,free shipping,,"Dorco offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172677"">Dorco Men's Pace 6 Plus Razor with Two Cartridges</a> for $6.50. Coupon code ""AFP6P199A"" cuts it to <strong>$1.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from last September, a savings of $5, and the lowest price we could find. This 6-blade razor features a rubber grip and includes two blade cartridges.",$2,3,,SHAVING & GROOMING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yf3wcld6hmjske7oziwl",2172677,Dorco Pace 6 Plus Razor w/ 2 Cartridges,https://www.dealnews.com/Dorco-Pace-6-Plus-Razor-w-2-Cartridges-for-2-free-shipping/2172677.html
,$4 pickup at JCPenney,,"JCPenney discounts the Liz Claiborne Ainsley Rod-Pocket Panel Curtains in the sizes listed below via coupon code ""4DEALS"". Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. Deal ends January 10. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172686"">50x84"" Panel</a> for <strong>$5.99</strong> (pictured, $34 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098133,2172686"">50x95"" Panel</a> for <strong>$8.99</strong> ($51 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098136,2172686"">50x108"" Panel</a> for <strong>$11.99</strong> ($68 off)
 </li>
</ul>",from $6,3,2018-01-05T12:11:44-05:00,DECOR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrsecxmbm2v0hxvbcvnm",2172686,Liz Claiborne Ainsley Curtain Panel,https://www.dealnews.com/Liz-Claiborne-Ainsley-Curtain-Panel-from-6-4-pickup-at-JCPenney/2172686.html
2018-01-05T12:03:26-05:00,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172674"">G by Guess Women's Oleex Sneakers</a> in Gray for <strong>$19.43</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098106,2172674"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $20 off and the lowest price we could find. They're available in sizes from 6 to 10.",$19,2,,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nheb7jas9s7jreuffiiw",2172674,G by Guess Women's Oleex Sneakers,https://www.dealnews.com/G-by-Guess-Womens-Oleex-Sneakers-for-19-free-s-h-w-beauty-item/2172674.html
