category,description,title,picture_url,price,time_modified,time_published,uuid,shipping,editors_choice,hotness,url
GAMES,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168450"">Middle-Earth: Shadow of War for PlayStation 4</a> for <strong>$29.99</strong>. Coupon code ""SAVER"" yields <strong>free shipping</strong>. That's the lowest price we could find by $11, although we saw it for $5 less on Black Friday.",Middle-Earth: Shadow of War for PS4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qc0lmbxqge7vkx3ztux8",$30,,2017-12-29T15:05:54-05:00,2168450,free shipping,,1,https://www.dealnews.com/Middle-Earth-Shadow-of-War-for-PS4-for-30-free-shipping/2168450.html
SHOES,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168441"">Nike SB Men's Dunk Pro High Skateboarding Shoes</a> in Red or Obsidian for $79.97. In cart, that drops to <strong>$59.98</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089343,2168441"">join</a>.) That's the lowest price we could find by $26. They're available in select sizes from 4 to 15. Deal ends January 4.",Nike SB Men's Dunk Pro High Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslbztdlnw91r0p7vzd",$60,,2017-12-29T15:02:41-05:00,2168441,free shipping,,3,https://www.dealnews.com/Nike-SB-Mens-Dunk-Pro-High-Shoes-for-60-free-shipping/2168441.html
"MOVIES, TV SHOWS & VIDEOS","At DirecTV Now, prepay for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089601,2168561"">four months of DirecTV Now service</a> for <b>$140</b> ($35/month) and receive the recently-released <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168561"">Apple TV 4K 32GB Media Receiver</a> for <b>free</b> via the steps below. It features Apple's A10X Fusion chip, which is 2x faster and provides 4x GPU performance over the previous generation Apple TV. It also supports 4K HDR content via HDR 10 and Dolby Vision. This deal includes the ""Live a Little"" package from DirecTV Now, which offers over 60 channels to stream live, with many shows available on demand. After four months, you'll be billed $35/month for the service, but you may cancel at any time. To get this deal:
<ol>
 <li>On <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089604,2168561"">this page</a>, click ""Redeem &amp; Stream""
 </li>
 <li>create your account
 </li>
 <li>select the ""Live a Little"" tab and click ""Continue with this plan""
 </li>
 <li>on the add-ons page, click ""Skip for now""
 </li>
 <li>choose the Apple TV 4K and click ""Add to plan"", then click ""Continue""
 </li>
 <li>you'll see a final price of <b>$140</b> on the checkout page
 </li>
</ol>
Note: You must use Chrome or Safari as your browser to get this deal.",4 Months of DirecTV Now w/ Apple TV 4K 32GB,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0ocpnku7nfbwmiqbqfc",$140,,2017-12-30T00:01:00-05:00,2168561,free shipping,,,https://www.dealnews.com/4-Months-of-Direc-TV-Now-w-Apple-TV-4-K-32-GB-for-140-free-shipping/2168561.html
SHOES,"Barneys offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168435"">Y-3 by adidas Men's Kozoko Low Sneakers</a> in Grey for <b>$139</b> with <b>free shipping</b>. That's $211 off list and the lowest price we could find. They're available in select sizes from 6.5 to 12.",Y-3 by adidas Men's Kozoko Low Sneakers,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w60hd2qw9ifx36s4ndv3",$139,,2017-12-29T15:02:10-05:00,2168435,free shipping,,3,https://www.dealnews.com/Y-3-by-adidas-Mens-Kozoko-Low-Sneakers-for-139-free-shipping/2168435.html
COATS,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168414"">Hawke &amp; Co. Outfitter Men's Packable Downtown Chevron Jacket</a> in several colors (Texas Dark Heather pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $15. It's available in select sizes from XS to XXL. Deal ends December 30.",Hawke & Co. Men's Packable Chevron Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kufjhfuf4lgodqexqvlw",$40,,2017-12-29T15:01:45-05:00,2168414,free shipping,,3,https://www.dealnews.com/Hawke-Co.-Mens-Packable-Chevron-Jacket-for-40-free-shipping/2168414.html
SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168426"">Nautica Women's Kellen High Top Sneakers</a> in Camel or Navy for <b>$29.50</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. They're available in sizes 6 to 10. Deal ends December 30.",Nautica Women's Kellen High Top Sneakers,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flf8tsffutbvsfabfruz",$30,,2017-12-29T15:01:25-05:00,2168426,free shipping,,3,https://www.dealnews.com/Nautica-Womens-Kellen-High-Top-Sneakers-for-30-free-shipping/2168426.html
COATS,"Lord & Taylor offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168438"">Barbour Men's Quilted Coat</a> in Black for <strong>$119.60</strong> with <b>free shipping</b>. That's $179 off list and the lowest price we could find for any color by $11. It's available in select sizes from S to XXL.",Barbour Men's Quilted Coat,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ra04ie63uzvtvahy7p0x",$120,,2017-12-29T15:00:13-05:00,2168438,free shipping,,3,https://www.dealnews.com/Barbour-Mens-Quilted-Coat-for-120-free-shipping/2168438.html
SHOES,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168423"">Kenneth Cole Reaction Men's Desert Sun Suede Chukkas</a> in several colors (Olive pictured) for <strong>$44.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089292,2168423"">Amazon</a> has them in select sizes from the same price.) That's $4 under our October mention and the lowest price we could find now by $13. They're available in select sizes from 7 to 13. Deal ends December 30.",Kenneth Cole Reaction Men's Suede Chukkas,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xeefokvzwmriwzv588ge",$45,,2017-12-29T14:59:25-05:00,2168423,free shipping,,3,https://www.dealnews.com/Kenneth-Cole-Reaction-Mens-Suede-Chukkas-for-45-free-shipping/2168423.html
SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168411"">Sporto Women's Makela Cold-Weather Waterproof Boots</a> in Pewter for <strong>$27.60</strong> with <strong>free shipping</strong>. That's $41 off list and the lowest price we could find. They're available in sizes 6 to 9. Deal ends December 30.",Sporto Women's Makela Waterproof Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ojuxfqynwovood8i5kgy",$28,,2017-12-29T14:51:47-05:00,2168411,free shipping,,3,https://www.dealnews.com/Sporto-Womens-Makela-Waterproof-Boots-for-28-free-shipping/2168411.html
KITCHEN,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168432"">Pyrex 2-Cup Measuring Cup</a> for $3.99. Coupon code ""FIT"" knocks it to <strong>$2.55</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089331,2168432"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Minus padding, that's the lowest price we could find by $3. It's microwave-, fridge-, and dishwasher-safe. Deal ends December 30.",Pyrex 2-Cup Measuring Cup,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aeubiqiauqqms2ova2ju",$3,2017-12-29T14:49:20-05:00,,2168432,free s&h w/beauty item,,3,https://www.dealnews.com/Pyrex-2-Cup-Measuring-Cup-for-3-free-s-h-w-beauty-item/2168432.html
DECOR,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168417"">Lenox Mistletoe Park Ski Shop Porcelain Building</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $105 off and the lowest price we could find. It measures approximately 6.25"" x 6"" x 5"" and requires four AAA batteries. (It's unclear if batteries are included.) Deal ends December 30.",Lenox Ski Shop Porcelain Building,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mymkvbjsiqmtnzktczrw",$35,,2017-12-29T14:35:27-05:00,2168417,free shipping,,3,https://www.dealnews.com/Lenox-Ski-Shop-Porcelain-Building-for-35-free-shipping/2168417.html
SHOES,"As one of its daily deals, Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168408"">Under Armour Women's Thrill 3 Running Shoes</a> in Black for <b>$37.48</b> with <b>free shipping</b>. That's $13 under our August mention and the lowest price we could find by $13. They're available in sizes 6 to 11. Deal ends December 30.",Under Armour Women's Thrill 3 Running Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ekrbfkoiiljthzqr5az5",$38,,2017-12-29T14:31:10-05:00,2168408,free shipping,,3,https://www.dealnews.com/Under-Armour-Womens-Thrill-3-Running-Shoes-for-38-free-shipping/2168408.html
FINANCIAL SERVICES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168564"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",Liberty Mutual Auto Insurance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",Teen Discounts,,2017-12-30T00:01:00-05:00,2168564,,,,"https://www.dealnews.com/lw/click.html?20,2,2168564"
FLASHLIGHTS & LIGHTING,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168375"">Milwaukee M12 12-volt Lithium-Ion Cordless Trueview LED Spot Light</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089043,2168375"">Milwaukee M12 XC Battery Pack</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $69 off list and the lowest price we could find. It features a 2,100-foot beam distance, three output modes, and IPX4 moisture resistance.",Milwaukee 12V LED Spot Light w/ Battery,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/taxcyjyfcs0dtkjhiias",$69,,2017-12-29T14:23:18-05:00,2168375,free shipping,,3,https://www.dealnews.com/Milwaukee-12-V-LED-Spot-Light-w-Battery-for-69-free-shipping/2168375.html
SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168399"">Weatherproof Men's Jake Cold Weather Boots</a> in Taupe or Grey for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, although we saw them for $7 less last month. They're available in select sizes from 8 to 13. Deal ends December 30.",Weatherproof Men's Jake Cold Weather Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w70omtpyh8hhixntkynn",$37,2017-12-30T11:56:10-05:00,,2168399,free shipping,,4,https://www.dealnews.com/Weatherproof-Mens-Jake-Cold-Weather-Boots-for-37-free-shipping/2168399.html
SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168405"">Levi's Men's Stanton Burnish Sneakers</a> in Black for <strong>$29.99</strong> with <strong>free shipping</strong>. That's tied with a Cyber Monday deal, $30 off list, and the lowest price we could find. They're available in sizes 8 to 11. Deal ends December 30.",Levi's Men's Stanton Burnish Sneakers,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5yno52fei7d7hvvixex",$30,2017-12-30T11:55:44-05:00,,2168405,free shipping,,4,https://www.dealnews.com/Levis-Mens-Stanton-Burnish-Sneakers-for-30-free-shipping/2168405.html
SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168393"">G by Guess Women's Harson Tall Boots</a> in Brown or Black for <strong>$44.50</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago, $45 off list, and the lowest price we've seen. They're available in select sizes from 6 to 10. Deal ends December 30.",G by Guess Women's Harson Tall Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5zc5qikrtcesy1a93te",$45,,2017-12-29T14:14:38-05:00,2168393,free shipping,,3,https://www.dealnews.com/G-by-Guess-Womens-Harson-Tall-Boots-for-45-free-shipping/2168393.html
CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168306"">Michael Kors</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088833,2168306"">clothing, shoes, and acessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088836,2168306"">Winter Sale</a>. (Prices are as marked.) Shipping adds <b>$5</b>, but orders of $50 or more qualify for free shipping. Some exclusions may apply. Deal ends January 2.",Michael Kors Winter Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rjowtkotwklfp2g09ftq",Up to 50% off,2017-12-30T11:21:17-05:00,,2168306,free shipping w/ $50,,5,https://www.dealnews.com/Michael-Kors-Winter-Sale-Up-to-50-off-free-shipping-w-50/2168306.html
BICYCLING,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168315"">Verso 10"" Red Speedy Balance Bike</a> in Red for <strong>$49.94</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It's designed for children age 2 to 5.","Verso 10"" Red Speedy Balance Bike","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t9hg41ax43ayilyme58j",$50,,2017-12-29T14:02:40-05:00,2168315,free shipping,,1,https://www.dealnews.com/Verso-10-Red-Speedy-Balance-Bike-for-50-free-shipping/2168315.html
COATS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089169,2168387"">Coats Direct</a> takes an <strong>extra 40% off</strong> sitewide via coupon code ""NEW40"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 1, 2018. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089142,2168387"">Laundry by Design Women's Hooded Quilted Anorak Jacket</a> for <strong>$47.99</strong> ($152 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168387"">Nautica Men's Wool Twill Coat</a> for <strong>$83.99</strong> (pictured, $316 off)
 </li>
</ul>",Coats Direct coupon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dludpelfxhvkzusmd7ci",40% off sitewide,,2017-12-29T13:59:30-05:00,2168387,free shipping,,3,https://www.dealnews.com/Coats-Direct-coupon-40-off-sitewide-free-shipping/2168387.html
TVS,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168351"">Haier 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. 55UGX3500, for <strong>$349.99</strong> with <strong>free shipping</strong>. (You may need to apply coupon code ""c11711289377"" to see this price.) That's the lowest price we could find by $50. It features a 3840x2160 (4K, 2160p) native resolution, USB, and four HDMI inputs. Deal ends January 5.","Haier 55"" 4K LED LCD UHD TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m1jipjikp519pzmbvunb",$350,,2017-12-29T13:56:51-05:00,2168351,free shipping,,3,https://www.dealnews.com/Haier-55-4-K-LED-LCD-UHD-TV-for-350-free-shipping/2168351.html
COMPUTERS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168339"">Dell Refurbished Store</a> cuts <b>45% off</b> any item priced at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088938,2168339"">$399 or higher</a> via coupon code ""NEWYEAR18"". (The same code also knocks <b>31% off</b> any item priced at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088941,2168339"">$398 or less</a>, excluding E6430 models.) Plus, all orders qualify for <b>free shipping</b>. Some exclusions apply, such as clearance. Deal ends January 2.<br>
<br>
These systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",Dell Refurbished Store coupon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dq5mvihrblbv01lxryec",31% to 45% off,,2017-12-29T13:52:08-05:00,2168339,free shipping,,3,https://www.dealnews.com/Dell-Refurbished-Store-coupon-31-to-45-off-free-shipping/2168339.html
CREDIT CARDS,"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Southwest Rapid Rewards® Plus Credit Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq","40,000 points",,2017-12-29T15:35:48-05:00,2168492,,,,"https://www.dealnews.com/lw/click.html?20,2,2168492"
ACTIVEWEAR,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168369"">Victoria Sport Women's The Knockout Front-Close Sport Bra</a> in several colors (Black pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $25 off and the lowest price we could find. It's available in select sizes from 32 to 40 with cups from B to DDD.",Victoria Sport Women's Front-Close Sport Bra,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zlboowfogk5nkyjfg599",$25,,2017-12-29T13:51:14-05:00,2168369,$8 shipping,,2,https://www.dealnews.com/Victoria-Sport-Womens-Front-Close-Sport-Bra-for-25-8-s-h/2168369.html
SECURITY CAMERAS,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168324"">Night Owl 8-Channel 1080p 1TB DVR Security System with Four Cameras</a> for <strong>$299.88</strong> with <strong>free shipping</strong>. (Not a member? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088911,2168324"">Amazon</a> charges the same.) That's tied with our July mention and the lowest price we could find now by $13, although most retailers charge at least $450. The system features four weather-resistant 1080p infrared cameras with a 100° field of view, night vision up to 100 feet, motion and heat detection, a DVR with 1TB hard drive, integrated 2-hour battery backup, Ethernet, email alerts, and remote viewing via the Night Owl HD mobile app. Deal ends December 31.",Night Owl 8-Ch. 4-Cam 1080p Security System,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uyp0nrqeurvgc0jlqrvw",$300,,2017-12-29T13:50:23-05:00,2168324,free shipping,,3,https://www.dealnews.com/Night-Owl-8-Ch.-4-Cam-1080-p-Security-System-for-300-free-shipping/2168324.html
CARD AND BOARD GAMES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168384"">Trademark Poker 2-Deck Blackjack Dealing Shoe</a> for $7.02. Opt for in-store <strong>pickup</strong> to drop the price to <strong>$6.69</strong> and avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089079,2168384"">Amazon</a> charges the same with orders of $25 or more.) That's $18 off list and the lowest price we could find. It features a steel roller and rounded edges.",Trademark Poker 2-Deck Blackjack Dealing Shoe,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d1aisxhudb2fbvfk5lqe",$7,,2017-12-29T13:50:13-05:00,2168384,pickup at Walmart,,2,https://www.dealnews.com/Trademark-Poker-2-Deck-Blackjack-Dealing-Shoe-for-7-pickup-at-Walmart/2168384.html
TOOLS & HARDWARE,"Thousandshores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168354"">Dr.Meter Water Quality TDS Tester</a> for $12.99. Coupon code ""YMVIECBV"" drops it to <b>$8</b>. Plus, Prime members bag <b>free shipping</b>. That's $3 under our October mention and the lowest price we could find now by $6. It features an LCD display and includes a chart explaining TDS values. Deal ends January 2.",Dr.Meter Water Quality TDS Tester,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ebukc7pa9a4jq8k58md2",$8,2017-12-30T11:55:23-05:00,,2168354,free shipping w/ Prime,,4,https://www.dealnews.com/Dr.Meter-Water-Quality-TDS-Tester-for-8-free-shipping-w-Prime/2168354.html
LAPTOPS,"Dell Home, via its Member Purchase Program, offers its 3.2-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168381"">Dell Inspiron 13 7000 Series 7373 Intel Kaby Lake R Core i5 1.6GHz 13.3"" 1080p Touchscreen Laptop</a> for <strong>$685.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $113. Features include:
<ul>
 <li>Intel Core i5-8250U 1.6GHz Kaby Lake R quad-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) IPS LED-backlit LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>","Dell Kaby Lake R 13"" Touch Laptop","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yptomilasmydrrs27or3",$686,,2017-12-29T13:27:47-05:00,2168381,free shipping,,2,https://www.dealnews.com/Dell-Kaby-Lake-R-13-Touch-Laptop-for-686-free-shipping/2168381.html
LAPTOPS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168378"">Dell Inspiron 15 7000 Series 7567 Intel Kaby Lake Core i5 2.5GHz 15.6"" 1080p Gaming Laptop</a> in Black or Red for $783.99. Coupon code ""50OFF699"" cuts that to <b>$734.99</b>. With <b>free shipping</b>, that's tied with last week's mention and the best price we could find today by $65. (Most retailers charge at least $900.) Deal ends February 3, 2018. Features include:
<ul>
 <li>Intel Core i5-7300HQ 2.5GHz Kaby Lake quad-core processor
 </li>
 <li>15.6"" 1920x1080 (1080p) IPS LED-backlit LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Nvidia GeForce GTX 1050Ti 4GB video card
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>","Dell Kaby Lake i5 16"" Laptop w/ 256GB SSD","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxim9tkvg2m12rwfv8ow",$735,,2017-12-29T13:24:22-05:00,2168378,free shipping,,2,https://www.dealnews.com/Dell-Kaby-Lake-i5-16-Laptop-w-256-GB-SSD-for-735-free-shipping/2168378.html
