category,hotness,title,time_published,url,shipping,editors_choice,description,uuid,picture_url,price,time_modified
HEALTH,3,2 ACE Adjustable Wrist Supports,2018-01-05T17:59:47-05:00,https://www.dealnews.com/2-ACE-Adjustable-Wrist-Supports-for-3-pickup-at-Walmart/2172920.html,pickup at Walmart,True,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172920"">two ACE Adjustable Wrist Supports</a> for <b>$3.10</b>. (Minimum purchase is two.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $7 off list and the lowest price we could find. They fit either the right or left hand.",2172920,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vclau3ojohf3xeonheki",$3,
CHAIRS,3,Barcalounger Relax & Restore Recliner,2018-01-05T17:36:30-05:00,https://www.dealnews.com/Barcalounger-Relax-Restore-Recliner-for-210-free-shipping/2172884.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172884"">Barcalounger Relax &amp; Restore Recliner</a> in Black for <b>$209.99</b> with <b>free shipping</b>. That's $60 off list and the lowest price we could find. It features a pillowed arm rest and measures 35"" x 37"" x 40"".",2172884,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z8v2svhgmwpg2fubzdgi",$210,
KITCHEN,3,"Calphalon Contemporary 10"" Flat-Bottom Wok",2018-01-05T17:35:10-05:00,https://www.dealnews.com/Calphalon-Contemporary-10-Flat-Bottom-Wok-for-40-free-shipping/2172890.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172890"">Calphalon Contemporary Nonstick 10"" Flat-Bottom Wok</a> for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $5. It features a riveted handle and hard anodized aluminum surface.",2172890,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uovs9fvwk2ebdqj4ugy2",$40,
KITCHEN,2,Corningware French White 2-Piece Bakeware Set,2018-01-05T17:34:51-05:00,https://www.dealnews.com/Corningware-French-White-2-Piece-Bakeware-Set-for-15-free-s-h-w-beauty-item/2172887.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172887"">Corningware French White 2-Piece Bakeware Set</a> for $24.99. Coupon code ""WKND25"" cuts that to <strong>$14.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098703,2172887"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's the lowest price we could find by $10. It includes 1- and 2-quart baker dishes. Deal ends January 7.",2172887,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ab8sigeil0e8nosbrmfz",$15,
KEYBOARDS,3,Cooler Master Mechanical Keyboard and Mouse,2018-01-05T17:18:10-05:00,https://www.dealnews.com/Cooler-Master-Mechanical-Keyboard-and-Mouse-for-34-after-rebate-free-shipping/2172899.html,free shipping,,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172899"">Cooler Master MasterKeys Lite L Combo RGB Mechanical Keyboard and Mouse</a>, model no. SGB-3040-KKMF1-US, for $48.75. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098736,2172899"">$15 mail-in rebate</a> cuts it to <b>$33.75</b>. With <b>free shipping</b>, that's $6 under our August mention and the lowest price we could find by $17. This Cherry MX-compatible keyboard features 26-key anti-ghosting. Deal ends January 31.",2172899,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/czngzrqhvepcylkwduas",$34 after rebate,
TOOLS & HARDWARE,4,Rubbermaid Commercial Service/Utility Cart,2018-01-05T17:17:30-05:00,https://www.dealnews.com/Rubbermaid-Commercial-Service-Utility-Cart-for-67-free-shipping/2172896.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172896"">Rubbermaid 300-lb. Capacity Commercial Service/Utility Cart</a> for $79. Clip the 15% off coupon code on the product page to cut it to <strong>$67.15</strong>. With <strong>free shipping</strong>, that's $204 off list and the lowest price we could find. It measures 31"" x 34"" x 16"" and features 5"" swivel casters.",2172896,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hqltjayfgqkzzvmzp3ky",$67,
KITCHEN,4,Soma Sustainable Pitcher & Water Filter,2018-01-05T17:14:52-05:00,https://www.dealnews.com/Soma-Sustainable-Pitcher-Water-Filter-for-32-free-shipping/2172893.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172893"">Soma Sustainable Pitcher &amp; Plant-Based Water Filter</a> for <strong>$31.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find $7. It holds 80-oz. and features a wooden handle and auto open lid door.",2172893,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udlewqejuy5oirpnwabi",$32,
KITCHEN,3,Excelsteel Stainless Steel Stockpot 3pc Set,2018-01-05T17:09:02-05:00,https://www.dealnews.com/Excelsteel-Stainless-Steel-Stockpot-3-pc-Set-for-28-free-shipping/2172860.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172860"">Excelsteel Stainless Steel Stockpot 3-Piece Set</a> for <b>$27.81</b> with <b>free shipping</b>. That's the lowest price we could find by $6. The set includes one 8-quart, one 12-quart, and one 16-quart pot, each with a matching lid.",2172860,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tcuzo9hdkf1fhonrfxeo",$28,
SURGE PROTECTORS,4,Belkin 6-Outlet Wall-Mount Surge Protector,2018-01-05T17:08:49-05:00,https://www.dealnews.com/Belkin-6-Outlet-Wall-Mount-Surge-Protector-for-8-free-shipping-w-Prime/2172875.html,free shipping w/ Prime,,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172875"">Belkin 6-Outlet Wall-Mount Surge Protector</a> for <strong>$7.61</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It features a 900-joule energy rating.",2172875,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ip9iuzgdmkk9jfbvjuhr",$8,
EXERCISE EQUIPMENT,3,Bowflex Blaze Home Gym,2018-01-05T16:51:06-05:00,https://www.dealnews.com/Bowflex-Blaze-Home-Gym-for-619-free-shipping/2172872.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172872"">Bowflex Blaze Home Gym</a> for <strong>$618.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $99. It features 210 lbs. of resistance, sliding seat rail, lat tower, and leg extension.",2172872,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jthjd4vvdzfi6bbao6z5",$619,
SMALL APPLIANCES,3,Black & Decker 400W Juice Extractor,2018-01-05T16:46:40-05:00,https://www.dealnews.com/Black-Decker-400-W-Juice-Extractor-for-22-free-shipping-w-Prime/2172881.html,free shipping w/ Prime,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172881"">Black &amp; Decker 400-watt Juice Extractor</a> for <strong>$21.85</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $2. It features a stainless steel cutter/strainer, integrated pulp container, and 10-oz. juice container.",2172881,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d0cuuss5ozoeaux9eezu",$22,
VACATIONS,2,3Nt Montego Bay Flight & Hotel Vacation,2018-01-05T16:26:56-05:00,https://www.dealnews.com/3-Nt-Montego-Bay-Flight-Hotel-Vacation-from-1-249-for-2/2172878.html,,,"CheapCaribbean offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172878"">Sunscape Splash Montego Bay 3-Night Flight and Hotel Package for Two</a> in Montego Bay, Jamaica, with prices starting at <strong>$1,248.82</strong>, as seen on Travelzoo. (It's the second offer down in the right sidebar of the landing page.) That's $51 under our mention from last week and the lowest current rate we could find for this package today by at least $7. This price is based on departure from Fort Lauderdale, FL, (FLL) with arrival in Montego Bay, Jamaica, (MBJ) on February 4; other departure cities and dates are available for an additional cost. This 4-star resort has an Expedia rating of 69% based on 383 reviews. Book this travel deal by January 11 for travel from January 10 through February 15. <img class=""lazy-img"" src=""https://dealnews.a.ssl.fastly.net/images/spacer.png"" data-src=""https://adfarm.mediaplex.com/ad/tr/27840-205621-46966-0?mpt=123456"" style=""width: 1px; height: 1px; border-width: 0;"" alt=""*"">",2172878,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ruwvskhvulh6yewjr69b","from $1,249 for 2",
TOYS & HOBBIES,4,LEGO Building Sets at Walmart,2018-01-05T16:26:36-05:00,https://www.dealnews.com/LEGO-Building-Sets-at-Walmart-20-off-select-items-free-shipping-w-35/2172863.html,free shipping w/ $35,,"Walmart takes <b>20% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098691,2172863"">LEGO building sets</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or spend $35 or more to bag free shipping. A couple of best bets, both with <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172863"">LEGO Batman Movie The Batmobile Building Set</a> for <strong>$47.99</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098664,2172863"">LEGO Star Wars Y-Wing Starfighter Building Set</a> for <strong>$47.99</strong> (low by $2)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098667,2172863"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098670,2172863"">Target</a> are matching prices for many of these items, including the best bets.",2172863,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ffx7nlp6d88o712m3iir",20% off select items,
CRUISES,3,Carnival 4Nt Last Minute Bahamas Cruise,2018-01-05T16:19:23-05:00,https://www.dealnews.com/Carnival-4-Nt-Last-Minute-Bahamas-Cruise-from-486-for-2/2172866.html,,,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172866"">Carnival Cruise 4-Night Bahamas Cruise for Two</a>, with prices starting from <strong>$486</strong>. That's the lowest price we could find for such a cruise by $22. This roundtrip cruise aboard the Carnival Victory departs from Miami, FL, on January 29 with stops in Nassau and Half Moon Cay, Bahamas. Book this travel deal by January 28.",2172866,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",from $486 for 2,
EXERCISE EQUIPMENT,2,Bowflex SelectTech 5.1 Adjustable Bench,2018-01-05T16:18:35-05:00,https://www.dealnews.com/Bowflex-Select-Tech-5.1-Adjustable-Bench-for-169-free-shipping/2172857.html,free shipping,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172857"">Bowflex SelectTech 5.1 Adjustable Bench</a> for <b>$169</b> with <b>free shipping</b>. That's the lowest price we could find by $5, although most stores charge $207 or more. It adjusts to six different positions and features a removable leg hold-down brace.",2172857,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qu7ujnmnjuwkykce0ocd",$169,
KITCHEN,2,Rubbermaid TakeAlongs 30pc Set,2018-01-05T16:18:30-05:00,https://www.dealnews.com/Rubbermaid-Take-Alongs-30-pc-Set-for-15-free-shipping-w-Prime/2172827.html,free shipping w/ Prime,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172827"">Rubbermaid TakeAlongs 10-Day Meal Prep 30-Piece Set</a> in Beet Red for <strong>$14.67</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4, although we saw it in a different color for a buck less in June. It includes three 1.2-cup and two 2-cup food containers with divided sections and twist tight seals, and 10 3.7-cup divided containers with click-tight lids.",2172827,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ol0eooewhitsemrtakl9",$15,
DESKTOPS,2,Alienware Coffee Lake i7 6-Core PC w/ 8GB GPU,2018-01-05T16:13:58-05:00,https://www.dealnews.com/Alienware-Coffee-Lake-i7-6-Core-PC-w-8-GB-GPU-for-1-367-free-shipping/2172854.html,free shipping,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172854"">Alienware Aurora R7 Intel Coffee Lake i7 3.2GHz Desktop PC</a> for $1,518.99. Coupon code ""TENOFF"" cuts that to <strong>$1,367.09</strong>. With <strong>free shipping</strong>, that's $233 off and the lowest price we could find. It features an Intel Core i7-8700 Coffee Lake 3.2GHz 6-core processor, 16GB RAM, 2TB 7200 rpm hard drive, Nvidia GeForce GTX 1070 8GB graphics, and Windows 10 Home 64-bit. (It doesn't have an optical drive.) Deal ends January 11.",2172854,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s3wuwg4tvjl7v8vdrcow","$1,367",
SHOES,3,Alpine Swiss Men's Chelsea Suede Dress Boots,2018-01-05T16:12:47-05:00,https://www.dealnews.com/Alpine-Swiss-Mens-Chelsea-Suede-Dress-Boots-for-30-free-shipping/2172848.html,free shipping,,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172848"">Alpine Swiss Men's Chelsea Suede Dress Boots</a> in several colors (Chestnut pictured) for <strong>$29.74</strong> with <strong>free shipping</strong>. That's $5 under our mention from two weeks ago, $85 off list, and the lowest price we could find. They come in sizes 7 to 13.",2172848,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslocwdmnstsjo4j1mj",$30,
LAPTOP BAGS,3,"Alpine Swiss Conrad 16"" Laptop Messenger Bag",2018-01-05T16:05:01-05:00,https://www.dealnews.com/Alpine-Swiss-Conrad-16-Laptop-Messenger-Bag-for-15-free-shipping-w-Prime/2172842.html,free shipping w/ Prime,,"Alpine Swiss Store via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172842"">Alpine Swiss Conrad 16"" Laptop Messenger Bag</a> in Navy or Black for <b>$14.99</b> with <b>free shipping</b>. That's the lowest price we could find by $20. It features an adjustable strap, inner tablet sleeve, interior and exterior pockets, and holds laptops up to 16"".",2172842,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfg7ikda049yu9ja0hpd",$15,
SHOES,4,Alpine Swiss Men's Leo Sneakers,2018-01-05T16:00:46-05:00,https://www.dealnews.com/Alpine-Swiss-Mens-Leo-Sneakers-for-25-free-shipping/2172839.html,free shipping,,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172839"">Alpine Swiss Men's Leo Sneakers</a> in several colors (Black pictured) for <strong>$25.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5 and the lowest price we could find, although we saw them for a buck less in November. They're available in sizes 7 to 13.",2172839,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h8vhswkkxhshu3yhxywb",$25,
CLOTHING & ACCESSORIES,4,Lord & Taylor 3-Day Clearance Sale,2018-01-05T15:53:23-05:00,https://www.dealnews.com/Lord-Taylor-3-Day-Clearance-Sale-Up-to-70-off-free-shipping-w-99/2172830.html,free shipping w/ $99,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098646,2172830"">Lord &amp; Taylor</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172830"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098625,2172830"">3-Day Sale</a>. (Prices are as marked.) Alternatively, take an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098628,2172830"">sale items</a> or <b>15% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098631,2172830"">regular-price items</a> via coupon code ""NEWYEAR"". (Eligible items are marked.) Shipping starts at $5.95, but orders of $99 or more bag free shipping. Some exclusions apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1369/Lord-Taylor/"">Lord &amp; Taylor Coupons</a>.</p>",2172830,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwsvvbk0dlkdxnofbah5",Up to 70% off,
HANDBAGS,3,Vince Camuto Loma Weekender Bag,2018-01-05T15:45:24-05:00,https://www.dealnews.com/Vince-Camuto-Loma-Weekender-Bag-for-68-free-shipping/2172824.html,free shipping,True,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172824"">Vince Camuto Loma Weekender Bag</a> in Latte for $79.99. (Scroll down to see it.) Coupon code ""WKND"" cuts that to <strong>$67.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098619,2172824"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $32 under our October mention, $132 off, and the lowest price we've seen. It features a snap closure, zip pocket, two slip pockets, and a removable shoulder strap. Deal ends January 7.",2172824,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgpm1qwaahqumn6nbxzs",$68,
LIGHTING & LAMPS,3,2 Meilo 16.4ft LED Color-Change Strip Lights,2018-01-05T15:41:34-05:00,https://www.dealnews.com/2-Meilo-16.4-ft-LED-Color-Change-Strip-Lights-from-45-free-shipping/2172800.html,free shipping,,"Sam's Club offers its members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172800"">two Meilo 16.4-Foot LED Color-Changing Strip Lights</a> for <strong>$44.77</strong> with <strong>free shipping</strong>. (Non-members pay a $4.48 surcharge.) That's the lowest price we could find by $12. It features 17 colors and effects and remote control.",2172800,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atyt7me2ccmozvuv27km",from $45,
HOTELS,3,5Nts at 4-Star Cabo San Lucas Resort,2018-01-05T15:32:44-05:00,https://www.dealnews.com/5-Nts-at-4-Star-Cabo-San-Lucas-Resort-from-137-per-night/2172833.html,,,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172833"">5-Night Stays for Two at Marina Fiesta Resort &amp; Spa Resort</a> in Cabo San Lucas, Mexico, with prices starting at <strong>$685</strong>. (It's the top offer on the page; we found this rate on July 2.) At $154 per night, that's the lowest price we could find for this stay by $29. This 4-star hotel has an Expedia rating of 85% based on 1,239 reviews. Book this travel deal by January 7 for stays from April 8 through August 2.",2172833,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkv0xplhjeunguxdtgnp",from $137 per night,
ACCESSORIES,3,5 Filthy Etiquette Ties w/ 5 Pocket Squares,2018-01-05T15:25:52-05:00,https://www.dealnews.com/5-Filthy-Etiquette-Ties-w-5-Pocket-Squares-for-30-free-shipping/2172809.html,free shipping,,"Filthy Etiquette via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172809"">Filthy Etiquette Tie with Matching Pocket Square Combo</a> in several styles (Enodoc pictured) for $39.99. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098571,2172809"">Add five combos</a> to your cart for $199.95 and apply coupon code ""FE55"" to cut that to <strong>$30</strong>. With <strong>free shipping</strong>, that's a savings of $170 and the lowest price we could find. Deal ends January 7.",2172809,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpd7zxooywxg1ld3knyc",$30,
LAPTOPS,2,"Dell Inspiron Skylake i3 16"" Touch Laptop",2018-01-05T15:21:18-05:00,https://www.dealnews.com/Dell-Inspiron-Skylake-i3-16-Touch-Laptop-for-400-free-shipping/2172818.html,free shipping,,"Dell Home, via its Member Purchase Program, offers its 5-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172818"">Dell Inspiron 15 3000 Series Intel Skylake Core i3 2GHz 15.6"" Touchscreen Laptop</a> in Black for <b>$399.99</b> with <strong>free shipping</strong>. That's $130 off list and the lowest price we could find, although we saw it for $8 less last week. It features an Intel Core i3-6006U 2GHz Skylake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit touchscreen LCD, 8GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, HDMI, USB 3.0, 4-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit. Deal ends January 31.",2172818,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zwe8ywbnknctkrpcbudy",$400,
CONSOLES,4,Refurb Nintendo Switch Console,2018-01-05T15:19:50-05:00,https://www.dealnews.com/Refurb-Nintendo-Switch-Console-for-235-free-shipping/2172797.html,free shipping,True,"Blinq offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172797"">Nintendo Switch Console with Red and Blue Joy-Con</a> for $313.59. Coupon code ""NEWSJAN25"" cuts it to <b>$235.19</b>. With <b>free shipping</b>, that's $7 under yesterday's refurb mention of another color and the lowest price we've seen for this console in any condition. (It's $64 less than you'd pay for a new one today.) Deal ends January 31, although it will likely sell out quickly.<br>
<br>
Note: No warranty information is provided, but it's covered by Blinq's 30-day money-back guarantee.",2172797,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnko912lbmzvp6i5oa9x",$235,
PANTS,3,Alfani Men's Slim-fit Cotton Stretch Pants,2018-01-05T15:19:46-05:00,https://www.dealnews.com/Alfani-Mens-Slim-fit-Cotton-Stretch-Pants-for-18-free-s-h-w-beauty-item/2172767.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172767"">Alfani Men's Slim-fit Cotton Stretch Pants</a> for $21.99. Coupon code ""WKND"" drops it to <strong>$17.59</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098451,2172767"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $17 off list and the lowest price we could find, although we saw them for $3 less in November. They're available in select sizes from 30x28 to 40x32. Deal ends January 7.",2172767,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odqgoppkh56trymzjwxe",$18,
TOYS & HOBBIES,2,Crayola Long Colored Pencils 50-Pack,2018-01-05T15:19:39-05:00,https://www.dealnews.com/Crayola-Long-Colored-Pencils-50-Pack-for-4-pickup-at-Walmart/2172779.html,pickup at Walmart,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172779"">Crayola Long Colored Pencils 50-Pack</a> for $6.26. Choose in-store <strong>pickup</strong> to drop the price to <strong>$3.97</strong> and avoid the $5.99 shipping fee. That's tied with last month's mention at 8 cents per pencil and the lowest price we could find by $4. It contains 50 pre-sharpened pencils in a range of colors.",2172779,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyx80gv3xl5u0miz4frn",$4,
IPHONE CASES,3,Refurb Mophie iPhone 6 Wireless Charging Base,2018-01-05T15:05:38-05:00,https://www.dealnews.com/Refurb-Mophie-iPhone-6-Wireless-Charging-Base-for-30-free-shipping/2172785.html,free shipping,,"TechRabbit offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172785"">Mophie Juice Pack Wireless Charging Case and Universal Charging Base for iPhone 6/6s</a> in Black for <b>$29.99</b> with <strong>free shipping</strong>. That's the lowest price we could find by $34. The base wirelessly charges both your iPhone and the battery case simultaneously. It features a 1,560mAh battery case, charging base with magnetic mount, and micro-USB cable.<br>
<br>
Also available is the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098514,2172785"">iPhone 6 Plus/6s Plus version</a> in Black for <b>$29.99</b> with <b>free shipping</b>. That's the best deal we could find by $5. Its features are similar to those above, except it includes a 2,420mAh battery case. Both deals end January 18.<br>
<br>
Note: Both items are covered by a 1-year TechRabbit warranty.",2172785,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s53ls2acg01jyw2tjcag",$30,
