url,editors_choice,description,time_modified,hotness,title,picture_url,uuid,category,shipping,price,time_published
https://www.dealnews.com/Everything-Ernest-3-Movie-Collection-on-DVD-for-4-free-shipping/2169284.html,,"Fry's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169284"">Everything Ernest: 3 Feature Films on DVD Disc</a> for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It includes <i>Ernest Goes to Camp</i>, <i>Ernest Goes to Jail</i>, and <i>Ernest Scared Stupid</i>.",,3,Everything Ernest: 3 Movie Collection on DVD,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjfgfr9ainwy9or9yvhr",2169284,BLU-RAY DISC MOVIES,free shipping,$4,2017-12-31T21:03:26-05:00
https://www.dealnews.com/Oakley-Mens-Scuderia-Ferrari-Sunglasses-for-110-free-shipping/2169197.html,,"Electronics Liquidators via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169197"">Oakley Men's Scuderia Ferrari Tincan Sunglasses</a> in Carbon/Ruby for <strong>$109.99</strong> with <strong>free shipping</strong>. That's $7 below our mention from a month ago and the lowest price we've seen. (It's the best deal now by $34.) They feature full UV protection and adjustable nose pads.",,3,Oakley Men's Scuderia Ferrari Sunglasses,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vego5absqc5t60c76z0a",2169197,SUNGLASSES,free shipping,$110,2017-12-31T21:01:10-05:00
https://www.dealnews.com/Klutz-LEGO-Make-Your-Own-Movie-Kit-for-17-pickup-at-Walmart/2169170.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169170"">Klutz LEGO Make Your Own Movie Kit</a> for <b>$17.18</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090156,2169170"">Amazon</a> charges Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's tied with our mention from three weeks ago and the lowest total price we could find by $8. This kit provides a beginner-friendly guide to stop-motion animation. It includes six background settings, 36 LEGO elements, and an 80-page book.",,3,Klutz LEGO Make Your Own Movie Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e2maa2gt3dauw8pojcsi",2169170,TOYS & HOBBIES,pickup at Walmart,$17,2017-12-31T20:58:00-05:00
https://www.dealnews.com/Acer-34-Curved-WQHD-Gaming-Display-for-900-free-shipping/2169281.html,,"Ending today, Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169281"">Acer Predator X34 34"" Curved 21:9 3440x1440 WQHD IPS LED-Backlit Nvidia G-Sync Gaming Monitor</a>, model no. UM.CX1AA.A01, for $999.99. Coupon code ""EMCBCDR38"" drops the price to <b>$899.99</b>. With <b>free shipping</b>, that's $100 under our mention from March and the lowest price we've seen. (It's a current low by $100.) It features a 3440x1440 (1440p) native resolution, 21:9 aspect ratio, Nvidia G-Sync technology (which provides overclocked refresh rates up to 100Hz), 4ms response time, LED backlight, two 7-watt DTS Sound speakers, and HDMI and DisplayPort inputs.",,2,"Acer 34"" Curved WQHD Gaming Display","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qahfvysprlste8kshxlv",2169281,MONITORS,free shipping,$900,2017-12-31T20:55:11-05:00
https://www.dealnews.com/Clarks-Mens-Bushacre-2-Chukka-Boots-for-45-free-shipping/2169278.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169278"">Clarks Men's Bushacre 2 Chukka Boots</a> in several colors (Beeswax pictured) for <strong>$44.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090213,2169278"">Jet.com</a> charges the same in Beeswax only.) That's $5 under our mention a month ago and the lowest price we could find today by $10. They're available in sizes from 7 to 13.<br>
<br>
Note: Price varies by color and size.",,4,Clarks Men's Bushacre 2 Chukka Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zgnsvhivicmrrpbh3zwo",2169278,SHOES,free shipping,$45,2017-12-31T20:50:14-05:00
https://www.dealnews.com/Kenwood-2-DIN-Bluetooth-6.2-Touch-Receiver-for-190-free-shipping/2169200.html,,"Sound of Tri State via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169200"">Kenwood 2-DIN Bluetooth 6.2"" Touchscreen Receiver</a> for <b>$189.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090198,2169200"">Electronics Express via Newegg</a> charges the same.) That's the lowest price we could find by $9. Features include a DVD/CD receiver, AM/FM tuner, iOS and Android device control, and backup camera video input.",,4,"Kenwood 2-DIN Bluetooth 6.2"" Touch Receiver","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tiokook8bqd3refyucmi",2169200,CAR AUDIO,free shipping,$190,2017-12-31T20:30:51-05:00
https://www.dealnews.com/Armor-All-10-pc-Ultimate-Holiday-Gift-Pack-for-20-pickup-at-Walmart/2169275.html,True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169275"">Armor All 10-Piece Ultimate Holiday Gift Pack</a> for <strong>$19.88</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our mention from a week ago and at least $10 less than what third-party sellers charge elsewhere. It includes wash, glass wipes, wheel and tire cleaner, cleaning wipes, original protectant, tire shine, microfiber towel, car wash sponge, Armor All Pro Secrets Booklet, wash wipes sample, and 3.5-gallon bucket.",,3,Armor All 10pc Ultimate Holiday Gift Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduxkzms3hgkfcx954cu",2169275,AUTOMOTIVE,pickup at Walmart,$20,2017-12-31T20:20:22-05:00
https://www.dealnews.com/Allen-Edmonds-Mens-Cap-Toe-Dress-Shoes-for-198-free-shipping/2169272.html,,"Allen Edmonds offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169272"">Allen Edmonds Men's Boulevard Cap Toe Dress Shoes</a> in several colors (Walnut pictured) for <b>$197.50</b> with <b>free shipping</b>. That's $198 off and the lowest price we could find. They're available in sizes 7 to 15.",,3,Allen Edmonds Men's Cap Toe Dress Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yaexgd2qspavemyyhh0r",2169272,SHOES,free shipping,$198,2017-12-31T20:01:52-05:00
https://www.dealnews.com/1-byone-25-Mile-Indoor-HDTV-Antenna-for-8-free-shipping-w-Prime/2169269.html,,"Ending today, 1byone Products via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169269"">1byone 25-Mile Indoor HDTV Antenna</a> in Black for <b>$8.49</b>. Plus, Prime members bag <b>free shipping</b>. That's the lowest price we could find by a buck, although we saw it for $1 less in August. It includes a 10-foot coaxial cable and adhesive mounting stickers.",,3,1byone 25-Mile Indoor HDTV Antenna,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f9etrpjpzwdwk03xpnci",2169269,TV ANTENNAS & RECEIVERS,free shipping w/ Prime,$8,2017-12-31T19:39:19-05:00
https://www.dealnews.com/Dell-Member-Purchase-Program-Up-to-30-off-free-shipping/2168309.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168309"">Dell Home</a>, via its Member Purchase Program, offers discounts of <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088845,2168309"">laptops, desktops, tablets, electronics, and accessories</a>. Plus, <b>free shipping</b> applies to most items.",,,Dell Member Purchase Program,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n4kjqjecsrrpu9icfevm",2168309,COMPUTERS,free shipping,Up to 30% off,2018-01-01T00:01:00-05:00
https://www.dealnews.com/Electric-Fireplace-with-44-Mantle-for-127-pickup-at-Walmart/2169266.html,True,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169266"">Electric Fireplace with 44"" Mantle</a> in Black for $129. Opt for in-store <strong>pickup</strong> to drop it to <b>$126.73</b>. (You can also opt for free shipping if you aren't interested in the pickup discount.) That's $20 under our mention from ten days ago and the lowest price we've seen. This 3,750-BTU fireplace is designed to heat rooms up to 325 square feet.",,4,"Electric Fireplace with 44"" Mantle","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zqd6ynhq0oavkswgccml",2169266,HEATERS,pickup at Walmart,$127,2017-12-31T19:22:37-05:00
https://www.dealnews.com/Remington-Shortcut-Pro-Self-Haircut-Kit-for-28-free-shipping/2169263.html,True,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169263"">Remington Shortcut Pro Self-Haircut Kit</a> for $38.49. Clip the $10 off coupon on the product page to cut that to <strong>$28.49</strong>. With <strong>free shipping</strong>, that's tied with yesterday's expired mention as the lowest price we've seen. (It's the best deal now by $10.) This 13-piece kit includes a hand-held clipper, nine length-adjusting combs, a cleaning brush, storage/travel pouch, oil, and a charger.",,4,Remington Shortcut Pro Self-Haircut Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnluxboxddrq5mlp6biv",2169263,HAIR CARE,free shipping,$28,2017-12-31T19:15:08-05:00
https://www.dealnews.com/Annies-Organic-Mac-Cheese-12-Pack-for-9-w-Prime-free-shipping/2169260.html,,"For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169260"">Annie's Shells and White Cheddar 6-oz. Box 12-Pack</a> in Shells & White Cheddar for <b>$9.29</b> with <b>free shipping</b> via the directions below. That's tied with our November mention and $3 under what you'd pay for this quantity at a local store. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090210,2169260"">Annie's Shells &amp; White Cheddar 6-oz. Box 12-Pack</a> for $11.88
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$9.29</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order arrives to avoid being billed for subsequent shipments.",,3,Annie's Organic Mac & Cheese 12-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ozxrzpxujti9om80w9hi",2169260,GROCERIES,free shipping,$9 w/ Prime,2017-12-31T19:01:32-05:00
https://www.dealnews.com/24-Boost-High-Protein-8-oz.-Bottles-for-16-free-shipping/2169257.html,True,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169257"">Boost High Protein Complete Nutritional Drink 8-oz. Bottle 24-Pack</a> in Chocolate Sensation for $24.72. Clip the 35% off coupon to cut that to <strong>$16.07</strong> With <strong>free shipping</strong>, that's pennies under our September mention and $8 under what you'd pay at your local warehouse club. Each bottle includes 15g of protein and 26 vitamins and minerals.",,4,24 Boost High Protein 8-oz. Bottles,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehynv2jrylowvo12imly",2169257,SUPPLEMENTS,free shipping,$16,2017-12-31T18:56:24-05:00
https://www.dealnews.com/Shark-Rocket-Pro-Upright-Bagless-Vacuum-for-95-free-shipping/2169254.html,True,"Walmart offers the 14.3-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169254"">Shark Rocket Professional Upright Bagless Vacuum</a> in Purple for <strong>$95</strong> with <strong>free shipping</strong>. That's $4 under our mention from four days ago and the best price we've seen. (It's a low today by $34.)<br>
<br>
Features include swivel steering, an 11"" cleaning path, washable HEPA filter, LED headlights, 8.2-foot hose, crevice tool with LED light, and 30-foot power cord.",,3,Shark Rocket Pro Upright Bagless Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qpzuclmwsf7xedj7lxek",2169254,VACUUM CLEANERS,free shipping,$95,2017-12-31T18:43:19-05:00
https://www.dealnews.com/De-Longhi-Nespresso-Expert-Espresso-Machine-for-155-free-shipping/2169248.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169248"">DeLonghi Nespresso Expert Espresso Machine</a> in Grey for <strong>$154.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $76. It's designed for use with Nespresso capsules, and features four cup sizes (Americano, Espresso, Lungo, and Ristretto), hot water function, three temperature settings (medium, hot, and extra hot), and automatic power-off.",,4,DeLonghi Nespresso Expert Espresso Machine,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhm5dadkqf8e6wjmpfog",2169248,SMALL APPLIANCES,free shipping,$155,2017-12-31T18:31:46-05:00
https://www.dealnews.com/Prada-Diagramme-Leather-Handbag-for-950-free-shipping/2169245.html,True,"Prada offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169245"">Prada Diagramme Leather Handbag</a> in Black for <strong>$950</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $1,080. This calfskin bag measures about 6"" x 9"" x 13"" and features two leather handles, a detachable shoulder strap, side snap button-closure, steel-finish hardware, metal logo lettering, signature fabric lining, and two inner pockets.",,5,Prada Diagramme Leather Handbag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbc9uawokjmzubajopfc",2169245,HANDBAGS,free shipping,$950,2017-12-31T18:25:22-05:00
https://www.dealnews.com/Gaiam-Evolve-Balance-Board-for-40-free-shipping/2169242.html,True,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169242"">Gaiam Evolve Balance Board</a> for <b>$40.49</b> with <b>free shipping</b>. That's the lowest price we could find by $40. It purports to engage muscles in the back, core, legs, and ankles while standing.",,4,Gaiam Evolve Balance Board,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/szqtqwnfiofa4cusgqd3",2169242,EXERCISE EQUIPMENT,free shipping,$40,2017-12-31T18:09:42-05:00
https://www.dealnews.com/Logitech-Harmony-Smart-Control-w-Remote-for-58-pickup-at-Walmart/2169239.html,True,"In select ZIP codes only, Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169239"">Logitech Harmony Smart Control with Universal Remote</a> for the in-cart price of $79. It drops to <strong>$58</strong> when you choose in-store <b>pickup</b>. That's tied with our mention from three weeks ago as the best price we've seen this year and it's the lowest price we could find today by $21. The Harmony Smart Control works on more than 225,000 devices and features Bluetooth 3.0, a universal remote with 50 favorite channel icons, and support for Amazon's Alexa voice control. The hub also works with the Harmony app for iOS or Android.",,4,Logitech Harmony Smart Control w/ Remote,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dvxltgggszc7hseyrceu",2169239,UNIVERSAL REMOTE CONTROLS,pickup at Walmart,$58,2017-12-31T18:06:52-05:00
