category,price,time_published,time_modified,hotness,description,picture_url,editors_choice,shipping,title,url,uuid
CAMPING & OUTDOORS,$70,2018-01-05T14:26:08-05:00,,2,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172776"">Lifetime Kids' Youth Wave 6-Foot Hard Shell Kayak with Paddle</a> in Pink for <strong>$70</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098484,2172776"">Amazon</a> has it for the same.) That's tied with last month's mention as the lowest price we've seen. (It's the best deal today by $36.) It's designed for kids ages five and up or up to 130 lbs. Other features include molded finger handles on each side of the kayak, multiple footrest positions, and a molded paddle cradle.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drhpdk37bruiy8ddlqgh",True,free shipping,Lifetime Kids' Youth Wave Kayak w/ Paddle,https://www.dealnews.com/Lifetime-Kids-Youth-Wave-Kayak-w-Paddle-for-70-free-shipping/2172776.html,2172776
MAGAZINES,12 issues for free,2018-01-05T14:18:17-05:00,,3,"Mercury Magazines offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172773"">Cosmopolitan Magazine 1-Year Subscription</a> (12 issues) for <b>free</b> when you complete this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098472,2172773"">short form</a>. That's tied with our mention from a month ago, a current best by $5, and the lowest price we've seen for a 1-year subscription.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbf9ne9d1qdbootf33hd",True,,Cosmopolitan Magazine 1-Year Subscription,https://www.dealnews.com/Cosmopolitan-Magazine-1-Year-Subscription-12-issues-for-free/2172773.html,2172773
MAGAZINES,Subscriptions for $5/year,2018-01-05T14:17:54-05:00,,3,"DiscountMags cuts prices on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098412,2172755"">more than 100 magazine subscriptions</a> to <strong>$5 per year</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098406,2172755"">Great Big $5 Sale</a>. Deal ends January 8. A couple of best bets (scroll down to see them):
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098409,2172755"">Golfweek 1-Year Subscription</a> for <strong>$5</strong> (14 issues, low by $25)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172755"">GQ 1-Year Subscription</a> for <strong>$5</strong> (pictured, 11 issues, low by $5)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gji2hlfe0rvmhk2np2tl",,,DiscountMags Great Big $5 Sale,https://www.dealnews.com/Discount-Mags-Great-Big-5-Sale-Subscriptions-for-5-year/2172755.html,2172755
ACTIVEWEAR,$5,2018-01-05T14:10:21-05:00,,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172761"">Athletic Works Women's Colorblocked Capris</a> in several colors (Black/Merlot pictured) for <strong>$5</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off list and the lowest price we could find. They're available in select sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zenbpfeg0zwnl2gky0qm",,pickup at Walmart,Athletic Works Women's Colorblocked Capris,https://www.dealnews.com/Athletic-Works-Womens-Colorblocked-Capris-for-5-pickup-at-Walmart/2172761.html,2172761
SHAVING & GROOMING,$8,2018-01-05T14:00:14-05:00,,3,"Healthcareplus1 via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172758"">Derby Premium Super Stainless Double-Edge Razor Blades 100-Pack</a> for <strong>$7.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It includes 20 5-count dispensers.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpncfjvgbzef8q5v8vzl",,free shipping,Derby Premium Razor Blades 100-Pack,https://www.dealnews.com/Derby-Premium-Razor-Blades-100-Pack-for-8-free-shipping/2172758.html,2172758
BLUETOOTH HEADSETS,$10,2018-01-05T13:51:25-05:00,,3,"TechRabbit offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172749"">Plantronics M90 HD Bluetooth Headset</a> in Black for <strong>$9.99</strong> with <strong>free shipping</strong>. That's $5 below our July mention of a <i>refurb</i> and $5 under the lowest price we could find for a refurb today. It features noise cancellation and music controls. Deal ends January 18.<br>
<br>
Note: A 1-year TechRabbit warranty is included.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ygvkctzrprbaiiukq7en",,free shipping,Used Plantronics M90 HD Bluetooth Headset,https://www.dealnews.com/Used-Plantronics-M90-HD-Bluetooth-Headset-for-10-free-shipping/2172749.html,2172749
AUTOMOTIVE,$48,2018-01-05T13:43:51-05:00,,3,"Sebikam Tech via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172746"">Sebikam 1080p DVR Super-Wide Car Dashboard Camera with Rear-View Camera</a> for $84.99. Coupon code ""6CXDO72D"" knocks that to <strong>$48.44</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $37 off, and the lowest price we could find. It features a 4"" LCD, 170° wide-angle lens, 1080p video capture, G-sensor, motion detection, night vision, microSD card slot, and USB. It comes with a car charger and VGA rear-view camera with 120° wide-angle lens. Deal ends March 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/khvlpxxeskqdz3ncw1hs",,free shipping,Sebikam 1080p DVR Car Dash Cam w/ Rear Camera,https://www.dealnews.com/Sebikam-1080-p-DVR-Car-Dash-Cam-w-Rear-Camera-for-48-free-shipping/2172746.html,2172746
GARDEN TOOLS,$43,2018-01-05T13:41:03-05:00,,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172704"">Black &amp; Decker 12-amp Blower/Vacuum/Mulcher</a> for <strong>$42.98</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098181,2172704"">Amazon</a> charges the same for Prime members only.) That's the lowest price we could find by $5. It features two blow speeds and is capable of reducing 10 bags of leaves to one.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y2ytgshcybhabve5jra8",,free shipping,Black & Decker 12A Blower/Vacuum/Mulcher,https://www.dealnews.com/Black-Decker-12-A-Blower-Vacuum-Mulcher-for-43-free-shipping/2172704.html,2172704
SHOES,$60,2018-01-05T13:33:06-05:00,,3,"Rockport offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172743"">Rockport Men's Trailbreaker Duck Boots</a> in Black or Tan for $99.97. Coupon code ""BOOT40"" cuts it to <b>$59.98</b>. With <b>free shipping</b>, that's $10 under our November mention and the lowest price we could find now by $40. They're available in select medium and wide sizes from 8 to 12. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dpodcq0kyazhtnjhwc7r",,free shipping,Rockport Men's Trailbreaker Duck Boots,https://www.dealnews.com/Rockport-Mens-Trailbreaker-Duck-Boots-for-60-free-shipping/2172743.html,2172743
SURGE PROTECTORS,$15,2018-01-05T13:29:49-05:00,,2,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172707"">Belkin 6-Outlet SlimLine Power Strip Surge Protector with Rotating Plug</a> for <strong>$14.78</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4. It features a 6-foot power cord.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dfjkptkntezeewrvnmie",,free shipping,Belkin 6-Outlet SlimLine Surge Protector,https://www.dealnews.com/Belkin-6-Outlet-Slim-Line-Surge-Protector-for-15-free-shipping/2172707.html,2172707
SECURITY CAMERAS,$30,2018-01-05T13:26:12-05:00,,3,"LeHome via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172740"">LeHome 1080p WiFi IP Security Camera</a> in White for $49.99. Coupon code ""HOLA2018"" drops it to <b>$29.99</b>. With <b>free shipping</b>, that's tied with our expired mention from two days ago, $20 off, and the lowest price we could find. Features include 1080p video recording, a 120° wide-angle lens, 2-way audio, night vision up to 32 feet, motion detection, 55° vertical rotation, 355° horizontal rotation, 802.11n wireless, real-time streaming and alerts via the Eyeplus mobile app, and microSD card slot. Deal ends January 9.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pselcd2u1yvwejdlcgkl",,free shipping,LeHome 1080p WiFi IP Security Camera,https://www.dealnews.com/Le-Home-1080-p-Wi-Fi-IP-Security-Camera-for-30-free-shipping/2172740.html,2172740
AUTOMOTIVE GPSS,$70,2018-01-05T13:24:55-05:00,,3,"Groupon offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172719"">Garmin DriveSmart 50LMT-HD 5"" GPS Navigator with Lifetime North American Map and HD Digital Traffic Updates</a> for <strong>$69.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this refurb model by $5. (For further comparison, most sellers charge at least $160 for the similar 50LMT model new, but that only includes basic Garmin Traffic <i>instead</i> of the upgraded HD Digital Traffic.) It features a dual-orientation 5"" 480x272 LED-backlit LCD, preloaded data from Foursquare, Bluetooth, voice control, driver alerts, lane assist with junction view, microSD card slot, and rechargeable Li-ion battery. Deal ends January 6.<br>
<br>
Note: A 1-year Garmin warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mtnpdqxp5zzq9svuqbnj",,free shipping,"Refurb Garmin DriveSmart GPS w/ Maps, Traffic",https://www.dealnews.com/Refurb-Garmin-Drive-Smart-GPS-w-Maps-Traffic-for-70-free-shipping/2172719.html,2172719
ELECTRONICS,Up to 90% off,,2018-01-05T17:40:06-05:00,4,"TechRabbit cuts <strong>up to 90% off</strong> a selection of new and refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172737"">computers, headphones, cell phone accessories, and more</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098367,2172737"">Winter Wonderland Sale</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends January 18.<br>
<br>
Note: Refurbished items are covered by a TechRabbit warranty; see product pages for details.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/djmqzaa2fdxoytbw530t",,free shipping,TechRabbit Winter Wonderland Sale,https://www.dealnews.com/Tech-Rabbit-Winter-Wonderland-Sale-Up-to-90-off-free-shipping/2172737.html,2172737
COMPUTER CABLES,$3,2018-01-05T13:18:52-05:00,,3,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172734"">Weme Active HDMI to VGA Adapter</a> in Black or White for $7.99. Coupon code ""3OVQKGXQ"" cuts it to <b>$2.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $1 under our November mention and the lowest price we've seen. (It's the best today by $7.) It features HD video support for resolutions up to 1080p, a 3.5mm audio output, and micro-USB port with included micro-USB cable for optional power. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cijtxmnqaudwwak060ty",,free shipping w/ Prime,Weme Active HDMI to VGA Adapter,https://www.dealnews.com/Weme-Active-HDMI-to-VGA-Adapter-for-3-free-shipping-w-Prime/2172734.html,2172734
SHOES,Extra 40% off boots,,2018-01-05T17:39:30-05:00,4,"Rockport takes an <strong>extra 40% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172731"">men's and women's outlet boots</a> via coupon code ""BOOT40"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098358,2172731"">Flash Sale</a>. (Eligible items are marked.) Plus, all orders bag <strong>free shipping</strong>. (Shipping normally adds $5 for orders under $125.) Some exclusions apply. Deal ends January 6.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1206/Rockport/"">Rockport Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fmqsw01jrlf2i1ug8ick",,free shipping,Rockport Outlet Flash Sale,https://www.dealnews.com/Rockport-Outlet-Flash-Sale-Extra-40-off-boots-free-shipping/2172731.html,2172731
SHIRTS,from $7,,2018-01-05T17:21:16-05:00,4,"Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098322,2172725"">American Rag Men's Button-Down Shirts</a>, with prices starting from <strong>$6.96</strong>. Plus, take an <strong>extra 20% off</strong> select styles via coupon code ""WKND"" or an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098313,2172725"">$25 or more</a> via ""WKND25"". (Eligible items are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098316,2172725"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That puts many styles at less than half price and is a really cheap price point for men's button-down shirts in general. Deal ends January 7. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098319,2172725"">American Rag Men's Mini Houndstooth Shirt</a> for <strong>$14.39</strong> ($16 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172725"">American Rag Men's Cadet Solid Shirt</a> for <strong>$14.39</strong> (pictured, $16 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zye3pdxubwmx3dn2cavc",True,free s&h w/beauty item,American Rag Men's Shirts at Macy's,https://www.dealnews.com/American-Rag-Mens-Shirts-at-Macys-from-7-free-s-h-w-beauty-item/2172725.html,2172725
SHOES,$34,2018-01-05T13:09:45-05:00,,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172701"">Guess Women's Verna Banded Jogger Sneakers</a> in Black or Silver for $39.99. Coupon code ""WKND"" drops it to <b>$33.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098178,2172701"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Excluding padding, that's the lowest price we could find by $35. They're available in select sizes from 5 to 11. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tn2blxyhe73u4y4sdqna",,free s&h w/beauty item,Guess Women's Verna Banded Jogger Sneakers,https://www.dealnews.com/Guess-Womens-Verna-Banded-Jogger-Sneakers-for-34-free-s-h-w-beauty-item/2172701.html,2172701
HOME & GARDEN,$9,,2018-01-05T17:39:17-05:00,4,"MaidMax via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172722"">MaidMAX Foldable Storage Cube 6-Pack</a> in Beige for $18.49. Coupon code ""RLVTAIXE"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong> for Prime members, that's $9 off and the lowest price we could find. They each measure 10.5"" x 10.5"" x 11"" and feature label holders and sewn in handles. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chgodrafmzmgpheai8iz",,free shipping w/ Prime,MaidMAX Foldable Storage Cube 6-Pack,https://www.dealnews.com/Maid-MAX-Foldable-Storage-Cube-6-Pack-for-9-free-shipping-w-Prime/2172722.html,2172722
SHIRTS,$28,2018-01-05T12:58:19-05:00,,1,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172713"">Guess Men's Chalk Cotton Button Down Shirt</a> in Graffiti-Print for <strong>$27.53</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098262,2172713"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $41 off and the lowest price we could find. It's available in sizes S to L.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qa8e27nkcmxu7eizgzfh",,free s&h w/beauty item,Guess Men's Chalk Cotton Button Down Shirt,https://www.dealnews.com/Guess-Mens-Chalk-Cotton-Button-Down-Shirt-for-28-free-s-h-w-beauty-item/2172713.html,2172713
LIGHT BULBS,$9,2018-01-05T12:55:44-05:00,,3,"Oak Leaf via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172716"">LuminWiz 9-watt (65-watt Equivalent) BR30 E26 Dimmable LED Light Bulb 4-Pack</a> in Crystal White or Warm White for $12.99. Coupon code ""DMPZZ9RZ"" drops it to <strong>$8.99</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2.25 per bulb, $4 off, and the lowest price we could find. (It's also $3 under our November mention.) These bulbs feature a lifespan of up to 25,000 hours. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fjnyrijrwpptx2vmcokd",,free shipping w/ Prime,LuminWiz 9W Dimmable LED Light Bulb 4-Pack,https://www.dealnews.com/Lumin-Wiz-9-W-Dimmable-LED-Light-Bulb-4-Pack-for-9-free-shipping-w-Prime/2172716.html,2172716
LAPTOP BAGS,$18,2018-01-05T12:50:15-05:00,,3,"Qiker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172710"">XIXOV Water Resistant 17"" Laptop Backpack</a> in Gray for $29.99. Coupon code ""IRYIEITC"" drops it to <b>$17.99</b>. With <b>free shipping</b>, that's tied with our mention from two weeks ago, $12 off list, and the lowest price we've seen. It features a USB charger, adjustable shoulder straps and holds laptops up to 17"". Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzbrjka251cliwfhrt2g",,free shipping,"XIXOV Water Resistant 17"" Laptop Backpack",https://www.dealnews.com/XIXOV-Water-Resistant-17-Laptop-Backpack-for-18-free-shipping/2172710.html,2172710
SWEATERS,$22... or less,2018-01-05T12:29:13-05:00,,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172698"">Guess Women's Sleeveless Ruffled Sweater</a> in Black or Red for <b>$21.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098169,2172698"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $18 below our November mention, $47 off list, and the lowest price we could find (outside of the seller below). It's available in sizes XS to XL. Deal ends January 7.<br>
<br>
Wear size XL? With very limited stock that's likely to sell out, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098172,2172698"">Amazon</a> offers it for as low as <strong>$10.85</strong> with <strong>free shipping</strong> for Prime members.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cdxwm1i6hk2yn3ium4d1",,free s&h w/beauty item,Guess Women's Sleeveless Ruffled Sweater,https://www.dealnews.com/Guess-Womens-Sleeveless-Ruffled-Sweater-for-22...-or-less-free-s-h-w-beauty-item/2172698.html,2172698
SMALL APPLIANCES,$60,2018-01-05T12:22:13-05:00,,3,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172689"">Gourmia 8-Quart Electric Pressure Cooker</a> for <b>$59.99</b> with <b>free shipping</b>. That's the lowest price we could find by $59. It features 13 settings, timer, and includes a steam rack, measuring cup, and spoon.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt3jkmdzyhkmk5jpyqwf",,free shipping,Gourmia 8-Quart Electric Pressure Cooker,https://www.dealnews.com/Gourmia-8-Quart-Electric-Pressure-Cooker-for-60-free-shipping/2172689.html,2172689
BOOKS,$20,2018-01-05T12:19:37-05:00,,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172695""><i>Ultimate LEGO Star Wars</i> Hardcover Book</a> for <strong>$20</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098163,2172695"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oed85sphxcstaxhldsrj",,pickup at Walmart,Ultimate LEGO Star Wars Hardcover Book,https://www.dealnews.com/Ultimate-LEGO-Star-Wars-Hardcover-Book-for-20-pickup-at-Walmart/2172695.html,2172695
LAPTOPS,$130,,2018-01-05T16:47:28-05:00,3,"MacMall offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172632"">Lenovo ThinkPad X131e AMD E-300 1.3GHz 11.6"" Notebook</a> for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $40. It features an AMD E-300 1.3GHz processor, 11.6"" 1366x768 LCD, 4GB RAM, 320GB hard drive, and Windows 10 Home 64-bit.<br>
<br>
Note: No warranty information is provided.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehdoxqlqtmadoyfmpv4o",,free shipping,"Refurb Lenovo AMD 1.3GHz 12"" Notebook",https://www.dealnews.com/Refurb-Lenovo-AMD-1.3-GHz-12-Notebook-for-130-free-shipping/2172632.html,2172632
EXTERNAL HARD DRIVES,$60,2018-01-05T12:13:43-05:00,,3,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172692"">Western Digital 2TB easystore Portable USB 3.0 External Hard Drive</a> in Black for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago, $70 off, and the lowest price we've seen. It features a data transfer rate of up to 5Gb/s.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oydkcc4qpkaieflq6vqt",,free shipping,WD 2TB Portable USB 3.0 Hard Drive,https://www.dealnews.com/WD-2-TB-Portable-USB-3.0-Hard-Drive-for-60-free-shipping/2172692.html,2172692
SHAVING & GROOMING,$2,2018-01-05T12:12:56-05:00,,3,"Dorco offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172677"">Dorco Men's Pace 6 Plus Razor with Two Cartridges</a> for $6.50. Coupon code ""AFP6P199A"" cuts it to <strong>$1.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from last September, a savings of $5, and the lowest price we could find. This 6-blade razor features a rubber grip and includes two blade cartridges.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yf3wcld6hmjske7oziwl",,free shipping,Dorco Pace 6 Plus Razor w/ 2 Cartridges,https://www.dealnews.com/Dorco-Pace-6-Plus-Razor-w-2-Cartridges-for-2-free-shipping/2172677.html,2172677
DECOR,from $6,,2018-01-05T12:11:44-05:00,3,"JCPenney discounts the Liz Claiborne Ainsley Rod-Pocket Panel Curtains in the sizes listed below via coupon code ""4DEALS"". Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. Deal ends January 10. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172686"">50x84"" Panel</a> for <strong>$5.99</strong> (pictured, $34 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098133,2172686"">50x95"" Panel</a> for <strong>$8.99</strong> ($51 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098136,2172686"">50x108"" Panel</a> for <strong>$11.99</strong> ($68 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrsecxmbm2v0hxvbcvnm",,$4 pickup at JCPenney,Liz Claiborne Ainsley Curtain Panel,https://www.dealnews.com/Liz-Claiborne-Ainsley-Curtain-Panel-from-6-4-pickup-at-JCPenney/2172686.html,2172686
SHOES,$19,2018-01-05T12:03:26-05:00,,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172674"">G by Guess Women's Oleex Sneakers</a> in Gray for <strong>$19.43</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098106,2172674"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $20 off and the lowest price we could find. They're available in sizes from 6 to 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nheb7jas9s7jreuffiiw",,free s&h w/beauty item,G by Guess Women's Oleex Sneakers,https://www.dealnews.com/G-by-Guess-Womens-Oleex-Sneakers-for-19-free-s-h-w-beauty-item/2172674.html,2172674
