url,description,title,picture_url,price,hotness,category,editors_choice,shipping,time_published,time_modified,uuid
https://www.dealnews.com/Reebok-Mens-Train-Fusion-Athletic-Shoes-for-23-pickup-at-Sears/2172215.html,"Sears offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172215"">Reebok Men's Train Fusion Athletic Shoes</a> in Navy for $26.99. Coupon code ""NEWYEAR"" cuts the price to <strong>$22.94</strong>. Opt for in-store <strong>pickup</strong> to avoid the $4.49 shipping charge. That's $2 under our July mention and the lowest price we could find by $9. They're available in sizes 7 to 13.",Reebok Men's Train Fusion Athletic Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kclwjdwlqosebgb55cw3",$23,3,SHOES,,pickup at Sears,,2018-01-05T04:10:23-05:00,2172215
https://www.dealnews.com/Decor-Flame-Acadia-42-Media-Fireplace-for-116-free-shipping/2172212.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172212"">Décor Flame Acadia 42"" Media Fireplace</a> for <strong>$115.99</strong> with <b>free shipping</b>. That's $73 under our April mention and the lowest price we could find now by $49. It features a 3,750 BTU heater and will hold televisions up to 50"". It measures 43"" x 16"" x 30"".","Decor Flame Acadia 42"" Media Fireplace","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkxy79cxef7xbxrmkr7u",$116,3,TV STANDS,,free shipping,2018-01-04T22:51:45-05:00,,2172212
https://www.dealnews.com/Closet-Maid-Selectives-Basic-Closet-System-for-288-pickup-at-Home-Depot/2172209.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172209"">ClosetMaid Selectives Basic Plus Closet System</a> in White for <strong>$288.15</strong>. Opt for in-store <strong>pickup</strong> to avoid the $55 shipping charge. That's $51 off list and the lowest price we could find. It measures approximately 83"" x 120"" x 14.5"" and features 10 feet of shelf space, 12 feet of hanging space, and three expandable hanging rods. Deal ends January 31.",ClosetMaid Selectives Basic Closet System,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ev9zkoq4rtii0fkhkuw3",$288,3,HOME FURNITURE,,pickup at Home Depot,2018-01-04T22:49:53-05:00,,2172209
https://www.dealnews.com/Refurb-iRobot-Roomba-980-Wi-Fi-Robot-Vacuum-for-550-free-shipping/2172206.html,"Call of Deals via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172206"">iRobot Roomba 980 WiFi Robot Vacuum</a> for <strong>$549.99</strong> with <strong>free shipping</strong>. That's $250 below our October mention of a new unit and the best price we've seen. (It's also $349 under the lowest price we could find for a new unit today.) Features include an AeroForce cleaning system with Carpet Boost to increase power on carpets, AeroForce high-efficiency filter, and iRobot Home app for scheduling. Deal ends January 10.<br>
<br>
Note: A 1-year warranty applies, but it's unclear who backs it.",Refurb iRobot Roomba 980 WiFi Robot Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/akk3dlf8oprje012u09i",$550,3,VACUUM CLEANERS,True,free shipping,,2018-01-05T04:20:25-05:00,2172206
https://www.dealnews.com/Ozark-Trail-25-L-Commuter-Backpack-for-11-pickup-at-Walmart/2172203.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172203"">Ozark Trail 25-Liter Commuter Backpack</a> for <strong>$10.97</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $10 off and the lowest price we could find. It accommodates laptops up to 15"" and features multiple organizational pockets for easy access to keys, phone, and other personal items. It's also hydration-compatible.",Ozark Trail 25L Commuter Backpack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v8ulajgam8krptlgewk8",$11,4,BACKPACKS,,pickup at Walmart,,2018-01-05T04:09:45-05:00,2172203
https://www.dealnews.com/Samsung-27-Curved-1080-p-LED-LCD-Monitor-for-199-free-shipping/2172134.html,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172134"">Samsung 27"" Curved 1080p LED-Backlit LCD Display</a> for <b>$199</b> with <b>free shipping</b>. That's the lowest price we could find by $31. It features a 1920x1080 (1080p) native resolution, 16:9 ratio, 60Hz refresh rate, and HDMI. Deal ends January 14.","Samsung 27"" Curved 1080p LED LCD Monitor","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kl3uwsbpbcqk5roffzvs",$199,3,MONITORS,,free shipping,2018-01-04T21:38:40-05:00,,2172134
"https://www.dealnews.com/lw/click.html?20,2,2171069","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Chase Sapphire Reserve℠ Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy","50,000 bonus points",,CREDIT CARDS,,,2018-01-03T12:34:27-05:00,,2171069
https://www.dealnews.com/Society-Den-Madison-Queen-Bedroom-Sets-from-979-free-shipping/2172194.html,"Sam's Club offers its members the Society Den Madison Bed with Storage Drawers Queen Bedroom Set in several sizes from <strong>$979</strong> with <strong>free shipping</strong> as listed below:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097338,2172194"">Society Den Madison 3-Piece Queen Bedroom Set</a> for <strong>$979</strong> (low by $420)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097332,2172194"">Society Den Madison 4-Piece Queen Bedroom Set</a> for <strong>$1,299</strong> (low by $374)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172194"">Society Den Madison 5-Piece Queen Bedroom Set</a> for <strong>$1,449</strong> (pictured, low by $351)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097335,2172194"">Society Den Madison 6-Piece Queen Bedroom Set</a> for <strong>$1,599</strong> (low by $650)
 </li>
</ul>
Note: Non-members pay an additional 10% fee, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097326,2172194"">1-year membership</a> for $45.<br>
<br>
These items have an estimated arrival date of January 31.",Society Den Madison Queen Bedroom Sets,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzlgdbzi7suhexef8ubb",from $979,4,HOME FURNITURE,,free shipping,,2018-01-05T03:26:43-05:00,2172194
https://www.dealnews.com/Gladiator-31-Steel-3-Drawer-Garage-Cabinet-for-182-pickup-at-Home-Depot/2172197.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172197"">Gladiator Ready-to-Assemble 31"" Steel 3-Drawer Freestanding Garage Cabinet</a> in White or Hammered Granite for <strong>$181.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $22.49 shipping. That's the lowest price we could find by $13. It measures 31"" x 28"" x 18"" and features a 300 lb. weight capacity. Deal ends January 14.","Gladiator 31"" Steel 3-Drawer Garage Cabinet","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f1urmm33nri4gunahwbw",$182,3,TOOL STORAGE & ORGANIZATION,,pickup at Home Depot,2018-01-04T21:17:29-05:00,,2172197
https://www.dealnews.com/Gladiator-48-Gear-Box-Freestanding-Cabinet-for-301-pickup-at-Home-Depot/2172191.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172191"">Gladiator 72"" x 48"" Freestanding Garage Cabinet</a> in White for <strong>$300.99</strong>. Choose in-store <strong>pickup</strong> to avoid the $75 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097311,2172191"">Best Buy</a> charges the same.) That's the lowest price we could find by $53. It features a bottom shelf, stationary shelf, and two adjustable shelves, each with a 50-lb. capacity. Deal ends January 31.","Gladiator 48"" GearBox Freestanding Cabinet","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzz39ukl5151jxo21nj",$301,3,TOOL STORAGE & ORGANIZATION,,pickup at Home Depot,2018-01-04T20:59:24-05:00,,2172191
https://www.dealnews.com/Sports-Outdoors-Sale-at-Walmart-Deals-on-43-000-items-free-shipping-w-35/2172188.html,"Walmart discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097305,2172188"">more than 43,000 sports, camping, and outdoor items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097308,2172188"">rollbacks and clearance</a>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or get free shipping with orders of $35 or more. (Large items may have additional fees.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097302,2172188"">Bestway Neva III Boat</a> for <strong>$32.80</strong> ($67 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172188"">Ozark Trail 17x15-Foot 11-Person Instant Hexagon Cabin Tent</a> for <strong>$119</strong> (pictured, low by $39)
 </li>
</ul>",Sports & Outdoors Sale at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mizoincbxqtvtl64ckha","Deals on 43,000+ items",4,SPORTS & FITNESS,,free shipping w/ $35,,2018-01-05T04:09:35-05:00,2172188
https://www.dealnews.com/Pioneer-Bluetooth-In-Dash-CD-DVD-DM-Receiver-for-200-w-Prime-free-shipping/2172143.html,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172143"">Pioneer 6.2"" Bluetooth Double-DIN In-Dash CD/DVD/DM Car Audio Receiver</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find now by $50. It can connect with up to two smartphones via Bluetooth and features a 6.2"" LED-backlit color touchscreen LCD, four 50-watt channels, 24 AM/FM presets, HD radio tuner, satellite radio support, USB, and 3.5mm auxiliary input.<br>
<br>
Note: It's temporarily out of stock, however it can still be ordered now at the above price. You'll receive an email with an estimated delivery date as soon as that information becomes available.",Pioneer Bluetooth In-Dash CD/DVD/DM Receiver,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lss5f9rqbyrnkp9wo8pf",$200 w/ Prime,4,CAR AUDIO,,free shipping,,2018-01-05T04:09:23-05:00,2172143
https://www.dealnews.com/New-Balance-Mens-410-v5-Trail-Running-Shoes-for-26-free-shipping/2172110.html,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172110"">New Balance Men's 410v5 Trail Running Shoes</a> in Charcoal for $38.99. Coupon code ""NEWYEAR"" drops it to <b>$26</b> and unlocks <b>free shipping</b>. That's $9 under yesterday's mention and the lowest price we could find by $19. They're available in select standard and extra-wide sizes from 7 to 9 <del>sizes 7 to 11.5</del>.",New Balance Men's 410v5 Trail Running Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eczvoa7yr5kjl70levmo",$26,4,SHOES,,free shipping,,2018-01-05T04:09:17-05:00,2172110
https://www.dealnews.com/Sorel-Womens-Boots-Up-to-50-off-free-shipping-w-150/2172182.html,"Sorel takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172182"">women's boots</a> via coupon code ""SORHNY50"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097293,2172182"">Web Specials</a>. (The coupon takes 50% off full-price styles and an extra 25% off sale styles.) Shipping adds a flat <b>$6</b>, although orders of $150 or more bag free shipping.Some exclusions may apply. Deal ends January 30<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s7653/Sorel/"">Sorel Coupons</a>.</p>",Sorel Women's Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ghiciyfomviolojf0dwp",Up to 50% off,4,SHOES,,free shipping w/ $150,,2018-01-05T04:08:16-05:00,2172182
https://www.dealnews.com/Jawbone-UP3-Sleep-Activity-Monitor-Wristband-for-20-free-shipping/2172185.html,"Always Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172185"">Jawbone UP3 Sleep/Activity Monitor Wristband</a> in several colors (Twilight pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $5 under our mention from last February and the lowest price we've seen. (It's the best deal now by $16.) Tracked categories include heart rate, steps, distance, calories burned, hours slept, and calories consumed.",Jawbone UP3 Sleep/Activity Monitor Wristband,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ch3viju4x8ddfx8qj8df",$20,3,SPORTS & FITNESS,True,free shipping,,2018-01-05T04:20:16-05:00,2172185
https://www.dealnews.com/Swix-Nordic-Ski-Hard-Wax-45-g-Jar-for-6-pickup-at-REI/2172131.html,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172131"">Swix Nordic Ski Hard Wax 45-Gram Jar</a> in V60 Red/Silver or V50 Violet for <strong>$5.93</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with our November mention and the lowest price we could find now by $4. The V60 is intended for use with 37°F to 32°F new fallen snow and 34°F to 30°F transformed fine grained snow, and the V50 with 32°F new fallen snow and 30°F to 27°F transformed fine grained snow.",Swix Nordic Ski Hard Wax 45g Jar,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vnsue4lnlxqfqbk4eule",$6,2,CAMPING & OUTDOORS,,pickup at REI,2018-01-04T20:27:15-05:00,,2172131
"https://www.dealnews.com/lw/click.html?20,2,2171945","At Chase, open a new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171945"">Chase Total Checking account</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096801,2171945"">direct deposit</a>, as well as a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096804,2171945"">Chase Savings account</a> and receive a <strong>$350 bonus</strong>. (The savings account requires you deposit a total of $10,000 or more within 10 days and maintain that balance for 90 days.) Finally, the Annual Percentage Yield (APY) effective as of 9/18/2017, is 0.01% for all balances in all states. (Interest rates are variable and subject to change.) Deal ends January 18.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with many of the credit card issuers and banks mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards or accounts. This compensation has no impact or influence on where or how the cards or accounts appear on dealnews.com. DealNews does not include all card companies, banks  or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Chase Total Checking and Savings,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/torxlco2z0vsnzqslvlf",$350 bonus w/ new account,,FINANCIAL SERVICES,,,,2018-01-04T14:25:59-05:00,2171945
https://www.dealnews.com/DC-Batman-Toothbrush-3-Piece-Gift-Set-for-2-pickup-at-Walmart/2172020.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172020"">DC Batman Toothbrush 3-Piece Gift Set</a> for <strong>$2.44</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $2 off and the lowest price we could find. It includes a toothbrush holder, toothbrush, and rinse cup.",DC Batman Toothbrush 3-Piece Gift Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ej00ukmyb3bynltyzsro",$2,3,TOOTHBRUSHES,,pickup at Walmart,2018-01-04T20:23:47-05:00,,2172020
https://www.dealnews.com/Justin-Case-12-Foot-10-G-Booster-Cable-for-6-pickup-at-Walmart/2172179.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172179"">Justin Case 12-Foot 10G Booster Cable</a> for $6.59. Opt for in-store <strong>pickup</strong> to drop it to <strong>$6.21</strong> and avoid the $5.99 shipping fee. That's $5 under the lowest price we could find for a similar cable. It fits top and side mount battery posts.",Justin Case 12-Foot 10G Booster Cable,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpb5uhqssz8jhjatrosl",$6,3,AUTOMOTIVE,,pickup at Walmart,2018-01-04T20:22:16-05:00,,2172179
https://www.dealnews.com/Cotton-Econ-Hotel-Wash-Cloths-48-Pack-for-16-free-shipping/2172002.html,"Georgia Towels via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172002"">Cotton Econ Hotel Wash Cloths 48-Pack</a> in White for <strong>$15.89</strong> with <strong>free shipping</strong>. That's the lowest price we could find for similar wash cloths by a buck. They measure 12"" x 12""",Cotton Econ Hotel Wash Cloths 48-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drpkhogphaq1alpc0p4w",$16,3,TOWELS,,free shipping,2018-01-04T20:12:01-05:00,,2172002
https://www.dealnews.com/Pet-Pillow-Clearance-Deals-from-2-6-s-h/2172176.html,"Walmart discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172176"">Pet Pillows</a>, with prices starting from <strong>$2</strong>. Opt for in-store <strong>pickup</strong> where available to avoid the $5.99 shipping fee. That beats our mention from two weeks ago (which saw them all for $3 with no pickup available) and is a savings of up to $7 off list price.",Pet Pillow Clearance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l9yzwlhxtmpdahvcyrew",Deals from $2,4,DECOR,,$6 shipping,,2018-01-05T04:07:53-05:00,2172176
https://www.dealnews.com/Rockland-Hardside-Spinner-3-Piece-Luggage-Set-for-87-free-shipping/2172140.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172140"">Rockland Hardside Spinner 3-Piece Luggage Set</a> in Black for <s>$87.02</s> <strong>$86.84</strong> with <strong>free shipping</strong>. That's $18 under last month's mention, $47 off, and the lowest price we could find. It includes 20"", 24"", and 28"" spinner cases.",Rockland Hardside Spinner 3-Piece Luggage Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tzrpm6yak0hnswbjrxx8",$87,4,LUGGAGE & TRAVEL GEAR,,free shipping,,2018-01-05T04:07:34-05:00,2172140
https://www.dealnews.com/Arbys-Small-Fry-and-Soft-Drink-free-w-Buffalo-Tenders/2172113.html,"At participating Arby's locations, buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172113"">Buffalo Chicken Tenders</a> at full price and get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097245,2172113"">small fry and soft drink</a> for <strong>free</strong> via this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097248,2172113"">printable coupon</a>. (You'll get the coupon when you fill out your name and click ""Get this deal"".) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097242,2172113"">Click here</a> to find a location near you. Deal ends January 9.",Arby's Small Fry and Soft Drink,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n8e626a8klonz9krwtp6",free w/ Buffalo Tenders,3,RESTAURANTS,,,2018-01-04T20:00:57-05:00,,2172113
https://www.dealnews.com/Coleman-70-Hour-Citronella-Candle-Lantern-for-6-pickup-at-Walmart/2172173.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172173"">Coleman 70-Hour Citronella Candle Lantern</a> for <strong>$5.86</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our mention from ten days ago and the lowest price we could find by $1. It's designed to repel mosquitoes.",Coleman 70-Hour Citronella Candle Lantern,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lqpkv4wuk94qb8i2uyz7",$6,3,CAMPING & OUTDOORS,,pickup at Walmart,2018-01-04T19:57:46-05:00,,2172173
https://www.dealnews.com/Cetaphil-20-oz.-and-9-oz.-Moisturizing-Creams-from-11-free-shipping/2172146.html,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172146"">Cetaphil 20-oz. Moisturizing Cream</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097281,2172146"">Cetaphil 8.8-oz. Moisturizing Cream</a> for <strong>$10.99</strong> with <strong>free shipping</strong>. (Non-members pay an additional 80 cents.) That's the lowest price we could find for this bundle by $4. (Most local stores charge about this price for just a 16-oz. jar.) Deal ends January 28.",Cetaphil 20-oz. and 9-oz. Moisturizing Creams,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uetsbzphlcksaaugnjjq",from $11,3,SKIN CARE,,free shipping,2018-01-04T19:51:52-05:00,,2172146
https://www.dealnews.com/Ski-Retriever-Tag-Kit-for-39-pickup-at-REI/2172089.html,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172089"">Ski Retriever Tag Kit</a> for <b>$38.83</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $59 off list and the lowest price we could find. The set includes two homing tags.",Ski Retriever Tag Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aznnh3udu9pmc04xk7bb",$39,3,SPORTS & FITNESS,,pickup at REI,2018-01-04T19:47:44-05:00,,2172089
