hotness,url,time_published,time_modified,description,shipping,uuid,price,picture_url,editors_choice,title,category
3,https://www.dealnews.com/Xuan-Wheel-Colorful-Bicycle-Wheel-Spoke-Light-for-20-free-shipping/2168285.html,2017-12-29T12:22:21-05:00,,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168285"">XuanWheel X1 Colorful Bicycle Wheel Spoke Light</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $7 under our March mention and the lowest price we could find by $6. It features mobile Bluetooth controls and an 8-hour working time. Deal ends January 4.",free shipping,2168285,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtcztwff4ntyqgkatnza",,XuanWheel Colorful Bicycle Wheel Spoke Light,BICYCLING
4,https://www.dealnews.com/Tillys-Clearance-Sale-50-off-free-shipping/2168294.html,,2017-12-29T20:55:45-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168294"">Tillys</a> takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088767,2168294"">men's, women's, and kids' sale styles</a> for its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088770,2168294"">Clearance Sale</a>. (Prices are as marked.) Plus, coupon code ""DNFS"" bags <b>free shipping</b>. (If you see an error in-cart after applying the coupon code, click ""Checkout"" and you should see free shipping on the following page.) Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2336/Tillys/"">Tillys Coupons</a>.</p>",free shipping,2168294,50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lamsb8ut54htmm5ofwtd",,Tillys Clearance Sale,CLOTHING & ACCESSORIES
1,https://www.dealnews.com/Minecraft-Mooshroom-Plush-for-10-pickup-at-Walmart/2168297.html,2017-12-29T12:21:44-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168297"">Minecraft Mooshroom Plush</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. It's polyester and measures 8"" long.",pickup at Walmart,2168297,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lupvb8lpflcibl79fkmb",,Minecraft Mooshroom Plush,TOYS & HOBBIES
,"https://www.dealnews.com/lw/click.html?20,2,2167598",,2017-12-28T12:39:27-05:00,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167598"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2167598,$150 cash rewards offer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",,Bank of America® Cash Rewards Credit Card,CREDIT CARDS
3,https://www.dealnews.com/ANNT-32-180-W-Curved-LED-Light-Bar-for-40-free-shipping/2168303.html,2017-12-29T12:18:13-05:00,,"Eshop-best via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168303"">ANNT 32"" 180-watt Curved LED Light Bar</a> in Black <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $17. It measures 35"" x 4"" x 3"" and features waterproof construction. It's designed for use with off-road vehicles.",free shipping,2168303,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/anzqbvmfzzmi8zfjqrqw",,"ANNT 32"" 180W Curved LED Light Bar",AUTOMOTIVE
2,https://www.dealnews.com/Haier-XShuai-T370-Robot-Vacuum-for-160-free-shipping/2168282.html,2017-12-29T12:17:01-05:00,,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168282"">Haier XShuai T370 WiFi Robot Mop and Vacuum Cleaner</a> for $219.99. Coupon code ""SDGBT370"" cuts it to <strong>$159.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $13. This self-charging vacuum features three cleaning modes, a gyroscope navigation system, HEPA filter, 10.1-oz. dust bin, 8.8-oz. water tank, built-in WiFi, voice control via Alexa and Siri, remote control via mobile app, and up to 90 minutes of cleaning per charge. Deal ends January 31.",free shipping,2168282,$160,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/afgwsnfwsqfws5rf9mcq",,Haier XShuai T370 Robot Vacuum,VACUUM CLEANERS
4,https://www.dealnews.com/Pyrex-Items-at-Macys-20-off-extra-20-off-free-s-h-w-beauty-item/2168312.html,,2017-12-29T21:06:17-05:00,"Macy's takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088848,2168312"">Pyrex food storage and kitchen items</a>. (Discount applies in-cart.) Plus, it takes an <strong>extra 20% off</strong> via coupon code ""FIT"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088851,2168312"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $25 or more bag free shipping automatically.) Some exclusions apply. Deal ends December 30. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088854,2168312"">Pyrex 12-Piece Simply Store Set w/ Colored Lids</a> for <strong>$15.35</strong> ($25 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168312"">Pyrex 5-Piece Atlantic Blue Bakeware Set</a> for <strong>$19.19</strong> (pictured, low by $8)
 </li>
</ul>",free s&h w/beauty item,2168312,20% off + extra 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/btt0yogefipqiphjn2f2",,Pyrex Items at Macy's,KITCHEN
2,https://www.dealnews.com/50-Uber-Gift-Card-for-45/2168291.html,2017-12-29T11:58:27-05:00,,"ACI Gift Cards via Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168291"">$50 Uber Gift Card</a> for $50. Coupon code ""UBER"" knocks that to <strong>$45</strong>. (It'll arrive via email.) That's tied with our May mention and the best deal we could find today by $3.",,2168291,$45,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qks6lngamd9kcz1vpfaa",,$50 Uber Gift Card,GIFT CARDS
2,https://www.dealnews.com/100-Cracker-Barrel-Gift-Card-for-85-free-shipping/2168288.html,,2017-12-29T16:27:40-05:00,"PayPal Digital Gifts via eBay offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168288"">$100 Cracker Barrel Old Country Store Gift Card</a> for <strong>$85</strong> with <strong>free shipping</strong>. That's $15 off and the lowest price we could find.",free shipping,2168288,$85,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvgg5mzqq3fit5hweolq",,$100 Cracker Barrel Gift Card,RESTAURANTS
4,https://www.dealnews.com/Wood-Panels-at-Walgreens-75-off-pickup-at-Walgreens/2168273.html,,2017-12-29T20:51:52-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168273"">Walgreens</a> takes <strong>75% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088677,2168273"">5"" x 7"" and 8"" x 10"" Wood Panels</a> via coupon code ""NEWPANEL75"". Opt for in-store <strong>pickup</strong> to dodge any shipping fees, which start at $7.99. That's a savings of at least $21 and the best offer we've seen for these items at Walgreens.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>",pickup at Walgreens,2168273,75% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tf7sorjki0kfptltyrav",,Wood Panels at Walgreens,PHOTO SERVICES
3,https://www.dealnews.com/WY8124-Solar-LED-Rechargeable-Camping-Lamp-for-9-free-s-h-from-China/2168267.html,2017-12-29T11:36:22-05:00,,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168267"">WY8124 Solar LED Rechargeable Camping Lamp</a> for $10.54. Coupon code ""CXY6556"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features 300 lumens of brightness, ABS construction, and USB charging.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.",free s&h from China,2168267,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jc0qvmx7a9mpvlqhkyxr",,WY8124 Solar LED Rechargeable Camping Lamp,CAMPING & OUTDOORS
3,https://www.dealnews.com/Proker-Wireless-Bluetooth-Headphones-for-28-free-shipping/2168249.html,2017-12-29T11:34:23-05:00,,"Proker via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168249"">Proker Wireless Bluetooth Headphones</a> for $39.39. Coupon code ""LBMQ44C2"" drops it to <b>$27.57</b>. With <b>free shipping</b>, that's tied with our mention from a week ago, $12 off list, and the lowest price we could find. They feature Bluetooth 4.2, up to 2.5 hours of playback, and compatibility with iOS or Android devices. Deal ends January 12.",free shipping,2168249,$28,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/deoc4o76koo3yegeti1j",,Proker Wireless Bluetooth Headphones,HEADPHONES
3,https://www.dealnews.com/Leadnovo-Self-Stirring-15.2-oz.-Mug-for-18-free-shipping-w-Prime/2168270.html,,2017-12-29T11:33:55-05:00,"Leadnovo via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168270"">Leadnovo Self-Stirring 15.2-oz. Stainless Steel Mug</a> in Blue for $22.59. Coupon code ""F5R9T2X2"" cuts that to <strong>$18.07</strong>. Plus, Prime members bag <strong>free shipping</strong>. (It's also available in Black or Pink for a few cents more.) That's $5 off list, tied with last month's mention, and the lowest price we could find. It holds water temperature for up to four hours, and features a removable stirrer. Deal ends December 31.",free shipping w/ Prime,2168270,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dk1ueqfjh2abgjlm1aly",,Leadnovo Self-Stirring 15.2-oz. Mug,KITCHEN
,"https://www.dealnews.com/lw/click.html?20,2,2168609",2017-12-30T00:01:00-05:00,,"At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168609"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089667,2168609"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2168609,$200 Cash Rewards Bonus,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz",,Wells Fargo Cash Wise Visa® Card,CREDIT CARDS
2,https://www.dealnews.com/Emporio-Armani-Mens-Classic-Watch-for-219-free-shipping/2168261.html,2017-12-29T11:30:37-05:00,,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168261"">Emporio Armani Men's Classic Watch</a> in Black for $466. Coupon code ""DNCLASSC219"" cuts it to <strong>$219</strong>. With <strong>free shipping</strong>, that's $80 under our August mention and the lowest price we could find by $304. It features a leather strap, stainless steel case, Swiss mechanical automatic movement, and water resistance. Deal ends January 3.",free shipping,2168261,$219,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xifbfubyfbeup31iafjt",,Emporio Armani Men's Classic Watch,WATCHES
3,https://www.dealnews.com/Rymemo-Wireless-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2168255.html,2017-12-29T11:30:15-05:00,,"Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168255"">Rymemo Wireless Bluetooth In-Ear Earphones</a> in Grey/Black for $20.99. Coupon code ""KT4J2KXK"" cuts the price to <strong>$8.82</strong>. With <strong>free shipping</strong> for Prime members, that's pennies under our mention of a different color from two days ago, $11 off list, and the lowest price we could find. These sweatproof earphones feature hi-fi sound, noise cancellation, and soft hooks. Deal ends January 1.",free shipping w/ Prime,2168255,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jbbj9sky1o5ci1ijmnjl",,Rymemo Wireless Bluetooth In-Ear Earphones,HEADPHONES
3,https://www.dealnews.com/Victorias-Secret-Pink-Womens-Lace-Bralette-for-10-8-s-h/2168243.html,2017-12-29T11:27:41-05:00,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168243"">Victoria's Secret Pink Women's Strappy Lace Bralette</a> in Neon Red or Black for <b>$9.99</b> plus <b>$8</b> for shipping. That's $17 off list and the lowest price we could find. It's available in sizes XS, M, or L.",$8 shipping,2168243,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys28qtxkdrdbsfmkzxz3",,Victoria's Secret Pink Women's Lace Bralette,INTIMATES
5,https://www.dealnews.com/Macys-One-Day-Sale-Over-25-000-daily-deals-free-shipping-w-25/2168246.html,,2017-12-29T20:20:53-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168246"">Macy's</a> offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088587,2168246"">over 25,000 daily deals</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088590,2168246"">One Day Sale</a>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088593,2168246"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping with orders of $25 or more. (Free shipping normally requires an order of $99 or more.) Deal ends December 30.",free shipping w/ $25,2168246,"Over 25,000 daily deals","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",,Macy's One Day Sale,MACY'S COUPONS
3,https://www.dealnews.com/Victoria-Sport-Womens-Lightweight-Sports-Bra-for-13-8-s-h/2168252.html,,2017-12-29T15:33:46-05:00,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168252"">Victoria Sport Women's Lightweight Strappy Sports Bra</a> in several colors (Blue Mercury pictured) for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $22 off list and the lowest price we could find. It comes in select sizes from 32A to 38DD.",$8 shipping,2168252,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cnnuigulsjuyhqubdcc0",,Victoria Sport Women's Lightweight Sports Bra,ACTIVEWEAR
4,https://www.dealnews.com/Peak-Bug-Cleaner-Windshield-Wash-1-Gal-Bottle-for-1-pickup-at-Ace-Hardware/2168234.html,,2017-12-29T20:51:32-05:00,"For in-store pickup only and with limited stock varying by ZIP code, Ace Hardware offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168234"">Peak Premium Bug Cleaner with Rain-Off Windshield Wash 1-Gallon Bottle</a> for $2.49. (Click ""Check Availability"" and select a store to add it to cart.) In cart the price drops to <strong>99 cents</strong>. That's tied with our January mention and the lowest price we could find now by $2. This USA-made wash is for use with temperatures above 32°F. It purportedly removes road grime and bugs and helps repel rain away from your windshield. Deal ends January 31, 2018.",pickup at Ace Hardware,2168234,$1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vkwbs9cukbzwutsgebwf",,Peak Bug Cleaner Windshield Wash 1-Gal Bottle,AUTOMOTIVE
2,https://www.dealnews.com/Grammarly-Premium-1-Year-Subscription-for-70/2168240.html,,2017-12-29T20:40:04-05:00,"StackSocial offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168240"">Grammarly Premium 1-Year Subscription</a> for <strong>$69.98</strong>. That's tied with our mention from two weeks ago and $70 less than you'd pay from Grammary direct. This online spell-checker catches mistakes on Gmail, Facebook, Twitter, Linkedin, and more, and offers style and vocabulary suggestions. Deal ends January 5.",,2168240,$70,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lccxq8v1bo4ebi44fbtf",True,Grammarly Premium 1-Year Subscription,SOFTWARE
2,https://www.dealnews.com/Bayasolo-X1-In-Ear-Headphones-for-3-free-s-h-from-China/2168237.html,2017-12-29T10:54:00-05:00,,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168237"">Bayasolo X1 In-Ear Headphones</a> for $5.99. Coupon code ""PAE0088WCX"" cuts that to <strong>$2.99</strong>. With <strong>free shipping</strong>, that's $10 off list and the lowest price we could find. They feature a frequency response of 20Hz to 20kHz, microphone, and in-line controls.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.",free s&h from China,2168237,$3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dxrvtb71urxvluatvv4z",,Bayasolo X1 In-Ear Headphones,HEADPHONES
2,https://www.dealnews.com/Theefun-1-10-Simulation-Racer-RC-Car-for-36-free-shipping/2168228.html,2017-12-29T10:51:24-05:00,,"AppelEA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168228"">Theefun 1:10 Simulation Racer RC Car</a> in Red or Blue for $59.99. Coupon code ""X5ZVIDMH"" cuts it to <strong>$35.99</strong>. With <strong>free shipping</strong>, that's $18 under last week's mention, $24 off, and the lowest price we've seen. It goes up to 8 mph and features 100-foot range. Deal ends December 31.",free shipping,2168228,$36,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gbxyvr5v3mrenzq0z1cj",,Theefun 1:10 Simulation Racer RC Car,TOYS & HOBBIES
,https://www.dealnews.com/Aduro-U-Grip-Tablet-Stand-and-Holder-for-10-free-shipping-w-Prime/2167820.html,2017-12-29T03:18:06-05:00,,"Entronik via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167820"">Aduro U-Grip Tablet Stand and Holder</a> in several colors (Black/Red pictured) for $12.97. Coupon code ""P6HBBJMA"" cuts it to <b>$9.99</b>. Plus, Prime members get <b>free shipping</b>. It fits tablets of 7"" to 10"", a rubber coated grip, and 360° of rotation. Deal ends January 6.",free shipping w/ Prime,2167820,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r4rw5okcl1wu2dlptziu",,Aduro U-Grip Tablet Stand and Holder,TABLET ACCESSORIES
2,https://www.dealnews.com/LG-Mini-Beam-Home-Theatre-Projector-for-397-free-shipping/2168225.html,,2017-12-29T15:54:27-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168225"">LG MiniBeam Home Theatre Projector</a> in White for <strong>$397</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088452,2168225"">B&amp;H Photo Video</a> has it for about the same.) That's $3 under last week's mention and the lowest price we could find by $133, excluding the mention below. This portable projector features a 1280x720 (720p) native resolution, up to 2.5-hour battery life, Bluetooth, wireless mirroring of a smartphone or tablet, built-in TV tuner, and USB port.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088455,2168225"">Dell Small Business</a> has it for $399.99 with free shipping.",free shipping,2168225,$397,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7qskgxflyap6d2knzcu",,LG MiniBeam Home Theatre Projector,PROJECTORS
,https://www.dealnews.com/features/best-freebie-deals/,2017-12-29T10:45:57-05:00,,"It's the last weekend of 2017, and no matter how you felt about this year, we bet you could use a freebie. Check out our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a> to score free HBO for a month, a useful sleep app, and more.",,2168231,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hob7ssmmbqfpd53hcit3",,"Best Freebies: Score a Free Month of HBO Now, Plus a $10 Amazon Credit!",ROUNDUPS
5,https://www.dealnews.com/Bath-Body-Works-Semi-Annual-Sale-Up-to-75-off-20-off/2168213.html,,2017-12-29T20:51:08-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168213"">Bath &amp; Body Works</a> takes <strong>up to 75% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088413,2168213"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, cut an <b>extra 20% off</b> via coupon code ""DISCOVER20"". Shipping adds a flat <strong>$5.99</strong> for orders over $10. (Shipping costs $9.99 for orders of $10 or less.) Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1693/Bath-Body-Works/"">Bath &amp; Body Works Coupons</a>.</p>",,2168213,Up to 75% off + 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wxtiarrwkcppvnvjelqh",,Bath & Body Works Semi-Annual Sale,BEAUTY
3,https://www.dealnews.com/Degree-Womens-2.6-oz.-Antiperspirant-4-Pack-for-5-free-shipping/2168219.html,,2017-12-29T15:53:49-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168219"">Degree Women's Dry Protection 2.6-oz. Antiperspirant 4-Pack</a> in Pure Clean for <strong>$5.19</strong> with <strong>free shipping</strong>, via the directions below. That's the lowest price we could find for this quantity by $10. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168219"">Degree Women's Dry Protection 2.6-oz. Antiperspirant 4-Pack</a> for $7.99
 </li>
 <li>clip the on-page coupon
 </li>
 <li>checkout via Subscribe &amp; Save for a final price of <strong>$5.19</strong>
 </li>
</ol>",free shipping,2168219,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qnzenhxst5bx47wornjw",,Degree Women's 2.6-oz. Antiperspirant 4-Pack,PERSONAL CARE
