picture_url,category,shipping,hotness,editors_choice,time_published,price,description,url,title,time_modified,uuid
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wxklaz9gwxobj3wwm4sl",KITCHEN,free shipping w/ Prime,3,,2017-12-31T01:34:27-05:00,$8,"L & P Leading Trend via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169026"">Fred &amp; Friends Taco Truck Taco Holder 2-Pack</a> for <strong>$7.72</strong> with <strong>free shipping</strong> for Prime members. That's the lowest total price we could find by $8. It includes one salsa red truck and one guacamole green truck.",https://www.dealnews.com/Fred-Friends-Taco-Truck-Taco-Holder-2-Pack-for-8-free-shipping-w-Prime/2169026.html,Fred & Friends Taco Truck Taco Holder 2-Pack,,2169026
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b91argsljazzobbxv9lg",KITCHEN,free shipping w/ Prime,4,,,$8,"L & P Leading Trend via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169023"">Fred &amp; Friends Deep Tea Diver Silicone Tea Infuser</a> for <strong>$8.25</strong> with <strong>free shipping</strong> for Prime members. That's the lowest total price we could find by $8. It's dishwasher- and microwave-safe and features a stainless steel ""air tank"" serves as a counterweight for the infuser.",https://www.dealnews.com/Fred-Friends-Deep-Tea-Diver-Tea-Infuser-for-8-free-shipping-w-Prime/2169023.html,Fred & Friends Deep Tea Diver Tea Infuser,2017-12-31T01:32:07-05:00,2169023
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ufyj9v7zjnyh5m8wg1as",LAUNDRY SUPPLIES,free shipping w/ Prime,4,True,2017-12-31T01:17:53-05:00,$9,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169020"">Rubbermaid Folding Laundry Hamper</a> in Natural for <strong>$9.08</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090009,2169020"">Home Depot</a> charges the same with in-store pickup.) That's $2 under our June mention and the lowest price we've seen. (It's a current low by $5.) It's made of canvas and measures 23"" x 14"" x 14"".",https://www.dealnews.com/Rubbermaid-Folding-Laundry-Hamper-for-9-free-shipping-w-Prime/2169020.html,Rubbermaid Folding Laundry Hamper,,2169020
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l4t3twm4ief1xktp2npj",SMALL APPLIANCES,free shipping,4,,2017-12-31T00:54:32-05:00,$175,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169017"">KitchenAid 5-Quart Stand Mixer</a> in Cavair for <strong>$174.99</strong> with <strong>free shipping</strong>. That's $30 under our May mention and the lowest price we could find now by $65. It features a beater, dough hook, pouring shield, stainless steel bowl, and a wire whip.",https://www.dealnews.com/Kitchen-Aid-5-Quart-Stand-Mixer-for-175-free-shipping/2169017.html,KitchenAid 5-Quart Stand Mixer,,2169017
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fstiudygo8w7cjvrslbh",BATTERY BACKUPS/UPSS,free shipping,4,True,2017-12-31T00:38:17-05:00,$31,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169014"">APC UPS Connect 84VA Battery Back-Up System</a> for $44.05. Clip the $13 off coupon to cut that to <b>$31.05</b>. With <strong>free shipping</strong>, that's the lowest price we could find by $40, although it was a buck less three weeks ago. It features over two hours of network backup power, two surge-protected outlets, a removable battery pack for smartphone charging, and three USB ports.",https://www.dealnews.com/APC-UPS-Connect-84-VA-Battery-Back-Up-System-for-31-free-shipping/2169014.html,APC UPS Connect 84VA Battery Back-Up System,,2169014
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ar6itllqfetcsvfpv661",KIDS' CLOTHES,free shipping,4,,2017-12-31T00:23:51-05:00,$22,"L.L.Bean offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169011"">L.L.Bean Boys' Puff-n-Stuff Jacket</a> in three colors (Bold Lilac pictured) for $29.99. Coupon code ""EXTRA25"" cuts that price to <strong>$37.49</strong>. With <strong>free shipping</strong>, that's $37 off and the lowest price we could find. It's available in sizes 10/12 and 14/16. Deal ends January 1.",https://www.dealnews.com/L.L.Bean-Girls-Puff-n-Stuff-Jacket-for-22-free-shipping/2169011.html,L.L.Bean Girls' Puff-n-Stuff Jacket,,2169011
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7scx74oxtxxtyrswy0r",CHAIRS,free shipping,4,,2017-12-30T22:32:33-05:00,$159,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169008"">Mainstays Recliner</a> in three colors (Grey Fabric pictured) for <strong>$159</strong> with <strong>free shipping</strong>. That's $40 off and a great deal for a recliner. It features pocketed comfort coils and fingertip actuated recline control.",https://www.dealnews.com/Mainstays-Recliner-for-159-free-shipping/2169008.html,Mainstays Recliner,,2169008
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hva2w82uuxd8nyp1ryru",KITCHEN,free shipping w/ Prime,5,,2017-12-30T22:14:27-05:00,$10,"EFO-S via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169005"">EFOSHM Insulated Stainless Steel 16-oz. Thermos with Removable Tea Strainer</a> in Black for $16.99. Clip the 40% off coupon to drop the price to <b>$10.19</b>. Plus, Prime members receive <b>free shipping</b>. That's $7 under our January mention and the lowest price we've seen. This double-wall, vacuum-insulated thermos is BPA-free.",https://www.dealnews.com/Insulated-16-oz.-Thermos-w-Tea-Strainer-for-10-free-shipping-w-Prime/2169005.html,Insulated 16oz. Thermos w/ Tea Strainer,,2169005
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wac3gwfjw4hlgqcmqll9",GAMES,$3 shipping,3,,2017-12-30T21:19:09-05:00,$10,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169002"">Mass Effect: Andromeda Deluxe for Xbox One</a> for $19.99. Coupon code ""EMCBCDR39"" cuts the price to <strong>$9.99</strong>. With <strong>$2.99</strong> for shipping, that's the lowest price we could find by $10, although it was a a buck less two weeks ago.",https://www.dealnews.com/Mass-Effect-Andromeda-Deluxe-for-Xbox-One-for-10-3-s-h/2169002.html,Mass Effect: Andromeda Deluxe for Xbox One,,2169002
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wnpfbsacht3beqcx5rij","BEER, WINE, LIQUOR",free shipping,,,2017-12-31T00:01:00-05:00,$25 off your first order,"For new members only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168579"">Winc</a> offers <strong>$25 off</strong> the cost of your <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089637,2168579"">first order</a>. Plus, <strong>free shipping</strong> applies. Winc is a monthly wine delivery service. Just answer a few questions about your taste in wine, and you'll receive four bottles per month. (You can choose any combination of red or white wine.) Finally, there are no membership fees, and you can skip a month, or cancel anytime. Select states are excluded.",https://www.dealnews.com/Winc-Wine-Service-25-off-your-first-order-free-shipping/2168579.html,Winc Wine Service,,2168579
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f9wn4tixywx22ycx9uyt",OFFICE CHAIRS,free shipping,4,,2017-12-30T21:07:17-05:00,$68,"Staples offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168999"">Staples Bresser Luxura Managers Chair</a> in Tan for <strong>$67.86</strong> with <strong>free shipping</strong>. That's $81 off and the lowest price we could find. It's weight-rated to 225-lbs. and features pneumatic seat height adjustment, internal lumbar support, and adjustable tilt tension and lock.",https://www.dealnews.com/Staples-Bresser-Luxura-Managers-Chair-for-68-free-shipping/2168999.html,Staples Bresser Luxura Managers Chair,,2168999
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h1wnhrcuqki32g6opoyd",HOME FURNITURE,pickup at Walmart,3,,2017-12-30T20:54:59-05:00,$50,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168996"">Mainstays Adjustable-Height Swivel Barstool 3-Pack</a> for <strong>$50</strong> with <strong>free shipping</strong>. That's $49 off and the lowest price we could find. They are adjustable from 24"" to 29"".",https://www.dealnews.com/Mainstays-Adjustable-Height-Barstool-3-pk-for-50-pickup-at-Walmart/2168996.html,Mainstays Adjustable-Height Barstool 3pk,,2168996
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckqmvbuikv7co3oxoxgb",OFFICE CHAIRS,free shipping,3,,2017-12-30T19:30:00-05:00,from $40,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168987"">SeatWell Ergonomic Task Chair</a> in several colors (White pictured) for <strong>$39.98</strong> with <strong>free shipping</strong>. (Non-members pay a $3.99 surcharge.) That's $10 off and the lowest price we could find. It has a weight capacity of up to 300 lbs.",https://www.dealnews.com/Seat-Well-Ergonomic-Task-Chair-from-40-free-shipping/2168987.html,SeatWell Ergonomic Task Chair,,2168987
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wekayadzdttbt2eavquf",EBOOKS,,5,,2017-12-30T18:00:00-05:00,free,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168957"">Cidney Swanson's <i>The Ripple Trilogy: Books 1-3</i> for Kindle</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089955,2168957"">Barnes &amp; Noble</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089958,2168957"">Kobo</a> charge the same.) That's $8 off and the lowest price we could find.",https://www.dealnews.com/The-Ripple-Trilogy-Kindle-eBook-Box-Set-for-free/2168957.html,"""The Ripple Trilogy"" Kindle eBook Box Set",,2168957
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/urruyqvwwbw5sb0g5gav",BABIES & KIDS ITEMS,free shipping,3,,2017-12-30T17:00:00-05:00,$220,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168933"">Britax Marathon ClickTight Convertible Car Seat</a> in Prescott for <strong>$219.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $53. It features an adjustable height and harness, reclining seat, side impact protection, and support for kids up to 65 lbs.<br>
<br>
It's expected to ship in 1 to 2 months.",https://www.dealnews.com/Britax-Marathon-Click-Tight-Car-Seat-for-220-free-shipping/2168933.html,Britax Marathon ClickTight Car Seat,,2168933
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xxkymncbfa582on9kngz",INKJET PRINTERS,free shipping,3,,2017-12-30T16:30:00-05:00,$79 after rebate,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168909"">Canon Pixma Pro-100 Wireless Professional Inkjet Photo Printer</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089910,2168909"">Canon Photo Paper Plus Semi-Gloss SG201 13x19"" 50-Sheet Pack</a> for $329. Redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089913,2168909"">$250 mail-in rebate</a> to cut the price to <strong>$79</strong>. With <strong>free shipping</strong>, that's tied with our expired mention from three days ago, and the lowest price we could find by $171. The printer features a 4800x2400 dpi maximum print resolution, up to 13x19"" wide-format printing, 802.11n wireless, PictBridge, and USB. Deal ends December 31.",https://www.dealnews.com/Canon-Pixma-Wi-Fi-Inkjet-Printer-w-Paper-for-79-after-rebate-free-shipping/2168909.html,Canon Pixma WiFi Inkjet Printer w/ Paper,,2168909
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lu2jamll4nj7mgnamgp6",COATS,free shipping,4,,2017-12-30T16:06:15-05:00,$80,"Columbia offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168993"">Columbia Women's Karis Gale Long Jacket</a> in several colors (Dark Raspberry pictured) for $99.99. Coupon code ""COLDEC60"" knocks it to <strong>$79.99</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090003,2168993"">sign up</a>.) That's $120 off and the lowest price we could find. It's available in select sizes from XS to XL. Deal ends December 31.",https://www.dealnews.com/Columbia-Womens-Karis-Gale-Long-Jacket-for-80-free-shipping/2168993.html,Columbia Women's Karis Gale Long Jacket,,2168993
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhawaav5vj8bdx212xwd",CLOTHING & ACCESSORIES,free shipping w/ $125,5,,2017-12-30T16:00:00-05:00,Up to 60% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168921"">Ugg Closet</a> takes <strong>up to 60% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089970,2168921"">men's, women's, and kids' footwear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089928,2168921"">Closet Sale</a>. (Prices are as marked.) Shipping adds <strong>$8</strong>, but orders of $125 or more bag free shipping. Available sizes and quantities for some items are limited.",https://www.dealnews.com/Ugg-Closet-Sale-Up-to-60-off-free-shipping-w-125/2168921.html,Ugg Closet Sale,,2168921
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fmqmqiddgwxi3ggkdsul",ACCESSORIES,free shipping,3,,2017-12-30T15:55:03-05:00,$8,"Dailysteals via eBay offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168990"">two Men's Leather Double Prong Belts</a> in Black and Brown for <strong>$7.99</strong> with <strong>free shipping</strong>. That's $3 below our August mention and the lowest price we could find by $5. They're available in sizes 30-32 to 42-44.",https://www.dealnews.com/2-Mens-Leather-Double-Prong-Belts-for-8-free-shipping/2168990.html,2 Men's Leather Double Prong Belts,,2168990
