time_published,time_modified,hotness,uuid,description,title,editors_choice,url,price,picture_url,category,shipping
2018-01-04T11:28:50-05:00,,3,2171717,"ECmallUS via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171717"">Meterk 6,000-Count Digital Multimeter</a> for $29.97. Coupon code ""IYBQDSY2"" cuts the price to <strong>$16.78</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $21. It can display 6,000 counts and features a backlit LCD, overload protection, live line testing, data hold, auto-ranging, and auto-off. Deal ends January 8.","Meterk 6,000-Count Digital Multimeter",,https://www.dealnews.com/Meterk-6-000-Count-Digital-Multimeter-for-17-free-shipping/2171717.html,$17,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ptw979eg2rixvwrthbb6",TOOLS & HARDWARE,free shipping
2018-01-04T11:26:05-05:00,,4,2171732,"YoungeKer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171732"">Vbiger Men's Touchscreen Gloves</a> in Black or Brown 2 for $9.99. Coupon code ""S6M4WR3T"" cuts that to <strong>$5.49</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. They're available in one size fits most.<br>
<br>
Also available are the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096078,2171732"">Vibiger Women's Leather Touch Screen Gloves</a> in Black or Red for <b>$5.49</b> via the above coupon. That's a buck under last month's mention, $5 off and the lowest price we could find. They're available in one size fits most. Both deals end January 31.","Vbiger Men's, Women's Touchscreen Gloves",,https://www.dealnews.com/Vbiger-Mens-Womens-Touchscreen-Gloves-for-5-free-shipping-w-Prime/2171732.html,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqifz5lwchrvgi5w5trt",ACCESSORIES,free shipping w/ Prime
2018-01-04T11:25:57-05:00,,3,2171738,"QMTL via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171738"">Tacklife Classic Tire Pressure Gauge</a> for $9.97. Coupon code ""X78447B8"" cuts that to <strong>$6.98</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with our June mention, $13 off list, and the lowest price we could find. It features four reading settings (PSI, bar, kg/cm2, and kpa), zero to 100-PSI range, and a backlit display.",Tacklife Classic Tire Pressure Gauge,,https://www.dealnews.com/Tacklife-Classic-Tire-Pressure-Gauge-for-7-free-shipping-w-Prime/2171738.html,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pvdznay5cjwajpdl66qh",AUTOMOTIVE,free shipping w/ Prime
2018-01-04T11:19:58-05:00,,3,2171753,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171753"">Lighting Ever 75-watt Equivalent Motion Sensor LED Floodlight</a> for $20.99. Coupon code ""OU88BL8O"" cuts that to <strong>$18.26</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $4. It features a 2,400-lumen output, 26"" detection range, and adjustable lighting and detection settings. Deal ends January 10.",LE 75W Equivalent Motion Sensor Floodlight,,https://www.dealnews.com/LE-75-W-Equivalent-Motion-Sensor-Floodlight-for-18-free-shipping-w-Prime/2171753.html,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ctbzqdnarmfxidzlcctv",LIGHTING & LAMPS,free shipping w/ Prime
,2018-01-04T11:21:06-05:00,3,2171645,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171645"">Microsoft Xbox One S Forza Horizon 3 Hot Wheels 500GB Console Bundle</a> in White bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096153,2171645"">Call of Duty Infinite Warfare + WWII Combo Pack for Xbox One</a> for <strong>$199</strong> with <strong>free shipping</strong>. That's $40 under the lowest price we could find for these items purchased separately elsewhere. (For further comparison, we saw the Forza Horizon 3 console bundle alone for $180 three days ago; with the extra two games, that makes this the best offer we've seen involving this console bundle.)<br>
<br>
The console features 4K Ultra HD video and Blu-ray support, High Dynamic Range, a streamlined wireless controller, integrated power supply, IR blaster, and vertical stand. The bundle includes downloads of Forza Horizon 3 and the Hot Wheels expansion, as well as physical copies of Call of Duty: Infinite Warfare and Call of Duty: WWII.",Xbox One S 500GB Console w/ 3 Games,,https://www.dealnews.com/Xbox-One-S-500-GB-Console-w-3-Games-for-199-free-shipping/2171645.html,$199,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zullyhp0ooyxglusqjvs",CONSOLES,free shipping
2018-01-04T11:17:29-05:00,,3,2171741,"Lemfo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171741"">Lemfo Fitness Tracker with Heart Rate Monitor</a> for $33.99. Coupon code ""O9EYA68J"" cuts the price to <strong>$23.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2, although we saw it for a few cents less last Black Friday week. It monitors heart rate, sleep, steps, distances, and calories burned via the Lemfo Band app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096114,2171741"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096117,2171741"">Android</a>. Deal ends January 31.",Lemfo Fitness Tracker w/ HRM,,https://www.dealnews.com/Lemfo-Fitness-Tracker-w-HRM-for-24-free-shipping/2171741.html,$24,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y0wx8xiuzl20yv5lcekz",SPORTS & FITNESS,free shipping
2018-01-04T11:11:00-05:00,,4,2171750,"Southwest Airlines via DealBase discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171750"">Southwest Airlines 1-Way Fares Nationwide</a> with prices starting at <strong>$39.98</strong>. (On the DealBase landing page, click on ""Southwest Airlines"" in the top line to see this sale.) That's the lowest price we could find for select routes by at least $12. This price is valid for flights departing on January 25, from Las Vegas, NV, (LAS), with arrival in Los Angeles, CA, (LAX). Note that blackout dates and other conditions may apply. Book this travel deal by January 25 for travel from January 23 through May 23.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",Southwest Nationwide Winter Fares,,https://www.dealnews.com/Southwest-Nationwide-Winter-Fares-from-40-1-way/2171750.html,from $40 1-way,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j3lmanantaer0jjsxz6z",AIRFARE,
2018-01-04T11:06:11-05:00,,5,2171723,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096105,2171723"">Columbia</a> takes <b>up to 60% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096051,2171723"">men's, women's, and kids' outerwear and jackets</a> via coupon code ""COLNEWYEAR60"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171723"">Web Specials Sale</a>. (The discount is taken from the item's <i>original</i> price; it doesn't stack with the sale price.) Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096054,2171723"">sign up</a>.) Some exclusions may apply. Deal ends January 29.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38814/Columbia/"">Columbia Coupons</a>.</p>",Columbia Web Specials,,https://www.dealnews.com/Columbia-Web-Specials-Up-to-60-off-free-shipping/2171723.html,Up to 60% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dr1ruz210jr1pm2esjeq",CLOTHING & ACCESSORIES,free shipping
2018-01-04T11:02:43-05:00,,2,2171639,"FreedomPop offers the refurbished 10-oz. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171639"">Alcatel OneTouch Pixi 7 8GB 7"" 4G LTE Android Tablet for FreedomPop</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095610,2171639"">FreedomPop Unlimited Talk, Text, and 2GB 4G LTE Data 1-Month Trial</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096090,2171639"">FreedomPop Phone Premier 1-Month Trial</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. (Choose ""Super Saver"" shipping during checkout.) That's $5 under our May mention (although that included 1GB bonus data instead of the Phone Premier trial) and the best deal we've seen for this tablet without a contract. (It's also $12 less than you'd pay for <i>just the tablet</i> elsewhere.)<br>
<br>
It features a 7"" 1024x600 touchscreen LCD, 1.2GHz dual-core processor, 1GB RAM, 8GB internal storage, 2-megapixel rear camera, 0.3-megapixel front-facing camera, and Android 5.0 (Lollipop).<br>
<br>
Note: A 90-day Freedompop warranty applies. Be sure to switch to the free 500MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $98.88 every six months.","Refurb Alcatel Pixi 7 8GB 7"" Tablet, 2GB Data",,https://www.dealnews.com/Refurb-Alcatel-Pixi-7-8-GB-7-Tablet-2-GB-Data-for-35-free-shipping/2171639.html,$35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fibvbzvr8r6tliutejhj",TABLETS,free shipping
2018-01-03T11:25:50-05:00,,,2170991,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>",Bank of America® Cash Rewards Credit Card,,"https://www.dealnews.com/lw/click.html?20,2,2170991",$150 cash rewards offer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",CREDIT CARDS,
2018-01-04T10:59:35-05:00,,3,2171714,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171714"">Jos. A. Bank Men's Traveler Collection Slim Fit Suit</a> in Grey or Dark Grey for <strong>$99</strong> with <strong>free shipping</strong>. That's $99 under yesterday's mention, $599 off list, and the lowest price we could find. It's available in select regular sizes from 35S to 46L and big & tall sizes from 40XL to 48L.",Jos. A. Bank Men's Traveler Slim Fit Suit,,https://www.dealnews.com/Jos.-A.-Bank-Mens-Traveler-Slim-Fit-Suit-for-99-free-shipping/2171714.html,$99,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nz94bshex4p2kdqyk3lo",SUITS,free shipping
2018-01-04T10:58:57-05:00,,4,2171726,"Macy's takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096060,2171726"">kitchen clearance items</a>. Plus, coupon code ""WKND"" takes an <strong>extra 15% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096063,2171726"">select items</a>. (Eligible items are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096066,2171726"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Deal ends January 7. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171726"">Martha Stewart Collection Halloween Cupcake Liners &amp; Toppers</a> for <strong>$7.53</strong> (pictured, $11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096069,2171726"">Cole &amp; Mason Black Richmond Electric Mill Gift Set</a> for <strong>$35.93</strong> (tied at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096072,2171726"">Amazon</a>; low by $24)
 </li>
</ul>",Kitchen Clearance at Macy's,,https://www.dealnews.com/Kitchen-Clearance-at-Macys-Up-to-65-off-free-s-h-w-beauty-item/2171726.html,Up to 65% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3c9aulrtcs3lahl0r7m",KITCHEN,free s&h w/beauty item
,2018-01-04T10:54:28-05:00,4,2171720,"Columbia offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171720"">Columbia Women's Karis Gale Long Jacket</a> in several colors (Dark Raspberry pictured) for $99.99. Coupon code ""COLNEWYEAR60"" knocks it to <strong>$79.99</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096033,2171720"">sign up</a>.) That's $120 off and tied with our mention from a week ago as the lowest price we could find. It's available in select sizes from XS to XL. Deal ends January 29.",Columbia Women's Karis Gale Long Jacket,,https://www.dealnews.com/Columbia-Womens-Karis-Gale-Long-Jacket-for-80-free-shipping/2171720.html,$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lu2jamll4nj7mgnamgp6",COATS,free shipping
2018-01-04T10:52:02-05:00,,2,2171612,"Ending today, Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171612"">HP Compaq 23"" 1080p LED LCD Monitor</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It features a native resolution of 1920x1080 (1080p), 5ms response time, USB hub, and DisplayPort.<br>
<br>
Note: A 90-day HP warranty applies.","Refurb HP Compaq 23"" 1080p LED LCD Display",,https://www.dealnews.com/Refurb-HP-Compaq-23-1080-p-LED-LCD-Display-for-80-free-shipping/2171612.html,$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qicp3oyt79yhrxtzzzhb",MONITORS,free shipping
