editors_choice,description,hotness,shipping,title,url,category,time_modified,price,picture_url,uuid,time_published
True,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170505"">Jackson Pro Series Monarkh SC Electric Guitar</a> in Silver Burst for <strong>$449</strong> with <strong>free shipping</strong>. That's $21 under our June mention and the lowest price we could find by $221. It features a 22-fret maple neck, ebony fingerboard, Seymour Duncan Blackouts AHB-1 pickups, and 3-position pickup switch.",3,free shipping,Jackson Pro Series Monarkh SC Electric Guitar,https://www.dealnews.com/Jackson-Pro-Series-Monarkh-SC-Electric-Guitar-for-449-free-shipping/2170505.html,MUSICAL INSTRUMENTS,,$449,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krmpqjxza8jtou1bwft0",2170505,2018-01-02T18:59:25-05:00
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170502"">DeWalt 68-Piece Screwdriver Bit Set</a> for $19.98. Plus MyLowe's members can log into their account to drop it to <strong>$17.98</strong> in-cart and bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093501,2170502"">join</a>.) That's $2 under our November mention, $12 off list, and the lowest price we've seen. It features the most common geometries of 1"" and 2"" screwdriver bits.",4,free shipping,DeWalt 68-Piece Screwdriver Bit Set,https://www.dealnews.com/De-Walt-68-Piece-Screwdriver-Bit-Set-for-18-free-shipping/2170502.html,HAND TOOLS,,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpww0zfqwyp8tt8esxwf",2170502,2018-01-02T18:58:08-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170499"">Honeywell Top Fill Cool Mist Humidifier</a> in White or Black for <strong>$29.88</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $19 off list and the best price we could find. This filter-free cool mist humidifier features a wide tank opening for easy filling, rotating mist nozzle, and variable output settings.",4,pickup at Walmart,Honeywell Top Fill Cool Mist Humidifier,https://www.dealnews.com/Honeywell-Top-Fill-Cool-Mist-Humidifier-for-30-pickup-at-Walmart/2170499.html,HUMIDIFIERS & DEHUMIDIFIERS,,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnmucpesry3jjlwxhwaz",2170499,2018-01-02T18:48:38-05:00
,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170496"">Victoria's Secret Women's Dream Angels New Push-Up Bra</a> in several colors for <strong>$29.99</strong> plus <strong>$8</strong> for shipping. That's $37 off and the best price we could find. It's available in sizes 32 to 38 with A to DDD cup sizes.",3,$8 shipping,Victoria's Secret Dream Angels Push-Up Bra,https://www.dealnews.com/Victorias-Secret-Dream-Angels-Push-Up-Bra-for-30-8-s-h/2170496.html,INTIMATES,,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/imkuiwz9dno8yukpczl3",2170496,2018-01-02T18:38:29-05:00
,"Millionshare via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170292"">23"" Balance Ball with Pump</a> in several colors (Blue pictured) for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2. It comes with two resistance bands.",3,free shipping,"23"" Balance Ball with Pump",https://www.dealnews.com/23-Balance-Ball-with-Pump-for-40-free-shipping/2170292.html,EXERCISE EQUIPMENT,,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbcptokcdep22mmoknlb",2170292,2018-01-02T18:31:07-05:00
True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170493"">Sceptre 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. U550CV-U, for <strong>$299.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $91.) It features a 3840x2160 (2160p) native resolution, LED backlight, USB, and four HDMI inputs.",4,free shipping,"Sceptre 55"" 4K LED LCD UHD TV",https://www.dealnews.com/Sceptre-55-4-K-LED-LCD-UHD-TV-for-300-free-shipping/2170493.html,TVS,,$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k67kk4dvhbmsmeptz5uj",2170493,2018-01-02T18:27:53-05:00
True,"For in-store pickup only, Lowes offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170490"">Stanley 81-Piece Standard/Metric Mechanic's Tool Set</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093474,2170490"">Stanley 2-Drawer Tool Chest</a> for $39.98. MyLowe's members can log into their account to drop the price to <strong>$35.98</strong> in-cart. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093483,2170490"">join</a>.) That's $20 under the lowest price we could find for a similar tool chest and tool set. It includes 43 sockets, two drive tools, two quick release ratchets, and more.",4,pickup at Lowe's,Stanley 81-Piece Mechanic's Tool Set/Chest,https://www.dealnews.com/Stanley-81-Piece-Mechanics-Tool-Set-Chest-for-36-pickup-at-Lowes/2170490.html,HAND TOOLS,,$36,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b5aqsmyfyd6kuknhxrnq",2170490,2018-01-02T18:20:48-05:00
,"At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170223"">Liberty Mutual</a>, you could save <strong>up to $782</strong> when you combine <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092382,2170223"">home and auto insurance</a>. To take advantage of this multi-policy discount, enter your ZIP code to receive a free rate quote.",,,Liberty Mutual Home and Auto Insurance,"https://www.dealnews.com/lw/click.html?20,2,2170223",FINANCIAL SERVICES,,Save up to $782,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",2170223,2018-01-02T11:11:18-05:00
,"For in-store pickup only, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170415"">Big: 25th Anniversary Edition on Blu-ray / DVD</a> for <b>$3.99</b>. That's the lowest price we could find by $7.",2,pickup at Fry's,Big: 25th Anniversary Edition Blu-ray / DVD,https://www.dealnews.com/Big-25-th-Anniversary-Edition-Blu-ray-DVD-for-4-pickup-at-Frys/2170415.html,BLU-RAY DISC MOVIES,,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hak1izqzevp4f83zss48",2170415,2018-01-02T18:20:25-05:00
,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170469"">Anne Klein Women's Asymmetrical Shirtdress</a> in Black for <b>$20.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093306,2170469"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $118 off list and the lowest price we could find. It's available in select sizes from 2 to 12.",3,free s&h w/beauty item,Anne Klein Women's Asymmetrical Shirtdress,https://www.dealnews.com/Anne-Klein-Womens-Asymmetrical-Shirtdress-for-21-free-s-h-w-beauty-item/2170469.html,DRESSES,,$21,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkksy7ev67tnyqvl67nn",2170469,2018-01-02T18:19:58-05:00
,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170475"">Kensie Women's V-Neck Slip Dress</a> in Mauve for <b>$19.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093324,2170475"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Excluding padding, that's the lowest price we could find by $20. It's available in sizes XS to XL.",3,free s&h w/beauty item,Kensie Women's V-Neck Slip Dress,https://www.dealnews.com/Kensie-Womens-V-Neck-Slip-Dress-for-20-free-s-h-w-beauty-item/2170475.html,DRESSES,,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uezmqnf8usazyuh8qasl",2170475,2018-01-02T18:15:46-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170487"">Nathan Fire &amp; Ice Insulated Hydration Bottle</a> in Pink or Yellow for <b>$6.28</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $11. It features double-wall insulation.",3,pickup at Walmart,Nathan Fire & Ice Insulated Hydration Bottle,https://www.dealnews.com/Nathan-Fire-Ice-Insulated-Hydration-Bottle-for-6-pickup-at-Walmart/2170487.html,KITCHEN,,$6,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/swadhlxohc9kfbtumebe",2170487,2018-01-02T18:11:02-05:00
,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170484"">Anne Klein Women's Twill Fit &amp; Flare Dress</a> in Pacific Blue for <b>$18.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093435,2170484"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $110 off list and the lowest price we could find. It's available in sizes 10 to 16.",4,free s&h w/beauty item,Anne Klein Women's Twill Fit & Flare Dress,https://www.dealnews.com/Anne-Klein-Womens-Twill-Fit-Flare-Dress-for-19-free-s-h-w-beauty-item/2170484.html,DRESSES,,$19,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hiq5nrki5yjbuupvzsvb",2170484,2018-01-02T18:09:00-05:00
,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170481"">Columbia Men's Bugaboo Interchange Jacket</a> in several colors (Phoenix Blue pictured) for <b>$113.73</b> with <b>free shipping</b>. That's the lowest price we could find by $8. It's available in sizes S to XXL.",3,free shipping,Columbia Men's Bugaboo Interchange Jacket,https://www.dealnews.com/Columbia-Mens-Bugaboo-Interchange-Jacket-for-114-free-shipping/2170481.html,COATS,,$114,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y9yyjd09rrtej3rprxpq",2170481,2018-01-02T18:00:50-05:00
,"Jos. A. Bank offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170478"">Jos. A. Bank Men's Executive 3/4 Length Storm Collar Car Coat</a> in Black or Brown for <strong>$59</strong> with <strong>free shipping</strong>. That's tied with our October mention, $536 off, and the lowest price we could find. It's available in select sizes from S to XXL.",4,free shipping,Jos. A. Bank Men's Executive Car Coat,https://www.dealnews.com/Jos.-A.-Bank-Mens-Executive-Car-Coat-for-59-free-shipping/2170478.html,COATS,,$59,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xzun0bh9jbzl2cmk56gw",2170478,2018-01-02T17:50:34-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170424"">Under Armour</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093168,2170424"">men's, women's, and kids' outlet items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093171,2170424"">Semi-Annual Event</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong> via coupon code ""FSDNEWS17"".<br>
<br>
Note: We found larger discounts within the site, like these <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093174,2170424"">Under Armour Women's Play Up 2.0 Shorts</a> for <b>$12.50</b>, a 50% discount.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2658/Under-Armour/"">Under Armour Coupons</a>.</p>",4,free shipping,Under Armour Outlet Sale,https://www.dealnews.com/Under-Armour-Outlet-Sale-Up-to-30-off-free-shipping/2170424.html,CLOTHING & ACCESSORIES,,Up to 30% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qndrbqhlxqj3tl5olfuy",2170424,2018-01-02T17:48:09-05:00
,"Firefly Buys via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170442"">Reduce WaterWeek 16-oz. Water Bottle 5-Pack with Fridge Tray</a> for <b>$9.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093252,2170442"">Amazon</a> has it for the same with free Prime shipping.) That's $10 off and the lowest price we could find. Bottles are leak-proof and dishwasher-safe.",3,free shipping,Reduce WaterWeek 16-oz. Water Bottle 5-Pack,https://www.dealnews.com/Reduce-Water-Week-16-oz.-Water-Bottle-5-Pack-for-10-free-shipping/2170442.html,KITCHEN,,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kornfstkr4cjlrua2znk",2170442,2018-01-02T17:41:41-05:00
