url,hotness,price,editors_choice,description,category,picture_url,shipping,time_published,title,uuid,time_modified
https://www.dealnews.com/Samsung-65-Curved-4-K-HDR-LED-LCD-Smart-TV-for-1-098-free-shipping/2168318.html,3,"$1,098",,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168318"">Samsung 65"" Curved 4K HDR WiFi LED-Backlit LCD Ultra HD Smart Television</a>, model no. UN65MU7500FXZA, for $1,197.99. Coupon code ""NEWYEARS100"" drops that to <strong>$1,097.99</strong>. (The discount applies at final checkout.) With <strong>free shipping</strong>, that's $102 under our June mention and the lowest price we've seen. (It's the best deal now by $90.) This 2017 model features a 3840x2160 (2160p) native resolution, HDR, 4K upscaling, 802.11ac wireless, Smart TV apps (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs. Deal ends December 31.",TVS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yyclgc7ctobugaf7t5po",free shipping,2017-12-29T12:34:04-05:00,"Samsung 65"" Curved 4K HDR LED LCD Smart TV",2168318,
https://www.dealnews.com/Xuan-Wheel-Colorful-Bicycle-Wheel-Spoke-Light-for-20-free-shipping/2168285.html,3,$20,,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168285"">XuanWheel X1 Colorful Bicycle Wheel Spoke Light</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $7 under our March mention and the lowest price we could find by $6. It features mobile Bluetooth controls and an 8-hour working time. Deal ends January 4.",BICYCLING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtcztwff4ntyqgkatnza",free shipping,2017-12-29T12:22:21-05:00,XuanWheel Colorful Bicycle Wheel Spoke Light,2168285,
https://www.dealnews.com/Tillys-Clearance-Sale-50-off-free-shipping/2168294.html,4,50% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168294"">Tillys</a> takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088767,2168294"">men's, women's, and kids' sale styles</a> for its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088770,2168294"">Clearance Sale</a>. (Prices are as marked.) Plus, coupon code ""DNFS"" bags <b>free shipping</b>. (If you see an error in-cart after applying the coupon code, click ""Checkout"" and you should see free shipping on the following page.) Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2336/Tillys/"">Tillys Coupons</a>.</p>",CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lamsb8ut54htmm5ofwtd",free shipping,,Tillys Clearance Sale,2168294,2017-12-29T13:25:09-05:00
https://www.dealnews.com/Minecraft-Mooshroom-Plush-for-10-pickup-at-Walmart/2168297.html,2,$10,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168297"">Minecraft Mooshroom Plush</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. It's polyester and measures 8"" long.",TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lupvb8lpflcibl79fkmb",pickup at Walmart,2017-12-29T12:21:44-05:00,Minecraft Mooshroom Plush,2168297,
https://www.dealnews.com/ANNT-32-180-W-Curved-LED-Light-Bar-for-40-free-shipping/2168303.html,3,$40,,"Eshop-best via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168303"">ANNT 32"" 180-watt Curved LED Light Bar</a> in Black <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $17. It measures 35"" x 4"" x 3"" and features waterproof construction. It's designed for use with off-road vehicles.",AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/anzqbvmfzzmi8zfjqrqw",free shipping,2017-12-29T12:18:13-05:00,"ANNT 32"" 180W Curved LED Light Bar",2168303,
https://www.dealnews.com/Haier-XShuai-T370-Robot-Vacuum-for-160-free-shipping/2168282.html,3,$160,,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168282"">Haier XShuai T370 WiFi Robot Mop and Vacuum Cleaner</a> for $219.99. Coupon code ""SDGBT370"" cuts it to <strong>$159.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $13. This self-charging vacuum features three cleaning modes, a gyroscope navigation system, HEPA filter, 10.1-oz. dust bin, 8.8-oz. water tank, built-in WiFi, voice control via Alexa and Siri, remote control via mobile app, and up to 90 minutes of cleaning per charge. Deal ends January 31.",VACUUM CLEANERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/afgwsnfwsqfws5rf9mcq",free shipping,2017-12-29T12:17:01-05:00,Haier XShuai T370 Robot Vacuum,2168282,
https://www.dealnews.com/Pyrex-Items-at-Macys-20-off-extra-20-off-free-s-h-w-beauty-item/2168312.html,4,20% off + extra 20% off,,"Macy's takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088848,2168312"">Pyrex food storage and kitchen items</a>. (Discount applies in-cart.) Plus, it takes an <strong>extra 20% off</strong> via coupon code ""FIT"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088851,2168312"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $25 or more bag free shipping automatically.) Some exclusions apply. Deal ends December 30. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088854,2168312"">Pyrex 12-Piece Simply Store Set w/ Colored Lids</a> for <strong>$15.35</strong> ($25 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168312"">Pyrex 5-Piece Atlantic Blue Bakeware Set</a> for <strong>$19.19</strong> (pictured, low by $8)
 </li>
</ul>",KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/btt0yogefipqiphjn2f2",free s&h w/beauty item,2017-12-29T12:15:56-05:00,Pyrex Items at Macy's,2168312,
https://www.dealnews.com/Sportsmans-Guide-15-off-your-first-order/2167727.html,,15% off your first order,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167727"">Sportsman's Guide</a> takes <b>15% off</b> of your first order, including ammo, via coupon code ""TAKEOFF15"". Shipping starts at <b>$5.99</b>. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s742/Sportsmans-Guide/"">Sportsman's Guide Coupons</a>.</p>",CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vdukbubkptbcloenefkn",,2017-12-29T00:01:00-05:00,Sportsman's Guide,2167727,
https://www.dealnews.com/50-Uber-Gift-Card-for-45/2168291.html,3,$45,,"ACI Gift Cards via Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168291"">$50 Uber Gift Card</a> for $50. Coupon code ""UBER"" knocks that to <strong>$45</strong>. (It'll arrive via email.) That's tied with our May mention and the best deal we could find today by $3.",GIFT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qks6lngamd9kcz1vpfaa",,2017-12-29T11:58:27-05:00,$50 Uber Gift Card,2168291,
https://www.dealnews.com/100-Cracker-Barrel-Gift-Card-for-85-free-shipping/2168288.html,3,$85,,"PayPal Digital Gifts via eBay offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168288"">$100 Cracker Barrel Old Country Store Gift Card</a> for <strong>$85</strong> with <strong>free shipping</strong>. That's $15 off and the lowest price we could find.",GROCERIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvgg5mzqq3fit5hweolq",free shipping,2017-12-29T11:55:30-05:00,$100 Cracker Barrel Gift Card,2168288,
https://www.dealnews.com/Wood-Panels-at-Walgreens-75-off-pickup-at-Walgreens/2168273.html,4,75% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168273"">Walgreens</a> takes <strong>75% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088677,2168273"">5"" x 7"" and 8"" x 10"" Wood Panels</a> via coupon code ""NEWPANEL75"". Opt for in-store <strong>pickup</strong> to dodge any shipping fees, which start at $7.99. That's a savings of at least $21 and the best offer we've seen for these items at Walgreens.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>",PHOTO SERVICES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tf7sorjki0kfptltyrav",pickup at Walgreens,2017-12-29T11:50:26-05:00,Wood Panels at Walgreens,2168273,
https://www.dealnews.com/DZ09-D-Single-SIM-Android-Smartwatch-for-6-free-shipping/2168279.html,4,$6,,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168279"">DZ09D Single SIM Android Smartwatch</a> for <strong>$5.99</strong> with <strong>free shipping</strong>. That's $10 off list and the lowest price we could find. It makes and receives phone calls, and features a 1.5"" LCD touchscreen, sleep monitor, pedometer, and camera.<br>
<br>
Note: The countdown timer on the product page does not reflect an actual expiration time and resets daily.",SMARTWATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hyzgxnrjbbzxopok0vfs",free shipping,2017-12-29T11:49:34-05:00,DZ09D Single SIM Android Smartwatch,2168279,
https://www.dealnews.com/WY8124-Solar-LED-Rechargeable-Camping-Lamp-for-9-free-s-h-from-China/2168267.html,3,$9,,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168267"">WY8124 Solar LED Rechargeable Camping Lamp</a> for $10.54. Coupon code ""CXY6556"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features 300 lumens of brightness, ABS construction, and USB charging.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.",CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jc0qvmx7a9mpvlqhkyxr",free s&h from China,2017-12-29T11:36:22-05:00,WY8124 Solar LED Rechargeable Camping Lamp,2168267,
https://www.dealnews.com/Proker-Wireless-Bluetooth-Headphones-for-28-free-shipping/2168249.html,3,$28,,"Proker via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168249"">Proker Wireless Bluetooth Headphones</a> for $39.39. Coupon code ""LBMQ44C2"" drops it to <b>$27.57</b>. With <b>free shipping</b>, that's tied with our mention from a week ago, $12 off list, and the lowest price we could find. They feature Bluetooth 4.2, up to 2.5 hours of playback, and compatibility with iOS or Android devices. Deal ends January 12.",HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/deoc4o76koo3yegeti1j",free shipping,2017-12-29T11:34:23-05:00,Proker Wireless Bluetooth Headphones,2168249,
https://www.dealnews.com/Leadnovo-Self-Stirring-15.2-oz.-Mug-for-18-free-shipping-w-Prime/2168270.html,3,$18,,"Leadnovo via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168270"">Leadnovo Self-Stirring 15.2-oz. Stainless Steel Mug</a> in Blue for $22.59. Coupon code ""F5R9T2X2"" cuts that to <strong>$18.07</strong>. Plus, Prime members bag <strong>free shipping</strong>. (It's also available in Black or Pink for a few cents more.) That's $5 off list, tied with last month's mention, and the lowest price we could find. It holds water temperature for up to four hours, and features a removable stirrer. Deal ends December 31.",KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dk1ueqfjh2abgjlm1aly",free shipping w/ Prime,,Leadnovo Self-Stirring 15.2-oz. Mug,2168270,2017-12-29T11:33:55-05:00
https://www.dealnews.com/Emporio-Armani-Mens-Classic-Watch-for-219-free-shipping/2168261.html,2,$219,,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168261"">Emporio Armani Men's Classic Watch</a> in Black for $466. Coupon code ""DNCLASSC219"" cuts it to <strong>$219</strong>. With <strong>free shipping</strong>, that's $80 under our August mention and the lowest price we could find by $304. It features a leather strap, stainless steel case, Swiss mechanical automatic movement, and water resistance. Deal ends January 3.",WATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xifbfubyfbeup31iafjt",free shipping,2017-12-29T11:30:37-05:00,Emporio Armani Men's Classic Watch,2168261,
https://www.dealnews.com/Rymemo-Wireless-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2168255.html,3,$9,,"Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168255"">Rymemo Wireless Bluetooth In-Ear Earphones</a> in Grey/Black for $20.99. Coupon code ""KT4J2KXK"" cuts the price to <strong>$8.82</strong>. With <strong>free shipping</strong> for Prime members, that's pennies under our mention of a different color from two days ago, $11 off list, and the lowest price we could find. These sweatproof earphones feature hi-fi sound, noise cancellation, and soft hooks. Deal ends January 1.",HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jbbj9sky1o5ci1ijmnjl",free shipping w/ Prime,2017-12-29T11:30:15-05:00,Rymemo Wireless Bluetooth In-Ear Earphones,2168255,
https://www.dealnews.com/REI-Holiday-Clearance-Up-to-50-off/2167745.html,,Up to 50% off,,"REI takes <strong>up to 50% off</strong> select items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167745"">Holiday Clearance</a>. Plus, save <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087507,2167745"">new markdowns</a> at REI Garage. Shipping adds <strong>$5.99</strong>, although orders of $50 or more bag free shipping. (Some large items may incur additional handling charges; in-store pickup is available for most items.) Choose from categories including outerwear, apparel, accessories, and more. Deal ends January 1.",REI COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0vtk0ztegkn4ri3ovju",,2017-12-29T00:01:00-05:00,REI Holiday Clearance,2167745,
https://www.dealnews.com/Victorias-Secret-Pink-Womens-Lace-Bralette-for-10-8-s-h/2168243.html,3,$10,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168243"">Victoria's Secret Pink Women's Strappy Lace Bralette</a> in Neon Red or Black for <b>$9.99</b> plus <b>$8</b> for shipping. That's $17 off list and the lowest price we could find. It's available in sizes XS, M, or L.",INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys28qtxkdrdbsfmkzxz3",$8 shipping,2017-12-29T11:27:41-05:00,Victoria's Secret Pink Women's Lace Bralette,2168243,
