hotness,description,time_published,editors_choice,time_modified,shipping,url,uuid,price,category,picture_url,title
3,"Alaska Airlines via DealBase offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170865"">1-Way Nationwide Fares</a> with prices starting from <strong>$36.31</strong>. (On the DealBase landing page, click ""Alaska Airlines"" in the top line to see this sale.) This price is valid on flights departing from Burbank, CA, (BUR) with arrival in San Jose, CA, (SJC) on February 6. That's the lowest price we could find for select routes by at least $46. Book this travel deal by January 4 for travel from January 16 through March 14.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",,,2018-01-03T16:09:36-05:00,,https://www.dealnews.com/Alaska-Airlines-Nationwide-Fares-from-36-1-way/2170865.html,2170865,from $36 1-way,AIRFARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jm7gqccfov460z7z8ooj",Alaska Airlines Nationwide Fares
4,"Exclusively for its members, Costco takes <strong>$70 off</strong> any <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170862"">set of four Michelin tires</a>. (Click through the sale banner and find a set at your local warehouse; all discounts automatically apply in cart.) Additionally, you'll pay just <strong>1 cent per tire</strong> for installation. (Installation normally costs $15 per tire.) Combined, that matches our mention from a month ago and represents a savings of $130 on your next tire purchase. Deal ends January 12.<br>
<br>
Note: Additional service and disposal fees may apply, varying by state.",,,2018-01-03T15:30:10-05:00,4-cent installation,https://www.dealnews.com/Set-of-4-Michelin-Tires-at-Costco-70-off-4-cent-installation/2170862.html,2170862,$70 off,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kjwugwwm5l1frxur1c5a",Set of 4 Michelin Tires at Costco
3,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170772"">Macy's</a> takes <strong>25% to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093819,2170772"">apparel, shoes, accessories, jewelry, home items, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093744,2170772"">New Year Styles Sale</a>. (Prices are as marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093747,2170772"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $99 or more also bag free shipping.)",,,2018-01-03T16:08:40-05:00,free shipping w/ $99,https://www.dealnews.com/Macys-New-Year-Styles-Sale-25-to-60-off-free-shipping-w-99/2170772.html,2170772,25% to 60% off,MACY'S COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",Macy's New Year Styles Sale
,"T-Mobile cuts <b>$90 off</b> its Certified Pre-Owned <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170448"">Samsung Galaxy S8 4G LTE Android Smartphones for T-Mobile</a>. Plus, <b>free shipping</b> applies. It features an octacore (2.3GHz Quad + 1.7GHz Quad) processor, 5.8"" 2960x1440 touchscreen Super AMOLED LCD, 4GB RAM, 64GB internal storage, dual 12-megapixel rear-facing cameras, 8-megapixel front-facing camera, 4K video recording at 30fps, 802.11ac wireless, Bluetooth 5.0, microSD card slot, water-resistance, and Android 7.0 (Nougat).",2018-01-03T00:01:00-05:00,,,free shipping,https://www.dealnews.com/Pre-Owned-Galaxy-S8-4-G-LTE-Phone-for-T-Mobile-90-off-free-shipping/2170448.html,2170448,$90 off,ANDROID PHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqjjgzlemihkbtmi470q",Pre-Owned Galaxy S8 4G LTE Phone for T-Mobile
,"Today you can take advantage of the best extra discount on Nike sale items in over a year. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",2018-01-03T08:48:38-05:00,,,,https://www.dealnews.com/features/morning-jolt/,2170856,,MORNING JOLT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dq0tytquvkcrjkytgtxv",Top 5 Deals You Need to Know This Morning: Nike's Best Sale Discount in Over a Year!
2,"Funnyhome-US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170853"">Aicok Slow Masticating Juicer</a> for $98.99. Coupon code ""L9V73DDF"" cuts it to <strong>$68.30</strong>. With <strong>free shipping</strong>, that's $9 under our Cyber Week mention and the lowest price we could find now by $57. It features an 80 RPM low speed rate designed to reduce oxidation, auto-pulp ejection, and jug. Deal ends January 7.",2018-01-03T08:46:35-05:00,,,free shipping,https://www.dealnews.com/Aicok-Slow-Masticating-Juicer-for-68-free-shipping/2170853.html,2170853,$68,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wcmcyjxwfeuvl5pweqfl",Aicok Slow Masticating Juicer
3,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170832"">Zone Tech Emergency Escape Tool 2-Pack</a> for <strong>$7.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $1. The tool works as a seatbelt cutter or window breaker, and features a blade and a hammer.",,,2018-01-03T16:13:41-05:00,free shipping,https://www.dealnews.com/Zone-Tech-Emergency-Escape-Tool-2-Pack-for-8-free-shipping/2170832.html,2170832,$8,HAND TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hicixzefpm4tl4tuxogr",Zone Tech Emergency Escape Tool 2-Pack
1,"Dell Home offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170835"">Dell XPS 15 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Laptop</a> for <strong>$1,499</strong> with <strong>free shipping</strong>. That's $101 under our mention from two weeks ago, $251 off, and the lowest price we've seen for this build.<br>
<br>
Features include an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 IPS LED-backlit display, 16GB RAM, 512GB SSD, Nvidia GeForce GTX 1050 4GB video card, 802.11ac wireless, Bluetooth 4.2, McAfee LiveSafe 12-Month subscription, and Windows 10 Home 64-bit.",,,2018-01-03T16:01:08-05:00,free shipping,https://www.dealnews.com/Dell-Kaby-Lake-i7-16-Laptop-w-4-GB-GPU-for-1-499-free-shipping/2170835.html,2170835,"$1,499",LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iscuarf0npk6wdjvsjrt","Dell Kaby Lake i7 16"" Laptop w/ 4GB GPU"
4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170820"">Levi's</a> cuts <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093786,2170820"">sale items</a>. Plus, cut an <strong>extra 40% off</strong> via coupon code ""SALE40"". Shipping adds <strong>$7.50</strong>, but orders of $100 or more get free shipping. Some exclusions apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1491/Levis/"">Levi's Coupons</a>.</p>",,,2018-01-03T15:29:35-05:00,free shipping w/ $100,https://www.dealnews.com/Levis-Sale-Up-to-75-off-40-off-free-shipping-w-100/2170820.html,2170820,Up to 75% off + 40% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ns6x4mayxb9wabwo20ch",Levi's Sale
1,"Dell Home offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170826"">Dell Inspiron 20 3000 Series Intel Pentium Braswell 1.6GHz 19.5"" Touchscreen All-in-One Desktop PC</a> for <strong>$349.99</strong> with <b>free shipping</b>. That's the lowest price we could find by $48, although we saw it for $50 less on Cyber Monday.<br>
<br>
It features an Intel Pentium J3710 1.6GHz Braswell quad-core processor, 19.5"" 1600x900 LED-backlit touchscreen LCD, 4GB RAM, 1TB hard drive, DVD burner, 802.11n wireless, Bluetooth 4.0, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit.",2018-01-03T08:30:57-05:00,,,free shipping,https://www.dealnews.com/Dell-Inspiron-Pentium-Quad-20-Touch-AIO-PC-for-350-free-shipping/2170826.html,2170826,$350,DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zdwnwlr5ln18aeacnmlu","Dell Inspiron Pentium Quad 20"" Touch AIO PC"
2,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170829"">Crayola Creativity Tub</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $5. It includes over 80 art supplies, including crayons, chalk, colored pencils, and construction paper.",2018-01-03T08:30:25-05:00,,,pickup at Walmart,https://www.dealnews.com/Crayola-Creativity-Tub-for-10-pickup-at-Walmart/2170829.html,2170829,$10,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rxccjeka7kbqoio4xbcw",Crayola Creativity Tub
3,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170778"">Therm-a-Rest Trekker Roll Sack</a> in Forest Green for <strong>$11.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $17. It features a microfiber pillowcase plus an elastic pouch and strap. It measures 8"" x 6"" x 1.3"".",,,2018-01-03T16:07:36-05:00,pickup at REI,https://www.dealnews.com/Therm-a-Rest-Trekker-Roll-Sack-for-12-pickup-at-REI/2170778.html,2170778,$12,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yjmpjegzkit3wpcwwdrv",Therm-a-Rest Trekker Roll Sack
2,"LoHi via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170823"">LoHi 4,500mAh Battery Case for iPhone 8</a> in Black for $36.99. Coupon code ""IP7BC38F"" cuts it to <strong>$22.93</strong>. With <strong>free shipping</strong>, that's $14 off and the lowest price we could find. Deal ends January 20.",2018-01-03T08:22:39-05:00,,,free shipping,https://www.dealnews.com/Lo-Hi-4-500-m-Ah-Battery-Case-for-iPhone-8-for-23-free-shipping/2170823.html,2170823,$23,IPHONE CASES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ngvo4ym2zaqgfpwbplen","LoHi 4,500mAh Battery Case for iPhone 8"
,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170463"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",,,2018-01-03T16:23:58-05:00,free shipping w/ Prime,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2170463.html,2170463,$9,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",Soufull Stainless Steel Poultry Scissors
2,"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170811"">Tom Clancy's <i>The Sum Of All Fears: A Jack Ryan Novel</i> Kindle eBook</a> for <strong>$1.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093780,2170811"">Google Play</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093783,2170811"">Barnes &amp; Noble</a> match this price.) That's $7 off and the best price we could find.",2018-01-03T08:20:09-05:00,,,,https://www.dealnews.com/Tom-Clancy-Sum-Of-All-Fears-Kindle-eBook-for-2/2170811.html,2170811,$2,EBOOKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwcyld1tfye9sss6o0yg","Tom Clancy ""Sum Of All Fears"" Kindle eBook"
3,"Dell Refurbished Store discounts a selection of its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170817"">Dell Latitude E7240 laptops</a>, with prices starting from <strong>$249</strong>. Plus, all orders receive <b>free shipping</b>. Deal ends January 15.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.",,,2018-01-03T16:07:24-05:00,free shipping,https://www.dealnews.com/Refurb-Dell-Latitude-E7240-Laptops-from-249-free-shipping/2170817.html,2170817,from $249,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d0ipon8bnkutobpsignl",Refurb Dell Latitude E7240 Laptops
2,"eBags via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170769"">Kenneth Cole Reaction Brooklyn Commuter 16"" RFID Laptop Backpack</a> in several colors (Black pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $20. It fits most laptops up to 16"" and features a padded tablet pocket, several accessory pockets, and adjustable shoulder straps.",2018-01-03T08:16:42-05:00,,,free shipping,https://www.dealnews.com/Kenneth-Cole-16-RFID-Laptop-Backpack-for-40-free-shipping/2170769.html,2170769,$40,LAPTOP BAGS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nwi740gl5fqsgtku4vo9","Kenneth Cole 16"" RFID Laptop Backpack"
,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",2018-01-03T08:00:01-05:00,,,,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,2167652,,BUYING GUIDES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",8 Smart Ways to Save on Exercise Equipment
3,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170766"">Chaos Men's Summit Bucket Hat</a> in Khaki or Olive for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $8 off and the lowest price we could find. It's available in sizes S/M or L/XL.",,,2018-01-03T16:06:51-05:00,pickup at REI,https://www.dealnews.com/Chaos-Mens-Summit-Bucket-Hat-for-7-pickup-at-REI/2170766.html,2170766,$7,ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldno9tjw5gldwnxim3t4",Chaos Men's Summit Bucket Hat
2,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170808"">Storm Spray-On Deodoriser</a> for <strong>$1.93</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off and the lowest price we could find. It's hypoallergenic.",2018-01-03T07:57:04-05:00,,,pickup at REI,https://www.dealnews.com/Storm-Spray-On-Deodoriser-for-2-pickup-at-REI/2170808.html,2170808,$2,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ysafghepew6stdhmtgg0",Storm Spray-On Deodoriser
3,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170763"">Nokia Body+ WiFi Bathroom Scale</a> for <strong>$59.97</strong> with <strong>free shipping</strong>. That's tied with our mention from Black Friday week and the lowest price we could find by $20. It gives readings on weight, body fat & water percentage, and muscle & bone mass for up to eight users in kilograms, pounds, or stone & pounds. Deal ends today.",,,2018-01-03T16:05:56-05:00,free shipping,https://www.dealnews.com/Nokia-Body-Wi-Fi-Bathroom-Scale-for-60-free-shipping/2170763.html,2170763,$60,HEALTH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ct3a1tjhgqk19i9enf8u",Nokia Body+ WiFi Bathroom Scale
4,"At participating <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170757"">Boston Market</a> locations, buy one <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093765,2170757"">individual meal and a drink</a> and get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093768,2170757"">second individual meal</a> for <b>free</b> via this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093771,2170757"">printable coupon</a>. (The free meal doesn't include a drink.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093729,2170757"">Click here</a> to find a location near you. Deal ends January 5.<br>
<br>
Note: You may need to close the ""$3 off $10"" pop-up window that appears to see the BOGO coupon.",,,2018-01-03T16:50:42-05:00,,https://www.dealnews.com/Boston-Market-coupon-Buy-1-meal-get-2-nd-free/2170757.html,2170757,"Buy 1 meal, get 2nd free",RESTAURANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u59ilch359lugsep3w9v",Boston Market coupon
1,"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170736"">HP Pavilion 570-p045xt Intel Kaby Lake Core i5 3GHz Desktop PC</a> in Silver for <strong>$569.99</strong> with <strong>free shipping</strong>. That's $80 off list and the lowest price we could find. It features an Intel Core i5-7400 3GHz Kaby Lake quad-core processor, 8GB RAM, 1TB hard drive, AMD Radeon RX 460 2GB video card, DVD burner, and Windows 10 Home 64-bit.",2018-01-03T07:30:46-05:00,,,free shipping,https://www.dealnews.com/HP-Kaby-Lake-i5-PC-w-2-GB-GPU-for-570-free-shipping/2170736.html,2170736,$570,DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efkmnujzudlgp4jwuoec",HP Kaby Lake i5 PC w/ 2GB GPU
,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170427"">Monoprice Select Ergonomic Wireless Mouse</a> for <b>$8.99</b> with <b>free shipping</b>. It features a contoured design, optical tracking, and a wireless dongle. Deal ends January 4.",2018-01-03T00:01:00-05:00,,,free shipping,https://www.dealnews.com/Monoprice-Select-Ergonomic-Wireless-Mouse-for-9-free-shipping/2170427.html,2170427,$9,MICE/TRACKBALLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fbyr1v4gwzevxiyl1ra8",Monoprice Select Ergonomic Wireless Mouse
2,"Tacklife Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170784"">Tacklife Oscillating Multi-Tool</a> for $52.97. Coupon code ""VT9AMSOF"" drops it to <b>$42.38</b>. With <b>free shipping</b>, that's $3 under our Black Friday week mention, $18 off list, and the lowest price we could find. It features a 23-piece accessory kit and storage case. Deal ends January 5.",2018-01-03T07:26:57-05:00,,,free shipping,https://www.dealnews.com/Tacklife-Oscillating-Multi-Tool-for-42-free-shipping/2170784.html,2170784,$42,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zjqcnzm88km1qy3ipcwa",Tacklife Oscillating Multi-Tool
3,"as_seen_on_tv via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170730"">Bionic Steel 50-Foot Garden Hose</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It is flexible, puncture proof, and pressure resistant.",,,2018-01-03T16:05:28-05:00,free shipping,https://www.dealnews.com/Bionic-Steel-Garden-Hose-for-35-free-shipping/2170730.html,2170730,$35,GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nb1lrdj82ylkcdtxhmum",Bionic Steel Garden Hose
2,"Yallstore via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170724"">Car Auto 12-volt Vacuum Cleaner</a> for <strong>$6.95</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $7 off, and the lowest price we could find. It includes a nozzle attachment and an upholstery tool / dust brush.",2018-01-03T07:13:39-05:00,,,free shipping,https://www.dealnews.com/Car-12-V-Vacuum-Cleaner-for-7-free-shipping/2170724.html,2170724,$7,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iofk6msiep1httaeanxx",Car 12V Vacuum Cleaner
3,"Lazy Mooon via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170709"">Lazy Moon Portable 5-Gallon Toilet</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. Features include a waste tank, water tank, latch to lock sides together, and pedestal design.",,,2018-01-03T12:16:04-05:00,free shipping,https://www.dealnews.com/Lazy-Moon-Portable-5-Gallon-Toilet-for-50-free-shipping/2170709.html,2170709,$50,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ilmh1ql5kdoavnadtccd",Lazy Moon Portable 5-Gallon Toilet
3,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170697"">JCPenney</a> takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093675,2170697"">regular-price orders of $50 or more</a> or <strong>65% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093678,2170697"">regular-price orders of $100 or more</a> via coupon code ""4DEALS"". Shipping adds <strong>$8.95</strong>, but orders of $99 or more bag free shipping. (In-store pickup is available for many items for $3.95, or free for most orders over $25.) Deal ends January 10.<br>
<br>
Nothing there for you? The same coupon yields <strong>25% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093681,2170697"">sale</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093684,2170697"">clearance items</a>.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s320/JCPenney/"">JCPenney Coupons</a>.</p>",,,2018-01-03T12:16:43-05:00,free shipping w/ $99,https://www.dealnews.com/JCPenney-coupon-25-to-65-off-free-shipping-w-99/2170697.html,2170697,25% to 65% off,AFTER CHRISTMAS SALES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfo989dfchbvlpzovkpx",JCPenney coupon
2,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170775"">Cuisinart Cool Creations Ice Cream Maker</a> for <strong>$94.96</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093753,2170775"">Amazon</a> charges the same.) That's $19 under last week's mention and the lowest price we could find by $24. It features a 2-quart capacity and features multiple speed settings.",2018-01-03T07:03:05-05:00,,,free shipping,https://www.dealnews.com/Cuisinart-Cool-Creations-Ice-Cream-Maker-for-95-free-shipping/2170775.html,2170775,$95,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q4fgbf9se1tlrvyq1wjw",Cuisinart Cool Creations Ice Cream Maker
4,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170679"">Household Essentials Grooming Organizer Bag</a> in Black for <strong>$7.04</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093750,2170679"">Amazon</a> is tied.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $1. It features a 3-sided zipper, and measures 4"" x 10"" x 6.75"".",,,2018-01-03T16:50:22-05:00,pickup at Walmart,https://www.dealnews.com/Household-Essentials-Grooming-Organizer-Bag-for-7-pickup-at-Walmart/2170679.html,2170679,$7,PERSONAL CARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0nsaednwu3ekgzugjnl",Household Essentials Grooming Organizer Bag
,"Whether you're shelling out for trendy gym classes or working out at home, check out these <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html"">tips on how to save money on your fitness goals this year</a>.",2018-01-03T07:00:01-05:00,,,,https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html,2165987,,BUYING GUIDES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqm5howt2qjitjt9ymbh","How to Save on Gym Memberships, Studios, and Classes in 2018"
