shipping,hotness,picture_url,price,title,url,time_published,uuid,editors_choice,category,description,time_modified
free shipping w/ $100,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j8jalv3gqsan6lq6g4dz",50% off,Armani Exchange Semi-Annual Sale,https://www.dealnews.com/Armani-Exchange-Semi-Annual-Sale-50-off-free-shipping-w-100/2168801.html,,2168801,,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168801"">Armani Exchange</a> takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089790,2168801"">men's, women's, and kids' items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089793,2168801"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <strong>$7.50</strong>, or spend $100 or more for free shipping.",2017-12-30T11:35:23-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbql8uca4dl5qfeeklzo",$24,Jos. A. Bank Men's 1905 Cotton Stripe Sweater,https://www.dealnews.com/Jos.-A.-Bank-Mens-1905-Cotton-Stripe-Sweater-for-24-free-shipping/2168798.html,2017-12-30T09:05:50-05:00,2168798,,SWEATERS,"Jo.s A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168798"">Jos. A. Bank Men's 1905 Collection Cotton Stripe Sweater</a> in Navy or Cream for <strong>$23.99</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089787,2168798"">join</a>.) That's tied with last week's mention at $76 off and the lowest price we could find. It's available in select sizes from S to XL.",
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzvonpwi0mxqnq1mgamg",$40 per month,AT&T Internet 50 w/ $100 Reward Card,https://www.dealnews.com/AT-T-Internet-50-w-100-Reward-Card-for-40-per-month/2168477.html,,2168477,,COMPUTER SERVICES,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168477"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089436,2168477"">$100 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends January 4.",2017-12-29T16:53:28-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wlraolfvpqhfrrus0bhg",$7,Husky 10- and 11-Piece Drive Socket Sets,https://www.dealnews.com/Husky-10-and-11-Piece-Drive-Socket-Sets-for-7-free-shipping/2168795.html,2017-12-30T08:50:47-05:00,2168795,,HAND TOOLS,"Home Depot discounts a selection of Husky 10- and 11-piece drive socket sets to <strong>$6.88</strong> with <strong>free shipping</strong>, as listed below. Each is $3 off list and the lowest price we could find. The sets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168795"">Husky 11-Piece 1/4"" Metric Drive Socket and Ratchet Set</a> for <strong>$6.88</strong> (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089778,2168795"">Husky 11-Piece 1/4"" SAE Drive Socket Set</a> for <strong>$6.88</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089781,2168795"">Husky 10-Piece 3/8"" Metric Drive Socket Set</a> for <strong>$6.88</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089784,2168795"">Husky 10-Piece 3/8"" SAE Drive Socket Set</a> for <strong>$6.88</strong>
 </li>
</ul>",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlccqkdcnyjxbrlau01s",$200,Citybug 2 Electric Scooter with Lights,https://www.dealnews.com/Citybug-2-Electric-Scooter-with-Lights-for-200-free-shipping/2168789.html,,2168789,True,TOYS & HOBBIES,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168789"">Brookstone Citybug 2 Electric Scooter with Lights</a> in Black for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find now by $100. It features a push and pull acceleration system, headlight, and tail light.",2017-12-30T12:06:00-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqk4yla7kik10dhosxhf",$55,Jos. A. Bank Men's Classic Tailored Fit Suit,https://www.dealnews.com/Jos.-A.-Bank-Mens-Classic-Tailored-Fit-Suit-for-55-free-shipping/2168786.html,,2168786,True,SUITS,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168786"">Jos. A. Bank Men's Classic Collection Tailored Fit Suit</a> in Grey or Charcoal for <strong>$55.20</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $145 off list, and a low price for a men's suit in general. It's available in select regular and long sizes from 37 to 41. Deal ends January 1.",2017-12-30T11:49:28-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vm0xxfncikfdzup4c7bh",$550,"Refurb MacBook Air Broadwell i5 12"" Laptop",https://www.dealnews.com/Refurb-Mac-Book-Air-Broadwell-i5-12-Laptop-for-550-free-shipping/2168783.html,,2168783,True,MACBOOK AIR,"Altatac via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168783"">Apple MacBook Air Broadwell Core i5 1.6GHz 11.6"" Laptop</a> for <strong>$549.95</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's $185 under the best deal for a new unit.) It features an Intel Core i5 1.6GHz Broadwell dual-core processor, 11.6"" 1366x768 LCD, 4GB RAM, 128GB flash storage, webcam, 802.11ac wireless, Bluetooth 4.0, USB 3.0, Thunderbolt, and Mac OS X 10.10 Yosemite.<br>
<br>
Note: A 90-day warranty applies, although it's unclear who backs it.",2017-12-30T11:48:57-05:00
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jjjamythguxpueuqofug",Up to 65% off w/ Gold,Microsoft Store Countdown to 2018 Game Sale,https://www.dealnews.com/Microsoft-Store-Countdown-to-2018-Game-Sale-Up-to-65-off-w-Gold/2168780.html,,2168780,,GAMES,"For Xbox Live Gold members only, Microsoft Store takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089766,2168780"">game downloads for Xbox One</a> furing its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089769,2168780"">Countdown to 2018 Sale</a>. (Not a member? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/Xbox-Live-Gold-1-Month-Subscription-for-1/2167121.html"">Sign up</a> for a month for just $1.) Deal ends January 4. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089775,2168780"">Deux Ex: Mankind Divided for Xbox One</a> for <strong>$9</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168780"">For Honor: Standard Edition for Xbox One</a> for <strong>$19.80</strong> (pictured, low by $10)
 </li>
</ul>",2017-12-30T12:16:03-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hgsw3bghje7gluhnc2re",$36,Theefun 1:16 Rock Crawler 2.4Ghz RC Car,https://www.dealnews.com/Theefun-1-16-Rock-Crawler-2.4-Ghz-RC-Car-for-36-free-shipping/2168777.html,2017-12-30T07:06:37-05:00,2168777,,TOYS & HOBBIES,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168777"">Theefun 1:16 Rock Crawler 2.4Ghz Remote Control Car</a> for $59.99. Coupon code ""264L7LDQ"" cuts that to <strong>$35.99</strong>. With <strong>free shipping</strong>, that's $24 off and the lowest price we could find. It features anti-skid wheels, shockproof suspension, 4WD, and rechargeable battery. One AA battery is required. Deal ends December 31.",
free shipping,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkwl2tvbmabmup7kimel",$55,Elechomes Big Mouth 900W Juicer,https://www.dealnews.com/Elechomes-Big-Mouth-900-W-Juicer-for-55-free-shipping/2168774.html,2017-12-30T06:45:17-05:00,2168774,,SMALL APPLIANCES,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168774"">Elechomes Big Mouth 900-watt Juicer</a> for $79.99. Coupon code ""BM5SK2CF"" cuts it to <strong>$54.99</strong>. With <strong>free shipping</strong>, that's $5 under last week's mention, $25 off list, and the lowest price we've seen. It features a 900-watt motor, 3"" chute, juice container which doubles as a serving pitcher, and overheat protection. Deal ends January 5.",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nk6inseu838dlditsvs2",$40,Syma X56W Camera Quadcopter Drone,https://www.dealnews.com/Syma-X56-W-Camera-Quadcopter-Drone-for-40-free-shipping/2168771.html,2017-12-30T06:31:19-05:00,2168771,,TOYS & HOBBIES,"RC Drone via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168771"">Syma X56W Camera Quadcopter Drone</a> in Black or White for $59.90. Coupon code ""T2FIL4OI"" cuts the price to <strong>$39.53</strong>. With <strong>free shipping</strong>, that's $2 under our mention from a week ago and the lowest price we could find now by $10. It features 6-axis stability, has a flight time of seven minutes, and can be controlled with the remote or with a smartphone. Deal ends December 31.",
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p646wnbd0b4a1iqluamc",from $2,Kindle Goodreads eBooks at Amazon,https://www.dealnews.com/Kindle-Goodreads-eBooks-at-Amazon-from-2/2168768.html,,2168768,,EBOOKS,"As one of its daily deals, Amazon cuts <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168768"">Kindle Goodreads Choice Awards finalists' eBooks</a>, with prices starting at <strong>$1.99</strong>. Choose from titles such as Timothy Zahn's <i>Star Wars: Thrawn</i>, Neil DeGrasse Tyson's <i>Astrophysics for People in a Hurry</i>, and Kate Moore's <i>The Radium Girls: The Dark Story of America's Shining Women</i>. Deal ends today.",2017-12-30T12:13:15-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nonoj6uneng7s7worenq",$30,SiriusXM 6-Month Subscriptions,https://www.dealnews.com/Sirius-XM-6-Month-Subscriptions-for-30/2168480.html,2017-12-29T15:26:53-05:00,2168480,,MUSIC,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168480"">SiriusXM</a> offers your choice of a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089442,2168480"">SiriusXM 6-Month Select Package</a> or a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089445,2168480"">SiriusXM 6-Month Streaming Package</a> for <strong>$30</strong>. You'll need to cancel before the six months is over unless you want to renew at $15.99/month.",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/esejdz1n9p8vue801im7",$100,SiliconDust HDHomeRun Quatro TV Tuner,https://www.dealnews.com/Silicon-Dust-HDHome-Run-Quatro-TV-Tuner-for-100-free-shipping/2168765.html,,2168765,True,STREAMING MEDIA PLAYERS,"As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168765"">SiliconDust HDHomeRun Connect Quatro TV Tuner</a> for <strong>$99.99</strong> with <strong>free shipping</strong>. That's $50 off and tied with last week's mention as a great deal for this recently-released model. It features four tuners to stream up to four channels at once via your existing OTA antenna. More information is available <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089763,2168765"">here</a>. Deal ends today.",2017-12-30T11:34:29-05:00
,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j3osrscs7dtvllf6eazc",free,Cooking Kindle eBooks,https://www.dealnews.com/Cooking-Kindle-eBooks-for-free/2168762.html,,2168762,,EBOOKS,"Amazon offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168762"">cooking Kindle eBooks</a> for <strong>free</strong>. Each is at least a buck off list and the lowest price we could find. Discounted titles include <i>Five Ingredient Cookbook: Easy Recipes in 5 Ingredients or Less</i> (pictured), <i>BBQ Party: 50 Essential Smoking Meat Recipes</i>, and <i>Cast Iron Cookbook: Ultimate Cast Iron Cooking Recipes</i>.",2017-12-30T11:34:15-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wsoi1dfnpczrokj1tpd6",$31,Gevalia Espresso K-Cup 100-Pack,https://www.dealnews.com/Gevalia-Espresso-K-Cup-100-Pack-for-31-free-shipping/2168759.html,,2168759,,COFFEE,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168759"">Gevalia Espresso K-Cup 100-Pack</a> in Signature Blend or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089760,2168759"">Colombia</a> for <strong>$31.18</strong> with <strong>free shipping</strong> via the steps below. That's $8 less than you'd pay in local warehouse clubs. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168759"">Gevalia Espresso K-Cup 100-Pack</a> for $38.98
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$31.18</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2017-12-30T12:12:50-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv8sanchkgvmbftmpkea",$150,Refurb Bose SoundLink Bluetooth Headphones II,https://www.dealnews.com/Refurb-Bose-Sound-Link-Bluetooth-Headphones-II-for-150-free-shipping/2168753.html,2017-12-30T04:56:46-05:00,2168753,,HEADPHONES,"Bose offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168753"">Bose SoundLink Bluetooth Over-Ear Wireless Headphones II</a> in Black for <strong>$149.95</strong> with <strong>free shipping</strong>. That's tied with our refurb mention from two weeks ago and $49 below the best price we could find for a new pair. They feature a 30-foot range and up to 15 hours of play time.<br>
<br>
A 1-year Bose warranty applies, same as new items.",
pickup at Macy's,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqvrkphxrykic01eudx5",$8 after rebate,Tools of the Trade 8-Qt. Casserole w/ Lid,https://www.dealnews.com/Tools-of-the-Trade-8-Qt.-Casserole-w-Lid-for-8-after-rebate-pickup-at-Macys/2168750.html,,2168750,,KITCHEN,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168750"">Tools of the Trade Stainless Steel 8-Quart Casserole with Lid</a> for $17.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089757,2168750"">$10 mail-in rebate</a> cuts that to <strong>$7.99</strong>. Choose in-store <strong>pickup</strong> to avoid the backorder shipping delay, which would likely negate the rebate. That's $2 under last month's mention, $52 off list, and the lowest price we could find. It's oven safe to 450° Fahrenheit. Deal ends today.",2017-12-30T12:11:27-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqrwrawv10tutolrcsmp",$60,Philips Hue White Smart Bulb Starter Kit,https://www.dealnews.com/Philips-Hue-White-Smart-Bulb-Starter-Kit-for-60-free-shipping/2168747.html,,2168747,True,LIGHT BULBS,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168747"">Philips Hue White Smart Bulb Starter Kit</a> for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago and the lowest price we could find now by $40. It comes with four LED bulbs and one bridge; plus, it features voice and app control. Deal ends today.",2017-12-30T11:47:40-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jiwrmc1nfdcpvfj3erri",$40,Columbia Men's Mountainside Full Zip Vest,https://www.dealnews.com/Columbia-Mens-Mountainside-Full-Zip-Vest-for-40-free-shipping/2168669.html,2017-12-30T04:13:29-05:00,2168669,,COATS,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168669"">Columbia Men's Mountainside Full Zip Vest</a> in Navy or Graphite for $49.98. Coupon code ""COLDEC60"" drops that to <strong>$39.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089718,2168669"">sign up</a>.) That's $10 below our mention from last week and the lowest price we've seen. (It's the best deal now by $40.) It's available in sizes S to XXL. Deal ends December 31.",
pickup at Walmart,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flp5aqcllcpww56sc1f0",$9,"Bacati Pin Dots 42x84"" Curtain Panel",https://www.dealnews.com/Bacati-Pin-Dots-42-x84-Curtain-Panel-for-9-pickup-at-Walmart/2168663.html,2017-12-30T04:13:24-05:00,2168663,,DECOR,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168663"">Bacati Pin Dots 42"" x 84"" Curtain Panel</a> in Yellow for <strong>$8.57</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $21. It features a 1"" header with a 3"" rod pocket.",
pickup at Walmart,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wujgat8yliq29io2dsg4",$8,Gerber Mini Paraframe Fine Edge Folding Knife,https://www.dealnews.com/Gerber-Mini-Paraframe-Fine-Edge-Folding-Knife-for-8-pickup-at-Walmart/2168666.html,2017-12-30T04:12:06-05:00,2168666,,KNIVES & MULTITOOLS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168666"">Gerber Mini Paraframe Fine Edge Clip Folding Knife</a> for <strong>$7.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089715,2168666"">Amazon</a> charges the same with free shipping via Prime.) That's tied with our October mention and the lowest price we could find by $10. It features a 2.22"" blade, frame lock mechanism, and pocket clip.",
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ik8cghwccxp8nmacfv0i","40,000 Bonus Miles",Barclaycard Arrival Plus™ MasterCard®,"https://www.dealnews.com/lw/click.html?20,2,2168600",2017-12-30T00:01:00-05:00,2168600,,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168600"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089655,2168600"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 16.99%, 20.99% or 23.99%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089658,2168600"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x1tyurjdedrtdi1rlbjt",$30,Tommy Hilfiger Men's Modern Performance Pants,https://www.dealnews.com/Tommy-Hilfiger-Mens-Modern-Performance-Pants-for-30-free-shipping/2168651.html,2017-12-30T04:03:31-05:00,2168651,,PANTS,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168651"">Tommy Hilfiger Men's Modern-Fit Solid Stretch Performance Pants</a> in Khaki for <strong>$29.99</strong> with <strong>free shipping</strong>. That's $70 off and the lowest price we could find. They're available in sizes 32x30 to 40x30. Deal ends December 30.",
pickup at Walmart,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ojtrq9y0ssdgd6i8tpno",$10,LeapFrog Learning Friends School Play Set,https://www.dealnews.com/Leap-Frog-Learning-Friends-School-Play-Set-for-10-pickup-at-Walmart/2168648.html,2017-12-30T03:55:54-05:00,2168648,,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168648"">LeapFrog Learning Friends Play and Discover School Play Set</a> for <strong>$9.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off and the lowest price we could find. It features five different school activities, three interactive learning friends, more than 70 stories, songs, and phrases, and moveable snack time table. Three AA batteries are required but not included.",
pickup at Walmart,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mtqo1czjeajvnfv32x82",$23,Lincoln Logs Frosty Falls Ranch,https://www.dealnews.com/Lincoln-Logs-Frosty-Falls-Ranch-for-23-pickup-at-Walmart/2168645.html,2017-12-30T03:52:23-05:00,2168645,,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168645"">Lincoln Logs Frosty Falls Ranch</a> for <strong>$22.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $12. It includes a cowboy figure, horse, and 120 pieces.",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m0bl0qc4t2miesqud5wj",from $20,Tomodachi 12pc Titanium-Coated Cutlery Set,https://www.dealnews.com/Tomodachi-12-pc-Titanium-Coated-Cutlery-Set-from-20-free-shipping/2168633.html,,2168633,,CUTLERY & FLATWARE,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168633"">Tomodachi 12-Piece Titanium-Coated Cutlery Set</a> in Copper or Black for <b>$19.98</b> with <b>free shipping</b>. (Non-members must pay a $2 surcharge.) That's the lowest price we could find by $8. The set includes a 8"" chef's knife, 8"" bread knife, 6"" utility knife, 5"" tomato knife, 4"" citrus knife, 3.5"" paring knife, and matching blade guards for each knife.",2017-12-30T12:09:50-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bq2rfvka91gm4mfxpgey",$74,Verizon Wear24 Bluetooth 4G LTE Smartwatch,https://www.dealnews.com/Verizon-Wear24-Bluetooth-4-G-LTE-Smartwatch-for-74-free-shipping/2168654.html,,2168654,,SMARTWATCHES,"Shophotdeals1 via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168654"">Verizon Wear24 42mm Bluetooth WiFi + 4G LTE Smartwatch</a> in Gold for <strong>$73.97</strong> with <strong>free shipping</strong>. That's $5 under our mention from two weeks ago and the lowest price we could find now by $26. It features a 35mm 480x480 AMOLED display, 768MB RAM, 4GB storage, Wi-Fi, Bluetooth, stainless steel case, silicone rubber band, and Android Wear 2.0 OS.",2017-12-30T12:18:10-05:00
