price,title,shipping,time_modified,category,url,editors_choice,time_published,description,picture_url,hotness,uuid
$72,Stamina InTone Oval Jogger,free shipping,,EXERCISE EQUIPMENT,https://www.dealnews.com/Stamina-In-Tone-Oval-Jogger-for-72-free-shipping/2170091.html,,2018-01-02T08:35:53-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170091"">Stamina InTone Oval Jogger</a> for <strong>$71.94</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091923,2170091"">Amazon</a> charges the same price, as does <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091926,2170091"">Home Depot</a> via in-store pickup.) That's the lowest price we could find by $2, although most stores charge $100 or more. It features a multifunctional fitness monitor, adjustable handle bar, and 250-lb. capacity.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ijr2swl2ygikjyyjvkw7",3,2170091
$39 at IKEA stores,IKEA Lack TV Unit,,,HOME FURNITURE,https://www.dealnews.com/IKEA-Lack-TV-Unit-for-39-at-IKEA-stores/2170079.html,,2018-01-02T08:31:58-05:00,"IKEA retail locations offer its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170079"">IKEA Lack TV Unit</a> for <strong>$39</strong>. (This offer is available online; however, shipping starts at $119.) That's $11 off and the lowest price we could find. It can hold a TV up to 50"" and measures approximately 59"" x 22"" x 14"". Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iwcg8cfx7s8q590yrnva",3,2170079
$6,Fruit of the Loom Women's Sports Bra 3-Pack,pickup at Walmart,,ACTIVEWEAR,https://www.dealnews.com/Fruit-of-the-Loom-Womens-Sports-Bra-3-Pack-for-6-pickup-at-Walmart/2170088.html,,2018-01-02T08:28:30-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170088"">Fruit of the Loom Women's Tank Style Sports Bra 3-Pack</a> in Stripe/Black/Red Hot or Pin Dot/Popsicle Pink/White for <strong>$6</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. They come in select sizes from 34 to 50.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtrlsb75iyxqht8bkyam",3,2170088
$8,Tacklife Classic Digital Multimeter,free shipping w/ Prime,,TOOLS & HARDWARE,https://www.dealnews.com/Tacklife-Classic-Digital-Multimeter-for-8-free-shipping-w-Prime/2170076.html,,2018-01-02T08:23:46-05:00,"Tacklife Direct via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170076"">Tacklife Classic Digital Multimeter</a> for $12.97. Coupon code ""54GCYL5X"" cuts the price to <strong>$7.78</strong>. With <strong>free shipping</strong>, that's a buck under our Cyber Monday mention and the lowest price we've seen. (It's also the best deal now by $8.) It features a non-contact voltage test function, overload protection, continuity test, auto-ranging, auto power off, low battery indication, and a backlit LCD display. Deal ends January 5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj97topbcnhsyij0jtz6",3,2170076
Up to 70% off + 15% off,Kohl's Clearance Sale,free shipping w/ $75,,AFTER CHRISTMAS SALES,https://www.dealnews.com/Kohls-Clearance-Sale-Up-to-70-off-15-off-free-shipping-w-75/2170070.html,,2018-01-02T08:11:51-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091911,2170070"">Kohl's</a> cuts <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091914,2170070"">clearance items</a>. Plus, get an <strong>extra 15% off</strong> with no-minimum purchase or an <strong>extra 20% off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091917,2170070"">$100 or more</a> via coupon code ""SAVEMORE20"". Shipping adds <strong>$8.95</strong>, but orders of $75 or more qualify for free shipping. (In-store pickup may also be available.) Some exclusions apply. Deal ends January 3. A couple of best bets, both with prices after the above coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170070"">Tek Gear Men's Slasher Shorts</a> for <strong>$8.50</strong> (pictured, $17 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091920,2170070"">Sonoma Goods for Life Men's Coolmax Classic-Fit Crewneck Sweater</a> for <strong>$17</strong> ($33 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrc46oeewrqacjawrmf0",4,2170070
$10,7-Piece Frame Clock & Room Decor Set,pickup at Walmart,,DECOR,https://www.dealnews.com/7-Piece-Frame-Clock-Room-Decor-Set-for-10-pickup-at-Walmart/2170061.html,,2018-01-02T08:03:05-05:00,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170061"">7-Piece Frame Clock &amp; Room Decor Set</a> in Fuchsia for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $11. It includes two 4"" x 6"" frames, two 5"" x 7"" frames, a 4-opening 4"" x 6"" collage frame, a clock, and a dry erase board.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eg8mds981omvzfp0cggx",3,2170061
,8 Things That Will Be MORE Expensive in 2018,,,CONSUMER NEWS,https://www.dealnews.com/features/Items-That-Will-Be-More-Expensive-in-2018/,,2018-01-02T08:00:01-05:00,"In 2018 you'll likely see price increases that will hurt your pocketbook. Fortunately, the first step to avoiding high prices is to be aware of them. So let's run down the list of <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Items-That-Will-Be-More-Expensive-in-2018/"">products and services you can expect to be more expensive</a> this year.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/etqgzscgngymujfkg2hl",,2165885
Up to 50% off,Superdry Winter Sale,free shipping,,CLOTHING & ACCESSORIES,https://www.dealnews.com/Superdry-Winter-Sale-Up-to-50-off-free-shipping/2170064.html,,2018-01-02T07:52:36-05:00,"Superdry takes <b>up to 50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091908,2170064"">men's and women's apparel and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091902,2170064"">Winter Sale</a>. (Prices are as marked.) Plus, all orders bag <b>free express shipping</b>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091905,2170064"">Superdry Women's Bardot Bodycon Dress</a> for <strong>$22.25</strong> ($22 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170064"">Superdry Men's Gym Tech Double Zip Hoodie</a> for <strong>$59.15</strong> (pictured, $25 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vlrxuvdohnb8la0wogsq",3,2170064
$9,Rymemo Sweatproof Bluetooth In-Ear Earphones,free shipping w/ Prime,,HEADPHONES,https://www.dealnews.com/Rymemo-Sweatproof-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2170043.html,,2018-01-02T07:43:36-05:00,"Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170043"">Rymemo Sweatproof Bluetooth In-Ear Earphones</a> in Black for $17.88. Coupon code ""PM746QPU"" cuts the price to <strong>$8.76</strong>. With <strong>free shipping</strong> for Prime members, that's tied with our mention from two weeks ago, $9 off list, and the lowest price we could find. They feature earhooks and up to 6 hours of battery life. Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qbpb6d42zljau4tefwzf",3,2170043
$9,Soufull Stainless Steel Poultry Scissors,free shipping w/ Prime,,KITCHEN,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2169485.html,,2018-01-02T00:01:00-05:00,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169485"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",,2169485
$10,Schick Hydro 5 Disposable Razor Blade 5-Pack,free shipping,,SHAVING & GROOMING,https://www.dealnews.com/Schick-Hydro-5-Disposable-Razor-Blade-5-Pack-for-10-free-shipping/2170046.html,,2018-01-02T07:33:57-05:00,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170046"">Schick Hydro 5 Disposable Razor Blade 5-Pack</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this quantity by $6. They purport to hydrate skin while shaving.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abs6xmdroexjf2gtby0k",3,2170046
$8,Alpine Swiss Men's Flip Flops,free shipping,,SHOES,https://www.dealnews.com/Alpine-Swiss-Mens-Flip-Flops-for-8-free-shipping/2170058.html,,2018-01-02T07:23:54-05:00,"Art of Deals via eBay continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170058"">Alpine Swiss Men's Flip Flops</a> in several colors for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $16. They're available in sizes from 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/meviryrwtcelunmgfmgw",3,2170058
$8,Dr.meter Soil Moisture / Light / PH Meter,free shipping w/ Prime,,GARDEN TOOLS,https://www.dealnews.com/Dr.meter-Soil-Moisture-Light-PH-Meter-for-8-free-shipping-w-Prime/2170055.html,,2018-01-02T07:21:59-05:00,"Thousandshores Inc. via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170055"">Dr.meter Soil Moisture / Light / PH Meter</a> for $12.99. Coupon code ""EOP9R5AH"" cuts it to <strong>$7.99</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under our July mention, $5 off, and the best price we could find. It reads soil moisture, PH acidity, and light level with two probes. Deal ends January 9.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gecbiitivi5dgbovt1jl",3,2170055
Up to 70% off,H&M Sale,free shipping w/ $40,,CLOTHING & ACCESSORIES,https://www.dealnews.com/H-M-Sale-Up-to-70-off-free-shipping-w-40/2170052.html,,2018-01-02T07:20:16-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170052"">H&amp;M</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091893,2170052"">sale styles</a>. (Prices are as marked.) Shipping adds <strong>$5.99</strong>, but orders of $40 receive free shipping via code ""0040"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2604/H-M/"">H&amp;M Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjlxhxzcl7elufa6f6yy",4,2170052
$7,Perpetual Commotion 2-Player Game,free shipping w/ Prime,,CARD AND BOARD GAMES,https://www.dealnews.com/Perpetual-Commotion-2-Player-Game-for-7-free-shipping-w-Prime/2170049.html,,2018-01-02T07:19:29-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170049"">Perpetual Commotion 2-Player Game</a> for <strong>$6.99</strong> with <strong>free shipping</strong>. That's $3 off and the lowest price we could find. This fast-paced card game has won several awards.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ycgr7y6ljtjehzj44ezu",4,2170049
$15,Sweetylife Knee Pillow for Back Pain,free shipping w/ Prime,,HEALTH,https://www.dealnews.com/Sweetylife-Knee-Pillow-for-Back-Pain-for-15-free-shipping-w-Prime/2170040.html,,2018-01-02T07:13:05-05:00,"Sweetylife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170040"">Sweetylife Knee Pillow for Back Pain</a> for $24.80. Coupon code ""IE4EREA4"" cuts it to <strong>$14.88</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features a breathable easy-clean cover. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zrjdzwgcutjjjrbwfzk1",4,2170040
from $160,"Vizio SmartCast 36"" Home Theater Sound Bar",free shipping,,HOME THEATER SYSTEMS,https://www.dealnews.com/Vizio-Smart-Cast-36-Home-Theater-Sound-Bar-from-160-free-shipping/2170037.html,,2018-01-02T07:08:41-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170037"">Vizio SmartCast 36"" 5.1-Channel Home Theater Sound Bar System</a> for <strong>$159.88</strong> with <strong>free shipping</strong>. (Non-members pay $15.98 extra.) That's $10 under our mention from last November and the lowest price we could find by $20 today. It features a frequency response of 50Hz to 20kHz, Bluetooth, WiFi, Ethernet, and USB. Deal ends January 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/agqjnjzkouppjcq3bxwp",3,2170037
$25,"Westinghouse 9"" Compact Ceramic Heater",free shipping w/ Prime,,HEATERS,https://www.dealnews.com/Westinghouse-9-Compact-Ceramic-Heater-for-25-free-shipping-w-Prime/2170034.html,,2018-01-02T07:02:10-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170034"">Westinghouse 9"" Portable Ceramic Heater</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. That's $5 off and the lowest price we could find. It features adjustable thermostat comfort control, two heat settings, fan-only mode, and automatic overheat protection.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hx5fpdblvx2k4fxytic4",3,2170034
$180,"Insignia 40"" 1080p LED LCD HDTV",free shipping,,TVS,https://www.dealnews.com/Insignia-40-1080-p-LED-LCD-HDTV-for-180-free-shipping/2170028.html,,2018-01-02T07:01:36-05:00,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170028"">Insignia 40"" 1080p LED-Backlit LCD HD Television</a>, model no. NS-40D420NA18, for <strong>$179.99</strong> with <strong>free shipping</strong>. That's $70 off and the best price we could find. It features a native resolution of 1920x1080 (1080p), USB, and three HDMI inputs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgkhbkb5iaxdhocarnls",3,2170028
"Earn 30,000 bonus points",JetBlue Plus Card,,,CREDIT CARDS,"https://www.dealnews.com/lw/click.html?20,2,2170181",,2018-01-02T10:37:44-05:00,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170181"">JetBlue Plus Card</a> and receive <strong>30,000 bonus points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092208,2170181"">spend $1,000 in purchases</a> within the first 90 days of account opening. Other card features include earning <strong>6x points</strong> on JetBlue purchases, <strong>2x points</strong> at restaurants and grocery stores, and <strong>1x points</strong> on all other purchases. Plus, your first checked bag is <strong>free</strong>. Finally, there's no blackout dates on JetBlue-operated flights, you can redeem for any seat any time on JetBlue-operated flights, and points awarded into your TrueBlue account don't expire. A $99 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092211,2170181"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uku4yulyuaxaufupterc",,2170181
,5 Strategies That Gyms Use to Hook You (and How to Not Fall for Them),,,BUYING GUIDES,https://www.dealnews.com/features/Strategies-That-Gyms-Use-to-Hook-You-and-How-to-Not-Fall-for-Them/,,2018-01-02T07:00:01-05:00,"Joining a gym in January means you may encounter high-pressure sales tactics. If you want to avoid overpaying for a gym membership, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Strategies-That-Gyms-Use-to-Hook-You-and-How-to-Not-Fall-for-Them/"">be aware of these five sneaky strategies</a> — and have a game plan for fighting back.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ivkjrkxnd5qeqdeot2xs",,2165807
$7,Blaster Master Zero for Switch / 3DS,,,GAMES,https://www.dealnews.com/Blaster-Master-Zero-for-Switch-3-DS-for-7/2170016.html,,2018-01-02T06:58:27-05:00,"Nintendo offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170016"">Blaster Master Zero for Nintendo Switch</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091884,2170016"">Nintendo 3DS</a> for <strong>$6.99</strong>. That's the lowest price we could find by $3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g4cqv7dp9tiizgabr0uf",3,2170016
$8,Quaker Chewy Bites 1-Oz. Granola Snacks 16pk,free shipping,,GROCERIES,https://www.dealnews.com/Quaker-Chewy-Bites-1-Oz.-Granola-Snacks-16-pk-for-8-free-shipping/2170022.html,,2018-01-02T06:57:22-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170022"">Quaker Chewy Bites 1-Oz. Granola Snacks 16-Pack</a> in Chocolate Chip for <strong>$8.34</strong> with <strong>free shipping</strong>, via the directions below. That's $5 off and the lowest price we could find. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170022"">Quaker Chewy Bites 1-Oz. Granola Snacks 16-Pack</a> for $12.99
 </li>
 <li>clip the $4-off coupon on the product page
 </li>
 <li>checkout via Subscribe &amp; Save for a final price of <strong>$8.34</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wggwylulkios91wdkhfj",2,2170022
$4,Burt's Bees Moisturizing Lip Balm 2-Pack,free shipping,,PERSONAL CARE,https://www.dealnews.com/Burts-Bees-Moisturizing-Lip-Balm-2-Pack-for-4-free-shipping/2170031.html,,2018-01-02T06:55:27-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170031"">Burt's Bees 100% Natural Moisturizing Lip Balm 2-Pack</a> in Coconut & Pear for $3.89. Check out via Subscribe & Save to cut that to <strong>$3.70</strong> and bag <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091890,2170031"">Target</a> charges the same price via in-store pickup.) That's around $2 less than you'd pay in any other local store.<br>
<br>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvfrbigvqghgkvn3cw5y",3,2170031
$7,Mighty Gunvolt Burst for Nintendo Switch/3DS,,,GAMES,https://www.dealnews.com/Mighty-Gunvolt-Burst-for-Nintendo-Switch-3-DS-for-7/2170025.html,,2018-01-02T06:49:50-05:00,"Nintendo offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170025"">Mighty Gunvolt Burst for Nintendo Switch</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091887,2170025"">Nintendo 3DS</a> for <strong>$6.99</strong>. That's $3 off and the lowest price we could find.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y1le3yxvhj3pkhpenozj",3,2170025
Up to 35% off,Outdoor Power Equipment at Home Depot,free shipping,,GARDEN TOOLS,https://www.dealnews.com/Outdoor-Power-Equipment-at-Home-Depot-Up-to-35-off-free-shipping/2170010.html,,2018-01-02T06:43:15-05:00,"As one of its daily deal, Home Depot takes <strong>up to 35% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091881,2170010"">outdoor power equipment</a>. Plus, all these orders receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091875,2170010"">PowerStroke 1,600-PSI 1.2-GPM Electric Pressure Washer</a> for <strong>$69</strong> ($53 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170010"">Ryobi 16"" 13A Corded Electric Push Mower</a> for <strong>$99</strong> (pictured, $40 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2rinrhipec5klgxwfm2",4,2170010
$109,Better Homes and Gardens Kelsey Loft Bed,free shipping,,BED & BATH,https://www.dealnews.com/Better-Homes-and-Gardens-Kelsey-Loft-Bed-for-109-free-shipping/2170013.html,,2018-01-02T06:39:29-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170013"">Better Homes and Gardens Kelsey Twin Metal Loft Bed</a> in Black or White for <strong>$109.20</strong> with <strong>free shipping</strong>. That's $11 under our May mention and the lowest price we could find now by $8. It accommodates a twin mattress and features a weight capacity of 200 lbs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpt7w5t92svxn6ag7v31",2,2170013
$50,Rubbermaid Collapsible Cargo Crate,$5 shipping,,HOME & GARDEN,https://www.dealnews.com/Rubbermaid-Collapsible-Cargo-Crate-for-50-5-s-h/2170004.html,,2018-01-02T06:38:25-05:00,"Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170004"">Rubbermaid Collapsible Cargo Crate</a> for <strong>$49.99</strong> plus <strong>$5</strong> for shipping. That's $50 off and the lowest price we could find. It features a retractable handle, measures 15"" x 17.75"" x 18.37"", and has a weight capacity of 40 lbs. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vix51zlvnn4ggnpeaam3",2,2170004
$7,Kind Healthy Grains Granola Bars 15-Pack,free shipping,,GROCERIES,https://www.dealnews.com/Kind-Healthy-Grains-Granola-Bars-15-Pack-for-7-free-shipping/2170007.html,,2018-01-02T06:33:10-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170007"">Kind Healthy Grains 1.2-oz. Granola Bars 15-Bar Pack</a> in Vanialla Blueberry for $7.26. Check out via Subscribe & Save to cut that to <strong>$6.90</strong> and bag <strong>free shipping</strong>. That's tied with our November mention and a buck below what you'd pay for this quantity at a local store. These bars are gluten-free.<br>
<br>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xqvtune50jl1kcucgvhu",3,2170007
