time_published,uuid,shipping,hotness,url,picture_url,time_modified,editors_choice,title,category,description,price
,2168039,,3,https://www.dealnews.com/Wonder-Woman-HD-Movie-Rental-for-3/2168039.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqcuvrrdos0clga05xaj",2017-12-29T09:19:49-05:00,True,Wonder Woman HD Movie Rental,DVD & HD MOVIE RENTALS,"Today only, Amazon offers rentals of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168039"">Wonder Woman in HD</a> for <strong>$2.99</strong>. That's the lowest price we could find by $3.",$3
2017-12-29T04:40:29-05:00,2168033,free shipping w/ Prime,4,https://www.dealnews.com/Pisen-10-000-m-Ah-1-A-2-A-Power-Bank-for-10-free-shipping-w-Prime/2168033.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ut3anrsrm7mesucvumcm",,,"Pisen 10,000mAh 1A/2A Power Bank",PORTABLE POWER BANKS,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168033"">Pisen 10,000mAh 1-amp/2-amp Power Bank</a> in White for $15.99. Coupon code ""QY3YBMVW"" cuts the price to <strong>$9.91</strong>. With <strong>free shipping</strong> for Prime members, that's $36 off list and the best we could find. It features smart-speed charging technology. Deal ends January 5.",$10
,2168030,free shipping w/ Prime,3,https://www.dealnews.com/Sports-Research-Sweet-Sweat-Waist-Trimmer-from-15-free-shipping-w-Prime/2168030.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jlb2ducxfvaojtljfywv",2017-12-29T09:19:38-05:00,True,Sports Research Sweet Sweat Waist Trimmer,SPORTS & FITNESS,"As one of its daily deals, Woot via Amazon offers the Sports Research Sweet Sweat Premium Waist Trimmer in several sizes with prices starting at <strong>$14.96</strong>, as list below. Plus, Prime members bag <strong>free shipping</strong> on all orders. Each one includes a sample of Sweet Sweat Gel. Deal ends today. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168030"">Small</a> for <strong>$14.96</strong> (pictured, low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087987,2168030"">Medium</a> for <strong>$15.47</strong> (low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087990,2168030"">Large</a> for <strong>$15.97</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087993,2168030"">Extra Large</a> for <strong>$16.97</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087996,2168030"">Extra Extra Large</a> for <strong>$18.46</strong> (low by $16)
 </li>
</ul>",from $15
,2168027,,3,https://www.dealnews.com/Amazon-Music-Unlimited-3-Month-Subscription-for-1-w-Prime/2168027.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7zqvn8x0upehnnkgalt",2017-12-29T09:56:37-05:00,,Amazon Music Unlimited 3-Month Subscription,MP3 DOWNLOADS,"For new subscribers only, Amazon offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168027"">Amazon Music Unlimited 3-Month Subscription</a> for <strong>99 cents</strong>. That's tied with last month's mention and a savings of $23. Amazon Unlimited Music features ""tens of millions"" of songs that can be streamed across all of your devices. Deal ends January 2, 2018.<br>
<br>
Note: You'll be charged $7.99/month after three months so be sure to cancel before then if you don't plan on keeping your subscription.",$1 w/ Prime
2017-12-28T14:19:46-05:00,2167685,,,https://www.dealnews.com/Card-Cash-Trade-In-Program-Trade-for-Amazon-GCs/2167685.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gfpeyxrypeagfeiv20co",,,CardCash Trade-In Program,GIFT CARDS,"At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087339,2167685"">CardCash</a>, users can take <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087342,2167685"">gift cards from other stores</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167685"">exchange them for Amazon Gift Cards</a>. (The exchange is not a 1:1 rate. Your Amazon gift card amount will vary depending on the card you're exchanging.) Just enter in the merchant name and the gift card balance for a quick exchange offer. If you choose to accept the offer, submit the required info and your Amazon gift card will be emailed to you in a printable format once your order has been approved. (Approval can take up to one business day.)",Trade for Amazon GCs
2017-12-29T04:14:36-05:00,2168024,,3,https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-89-off-from-2/2168024.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewbeigrlqwp4wizzs5ma",,,Kindle eBooks at Amazon,EBOOKS,"As one of its daily deals, Amazon takes <strong>up to 89% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168024"">Kindle eBooks</a>, with deals starting from <strong>$1.99</strong>. Featured titles include <i>Modern Romance</i>, <i>The Girl Before</i>, and <i>Fates and Furies</i>. Deal ends today.","Up to 89% off, from $2"
2017-12-29T04:04:35-05:00,2168021,free shipping,3,https://www.dealnews.com/Nicole-Miller-Womens-Lined-Footless-Leggings-for-4-free-shipping/2168021.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ke12n0aenacz1rq46fd3",,,Nicole Miller Women's Lined Footless Leggings,ACCESSORIES,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168021"">Nicole Miller Women's Footless Fleece-Lined Leggings</a> in six colors for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. They're available in sizes S/M to XL/XXL.",$4
2017-12-29T04:03:46-05:00,2168015,free shipping,3,https://www.dealnews.com/Dockers-Mens-Eastview-Leather-Oxford-Shoes-for-30-free-shipping/2168015.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujhho5tqi0tfyyxcquwn",,,Dockers Men's Eastview Leather Oxford Shoes,SHOES,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168015"">Dockers Men's Eastview Leather Oxford Shoes</a> in Red Brown for <b>$29.99</b> with <b>free shipping</b>. That's tied with last week's mention and the best deal today by at least $10 (most retailers charge $60 or more). They're available in select sizes from 7.5 to 13.",$30
2017-12-29T04:02:44-05:00,2168009,free shipping,3,https://www.dealnews.com/Mens-Genuine-Leather-Dress-Belt-2-Pack-for-8-free-shipping/2168009.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrhrjqeyhzze1nx6iluz",,,Men's Genuine Leather Dress Belt 2-Pack,ACCESSORIES,"Daily Steals via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168009"">Men's Genuine Leather Dress Belt 2-Pack</a> in Black/Brown for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the best deal we could find for this quantity of similar belts by $5. They're available in sizes from 30 to 44.",$8
,2168018,free shipping,3,https://www.dealnews.com/Comfortac-Memory-Foam-Pillow-for-31-free-shipping/2168018.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u8rvwf9ihcox4huujplv",2017-12-29T09:18:37-05:00,True,Comfortac Memory Foam Pillow,BEDDING,"As one of its daily deals, Mis Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168018"">Comfortac Memory Foam Queen Pillow</a> for <strong>$31.18</strong> with <strong>free shipping</strong>. That's a buck under last week's mention, $39 off list, and the lowest we've seen. It features a removable cover and adjustable filling.<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087984,2168018"">King size</a> for <strong>$33.18</strong> with <strong>free shipping.</strong> That's tied last week's mention, $47 off, and the lowest price we've seen. It features a removable cover and adjustable filling. Both deals end today",$31
2017-12-29T03:48:16-05:00,2168006,pickup at Walmart,4,https://www.dealnews.com/Sunbeam-Heated-Throw-for-20-pickup-at-Walmart/2168006.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xy6mrotkxkennghwgd1r",,,Sunbeam Heated Throw,BEDDING,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168006"">Sunbeam Fleece Heated Throw</a> in Navy Plaid for <strong>$19.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $12. It features heat settings, auto-off, and a six-foot power cord.",$20
,2168012,free shipping w/ Prime,4,https://www.dealnews.com/Waterfly-Sling-Backpack-for-10-free-shipping-w-Prime/2168012.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpcwlpexqfsgeove02nb",2017-12-29T09:16:27-05:00,True,Waterfly Sling Backpack,BACKPACKS,"Waterfly via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168012"">Waterfly Sling Backpack</a> in several colors (Black pictured) for $17.99. Coupon code ""746UFTEE"" cuts it to <strong>$9.89</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $18. It features several pockets.",$10
,2168000,pickup at Walmart,3,https://www.dealnews.com/3-M-Scotchgard-Harmony-Waterproof-Mattress-Pad-from-14-pickup-at-Walmart/2168000.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n8doqvgk6crlgorkpu4c",2017-12-29T09:15:49-05:00,True,3M Scotchgard Harmony Waterproof Mattress Pad,BEDDING,"Walmart offers the Comfort Classics 3M Scotchgard Harmony Waterproof Mattress Pad in several sizes from <strong>$14.27</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. For comparison, some retailers charge about double these prices. It fits mattresses up to 18"" deep. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168000"">Twin</a> for <strong>$14.27</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087972,2168000"">Twin XL</a> for <strong>$18.29</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087975,2168000"">King</a> for <b>$18.29</b> (low by $20)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087978,2168000"">California King</a> for <strong>$18.29</strong> (low by $21)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087981,2168000"">Queen size</a> is also available for <strong>$20.35</strong> (low by $14)",from $14
2017-12-29T02:17:15-05:00,2167997,free shipping w/ $50,4,https://www.dealnews.com/American-Eagle-Outfitters-Clearance-Sale-60-off-free-shipping-w-50/2167997.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wp99qpowjxqlybkpdal8",,,American Eagle Outfitters Clearance Sale,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087963,2167997"">American Eagle Outfitters</a> takes <strong>60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087966,2167997"">clearance apparel</a>. (Prices are as marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more qualify for free shipping. Sizes are limited, and some exclusions apply. Deal ends January 10. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167997"">American Eagle Women's Cozy Inside &amp; Out Sweatshirt</a> for <strong>$15.98</strong> (pictured, $24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087969,2167997"">American Eagle Men's Fleece Throwback Cotton Sweatshirt</a> for <strong>$17.98</strong> ($27 off)
 </li>
</ul>",60% off
2017-12-29T00:01:00-05:00,2167721,free shipping w/ $25,,https://www.dealnews.com/Macys-One-Day-Sale-Extra-25-off-Clearance-free-shipping-w-25/2167721.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t5z4bqwzeiydtbpqnpkt",,,Macy's One Day Sale,MACY'S COUPONS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167721"">Macy's</a> discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087447,2167721"">apparel, home goods, jewelry, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087450,2167721"">One Day Sale</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087453,2167721"">Web Busters</a>. Plus, take an <b>extra 25% off</b> of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087456,2167721"">clearance items</a>. Shipping adds <b>$10.95</b>, or get free shipping on orders of $25 or more. Exclusions may apply. Deal ends December 30.",Extra 25% off Clearance
2017-12-29T01:43:39-05:00,2167994,free shipping,2,https://www.dealnews.com/Insignia-49-1080-p-LED-LCD-HD-Roku-Smart-TV-for-280-free-shipping/2167994.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/scw790wl184xwfib6tnh",,,"Insignia 49"" 1080p LED LCD HD Roku Smart TV",TVS,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167994"">Insignia 48.5"" 1080p LED-Backlit LCD HD Roku Smart Television</a>, model no. NS-49DR420NA18, for <b>$279.99</b> with <b>free shipping</b>. That's $120 off list and tied with our mention from three weeks ago as the lowest price we could find. (It also beats Best Buy's Black Friday offer.) It features a 1920x1080 (1080p) native resolution, WiFi, built-in Roku TV (with access to Netflix, Hulu Plus, YouTube, more), USB, and three HDMI inputs.",$280
,2167988,free shipping,4,https://www.dealnews.com/Refurb-Asus-Transformer-10-64-GB-Touch-Laptop-for-155-free-shipping/2167988.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gag0zq5v3kmly0aekgru",2017-12-29T09:15:09-05:00,True,"Refurb Asus Transformer 10"" 64GB Touch Laptop",LAPTOPS,"Refurb for Less via eBay offers the refurbished 1.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167988"">Asus Transformer Mini Intel Atom 1.44GHz 10.1"" Touchscreen 2-in-1 Laptop</a> in Gray for <strong>$154.99</strong> with <strong>free shipping</strong>. That's $35 under our Black Friday week refurb mention and the lowest price we've seen. (It's the best deal we could find by $79 for a refurb today.)<br>
<br>
It functions as a laptop or tablet and features an Intel Cherry Trail Atom x5-Z8350 1.44GHz quad-core processor, 10.1"" 1280x800 LED-backlit touchscreen LCD, 4GB RAM, 64GB eMMC storage, 802.11ac wireless, detachable keyboard, built-in kickstand, 2-cell battery, and Windows 10 Home 64-bit. It comes with a stylus pen.<br>
<br>
Note: A 90-day warranty applies, but it's not clear who it's provided by.",$155
2017-12-29T01:32:10-05:00,2167991,free shipping,3,https://www.dealnews.com/Refurb-D-Link-Day-Night-Wi-Fi-Security-Camera-for-20-free-shipping/2167991.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mixvlhfcaq9rv9t6flnm",,,Refurb D-Link Day/Night WiFi Security Camera,SECURITY CAMERAS,"Altatac via Rakuten offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167991"">D-Link Day &amp; Night WiFi Security Camera</a> in White for $19.99. Coupon code ""ATL2D"" drops it to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for a refurb by $8, although it was briefly $2 less four day ago. It features sound and motion detection, night vision up to 16 feet, and video resolutions up to 640x480 at 30 fps. It pairs with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087960,2167991"">mydlink app</a>.<br>
<br>
Note: No warranty information is provided.",$20
2017-12-29T01:07:36-05:00,2167985,,3,https://www.dealnews.com/Incredible-Adventures-of-Van-Helsing-III-XB1-free-w-XBL-Gold/2167985.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h1jd3ov1lriovzfcerso",,,Incredible Adventures of Van Helsing III XB1,GAMES,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167985"">The Incredible Adventures of Van Helsing III for Xbox One</a> for <strong>free</strong>. That's $15 off list and the lowest price we could find. Deal ends January 31.",free w/ XBL Gold
2017-12-29T00:53:18-05:00,2167982,,3,https://www.dealnews.com/Tomb-Raider-Underworld-for-Xbox-360-free-w-XBL-Gold/2167982.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bfcfudznc6e6ht5iqkkz",,,Tomb Raider Underworld for Xbox 360,GAMES,"For Xbox Live Gold members only, Xbox Live Marketplace offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167982"">Tomb Raider Underworld for Xbox 360</a> for <strong>free</strong>. That's $20 off list and the lowest price we could find for this backwards-compatible game. Deal ends January 15.",free w/ XBL Gold
,2167979,free shipping,3,https://www.dealnews.com/Anchor-Hocking-16-oz.-Canning-Jar-6-Piece-Set-for-7-free-shipping/2167979.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qarrjryzv9boqaabbi1v",2017-12-29T09:13:39-05:00,True,Anchor Hocking 16-oz. Canning Jar 6-Piece Set,KITCHEN,"Oneida offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167979"">Anchor Hocking 16-oz. Glass Canning Jar 6-Piece Set</a> for $8.99. Apply coupon code ""DEALNEWSFREE"" to cut the price to <strong>$7.19</strong> and net <strong>free shipping</strong>. That's $23 off list and the lowest price we could find. Each is dishwasher safe. No lids are included. Deal ends December 30.",$7
2017-12-29T00:14:56-05:00,2167976,,2,https://www.dealnews.com/Play-Station-Store-Gift-Cards-at-GMG-10-off/2167976.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rl8fu8m6zhw6mag7csfp",,,PlayStation Store Gift Cards at GMG,GIFT CARDS,"Green Man Gaming takes <strong>10% off</strong> PlayStation Store gift cards, as listed below. That's tied with our August mention and a rare discount for PS Store credit; most retailers almost always charge face value. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087957,2167976"">$10 PlayStation Store Gift Card</a> for <strong>$9</strong> (low by $1)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087954,2167976"">$20 PlayStation Store Gift Card</a> for <strong>$18</strong> (low by $1)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167976"">$50 PlayStation Store Gift Card</a> for <strong>$45</strong> (low by $2)
 </li>
</ul>",10% off
,2167973,free shipping,3,https://www.dealnews.com/Razer-Kraken-Pro-V2-Gaming-Headset-for-40-free-shipping/2167973.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nebe0xqxr1qyoss1e8vj",2017-12-29T09:12:57-05:00,True,Razer Kraken Pro V2 Gaming Headset,HEADPHONES,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167973"">Razer Kraken Pro V2 Gaming Headset</a> in White for <strong>$39.99</strong> with <strong>free shipping</strong>. That's $13 under our August mention of another color and the best price we've seen. (It's a low today by $40.) Designed for PlayStation 4, Xbox One, Windows, and Mac, it features a boom microphone, 50mm driver, 12Hz to 28kHz frequency response, and 32-ohm impedance.",$40
,2167970,pickup at Walmart,4,https://www.dealnews.com/Boss-Audio-In-Dash-Car-Stereo-for-17-pickup-at-Walmart/2167970.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mgsvriudpaehfzpde6gn",2017-12-29T09:12:41-05:00,True,Boss Audio In-Dash Car Stereo,CAR AUDIO,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167970"">Boss Audio In-Dash Car Stereo</a> for <strong>$16.98</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087948,2167970"">Amazon</a> charges the same for Prime members.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $11 and the best price we've ever seen. This 200-watt stereo features four channels, an AM/FM receiver, 3.5mm input, USB port, SD card slot, backlit controls, clock, and 2-channel RCA outputs. (It doesn't include a CD player.)",$17
2017-12-29T00:01:00-05:00,2167727,,,https://www.dealnews.com/Sportsmans-Guide-15-off-your-first-order/2167727.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vdukbubkptbcloenefkn",,,Sportsman's Guide,CAMPING & OUTDOORS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167727"">Sportsman's Guide</a> takes <b>15% off</b> of your first order, including ammo, via coupon code ""TAKEOFF15"". Shipping starts at <b>$5.99</b>. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s742/Sportsmans-Guide/"">Sportsman's Guide Coupons</a>.</p>",15% off your first order
,2167967,$5 shipping,3,https://www.dealnews.com/Wink-Connected-Home-Hub-for-27-5-s-h/2167967.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rfp9qc4amol6u03565ro",2017-12-29T09:08:47-05:00,True,Wink Connected Home Hub,HOME IMPROVEMENT,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167967"">Wink Connected Home Hub</a> for <strong>$26.99</strong> plus <b>$5</b> for shipping. That's $3 under our November mention and the lowest price we've seen. (It's the best deal today by $3.) It allows you to control a range of smart home products (light bulbs, locks, thermostats, more) using the Wink app on your <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087942,2167967"">Android</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087945,2167967"">iOS</a> device. Deal ends December 30.",$27
,2167964,free shipping,3,https://www.dealnews.com/Klipsch-Groove-Bluetooth-Speaker-for-50-free-shipping/2167964.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5gx6hzv1x4rs1lokukd",2017-12-29T09:08:36-05:00,True,Klipsch Groove Bluetooth Speaker,SPEAKERS,"Huppins via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167964"">Klipsch Groove Bluetooth Speaker</a> in Black for <strong>$49.99</strong> with <strong>free shipping</strong>. That's tied with our mention from three weeks ago and the lowest price we've seen. (It's the best deal today by $13.) Features include a 65Hz to 22kHz frequency response, 10-watt amplifier, and eight-hour battery life.",$50
2017-12-28T22:44:08-05:00,2167961,free shipping,2,https://www.dealnews.com/Alera-8-Ft.-Resin-Folding-Table-from-94-free-shipping/2167961.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mctv77a0zaxugbqlfbu1",,,Alera 8-Ft. Resin Folding Table,TABLES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167961"">Alera 8-Foot Resin Folding Table</a> in Platinum for <strong>$93.98</strong> with <strong>free shipping</strong>. (Non-members pay a $9.40 surcharge.) That's the lowest price we could find by $13. It measures 96"" x 30"" x 29"" and features a 500-lb. capacity. Deal ends December 31.",from $94
2017-12-28T22:27:38-05:00,2167958,pickup at Walmart,3,https://www.dealnews.com/Star-Wars-Boba-Fett-Interactive-Room-Guard-for-12-pickup-at-Walmart/2167958.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehgupz2qwp7lcouqkkqv",,,Star Wars Boba Fett Interactive Room Guard,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167958"">Star Wars Boba Fett Interactive Room Guard</a> for <strong>$11.93</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $14. It requires three AAA batteries, not included, and is motion activated.",$12
2017-12-28T22:12:44-05:00,2167955,free shipping,3,https://www.dealnews.com/Samsung-28-4-K-Free-Sync-QLED-UHD-Display-for-330-free-shipping/2167955.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jv2u4wyqn7zuzakd0jde",,,"Samsung 28"" 4K FreeSync QLED UHD Display",MONITORS,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167955"">Samsung 28"" 4K FreeSync QLED Ultra HD Monitor</a> for $447. Coupon code ""BCD71071"" cuts that to <strong>$330</strong>. With <strong>free shipping</strong>, that's $59 under last month's mention and the lowest price we could find by $39. It features a 3840x2160 (4K 2160p) native resolution, AMD FreeSync, and HDMI and DisplayPort inputs.",$330
